Unnamed: 0,title,inst1,inst2,inst3,inst4,inst5,inst6,inst7,inst8,inst9,inst10,inst11,inst12,inst13,inst14,inst15,inst16,inst17,num_academia,num_company
418,Causal Deep Reinforcement Learning Using Observational Data,Dalian University of Technology,Sun Yat-sen University,Dalian University of Technology,,,,,,,,,,,,,,,3.0,0.0
419,On Tackling Explanation Redundancy in Decision Trees (Extended Abstract) *,National University of Singapore,Monash University,Toulouse Institute of Computer Science Research,,,,,,,,,,,,,,,3.0,0.0
420,Discriminative-Invariant Representation Learning for Unbiased Recommendation,University of Science and Technology of China,University of Science and Technology of China,Zhejiang University,University of Science and Technology of China, Institute of Dataspac,University of Science and Technology of China,University of Science and Technology of China,,,,,,,,,,,6.0,0.0
421,Continuous-Time Graph Learning for Cascade Popularity Prediction,Beihang University,Beihang University,Beihang University,Beihang University,Beihang University,Beihang University,,,,,,,,,,,,6.0,0.0
422,Collaborative Neural Rendering Using Anime Character Sheets,Tianjin University, Megvii Technolog, Megvii Technolog,Wuhan University, Megvii Technolog,,,,,,,,,,,,,1.0,2.0
423,Fairness and Representation in Satellite-Based Poverty Maps: Evidence of Urban-Rural Disparities and Their Impacts on Downstream Policy,"University of California, Berkeley",Harvard University,"University of California, Berkeley",,,,,,,,,,,,,,,3.0,0.0
424,SemFORMS: Automatic Generation of Semantic Transforms By Mining Data Science Code,IBM Research - China,IBM Research - China,IBM Research - China,IBM Research - China,IBM Research - China,IBM Research - China,,,,,,,,,,,,6.0,0.0
425,Latent Inspector: An Interactive Tool for Probing Neural Network Behaviors Through Arbitrary Latent Activation,German Research Centre for Artificial Intelligence,German Research Centre for Artificial Intelligence,German Research Centre for Artificial Intelligence,,,,,,,,,,,,,,,3.0,0.0
426,Video Diffusion Models with Local-Global Context Guidance,Tsinghua University,Dalian University of Technology,Tsinghua University,Tsinghua University,Tsinghua University,,,,,,,,,,,,,5.0,0.0
427,TPS++: Attention-Enhanced Thin-Plate Spline for Scene Text Recognition,Fudan University,Fudan University," Tomorrow Advance Life, Chin",University of Science and Technology of China,Fudan University,,,,,,,,,,,,,4.0,1.0
428,K * Search over Orbit Space for Top-k Planning,IBM Research - Thomas J. Watson Research Center,IBM Research - Thomas J. Watson Research Center,,,,,,,,,,,,,,,,2.0,0.0
429,TITAN : Task-oriented Dialogues with Mixed-Initiative Interactions,Xidian University,Xidian University,Xidian University,Xidian University,Xidian University,,,,,,,,,,,,,5.0,0.0
430,Local-Global Transformer Enhanced Unfolding Network for Pan-sharpening,Shandong University,Shandong University,Shandong University,Heze University,Shandong University,,,,,,,,,,,,,5.0,0.0
431,Spatial-Temporal Self-Attention for Asynchronous Spiking Neural Networks,University of Science and Technology of China,University of Science and Technology of China,University of Science and Technology of China,University of Science and Technology of China,University of Science and Technology of China,University of Science and Technology of China,,,,,,,,,,,,6.0,0.0
432,Automatic Verification for Soundness of Bounded QNP Abstractions for Generalized Planning,Sun Yat-sen University,Hunan University of Science and Technology,Sun Yat-sen University,Sun Yat-sen University,,,,,,,,,,,,,,4.0,0.0
433,Graph Neural Convection-Diffusion with Heterophily,Nanyang Technological University,Nanyang Technological University, C3.A,Nanyang Technological University,Nanyang Technological University,Nanyang Technological University,,,,,,,,,,,,4.0,0.0
434,Diffusion Models for Non-autoregressive Text Generation: A Survey,Renmin University of China,Renmin University of China, Beijing Key Laboratory of Big Data Management and Analysis Method,Renmin University of China, Beijing Key Laboratory of Big Data Management and Analysis Method,Renmin University of China,Renmin University of China, Beijing Key Laboratory of Big Data Management and Analysis Method,,,,,,,,,,5.0,0.0
435,Towards Utilitarian Online Learning -A Review of Online Algorithms in Open Feature Space,Old Dominion University,University of Mannheim,University of Mannheim,Zhejiang Lab,Hefei University of Technology,,,,,,,,,,,,,5.0,0.0
436,Dual Video Summarization: From Frames to Captions,Hefei University of Technology, Institute of Artificial Intelligence Hefei Comprehensive National Science Cente,Hefei University of Technology,Hefei University of Technology,Hefei University of Technology,,,,,,,,,,,,,4.0,0.0
437,Reconstruction-Aware Prior Distillation for Semi-supervised Point Cloud Completion,Renmin University of China,Renmin University of China,École Nationale Supérieure de l'Électronique et de ses Applications,École Nationale Supérieure de l'Électronique et de ses Applications,Tsinghua University,Renmin University of China,,,,,,,,,,,,4.0,0.0
438,Context-Aware Feature Selection and Classification,Illinois Institute of Technology,Illinois Institute of Technology,,,,,,,,,,,,,,,,2.0,0.0
439,Violin: Virtual Overbridge Linking for Enhancing Semi-supervised Learning on Graphs with Limited Labels,Chinese University of Hong Kong,Chinese University of Hong Kong,Chinese University of Hong Kong,Chinese University of Hong Kong,,,,,,,,,,,,,,4.0,0.0
440,Enhancing Network by Reinforcement Learning and Neural Confined Local Search,"Inspur Electronic Information Industry Co., Lt","Inspur Electronic Information Industry Co., Lt","Inspur Electronic Information Industry Co., Lt","Inspur Electronic Information Industry Co., Lt","Inspur Electronic Information Industry Co., Lt",,,,,,,,,,,,,5.0,0.0
441,Fast Algorithms for SAT with Bounded Occurrences of Variables,University of Electronic Science and Technology of China,University of Electronic Science and Technology of China,,,,,,,,,,,,,,,,2.0,0.0
442,An Exact Algorithm for the Minimum Dominating Set Problem,Yunnan University,Yunnan University,,,,,,,,,,,,,,,,2.0,0.0
443,Safe Reinforcement Learning via Probabilistic Logic Shields,KU Leuven,KU Leuven,Stellenbosch University,KU Leuven,Örebro University,,,,,,,,,,,,,5.0,0.0
444,AutoML for Outlier Detection with Optimal Transport Distances,Eindhoven University of Technology,Eindhoven University of Technology,,,,,,,,,,,,,,,,2.0,0.0
445,Participatory Budgeting with Multiple Degrees of Projects and Ranged Approval Votes,Indian Institute of Science Bangalore,,,,,,,,,,,,,,,,,1.0,0.0
446,Learnable Surrogate Gradient for Direct Training Spiking Neural Networks,Zhejiang University,Zhejiang University,National University of Singapore,Zhejiang University,Zhejiang University,Zhejiang University,Zhejiang University,,,,,,,,,,,7.0,0.0
447,Dual-view Correlation Hybrid Attention Network for Robust Holistic Mammogram Classification,Huazhong University of Science and Technology,Huazhong University of Science and Technology,Huazhong University of Science and Technology,Huazhong University of Science and Technology,Huazhong University of Science and Technology,Huazhong University of Science and Technology,Huazhong University of Science and Technology,Huazhong University of Science and Technology,Huazhong University of Science and Technology,,,,,,,,,9.0,0.0
448,Temporal Knowledge Graph Completion: A Survey,Deakin University,Deakin University,Qilu University of Technology," CNPIEC KEXIN, Lt"," CNPIEC KEXIN, Lt",Deakin University,,,,,,,,,,,,4.0,0.0
449,Learning Causal Effects on Hypergraphs (Extended Abstract) *,University of Virginia,Microsoft (United States),Microsoft (United States),University of Virginia,Microsoft (United States),Microsoft (United States),,,,,,,,,,,,2.0,4.0
450,Annealing Genetic-based Preposition Substitution for Text Rubbish Example Generation,"China University of Petroleum, Beijing","China University of Petroleum, Beijing","China University of Petroleum, Beijing","China University of Petroleum, Beijing","China University of Petroleum, Beijing",,,,,,,,,,,,,5.0,0.0
451,Task Allocation on Networks with Execution Uncertainty (Extended Abstract) *,ShanghaiTech University,ShanghaiTech University,ShanghaiTech University,,,,,,,,,,,,,,,3.0,0.0
452,KEST: Kernel Distance Based Efficient Self-Training for Improving Controllable Text Generation,University of British Columbia,Microsoft Research Asia (China),University of British Columbia,Microsoft Research Asia (China),Microsoft Research Asia (China),,,,,,,,,,,,,2.0,3.0
453,ODEE: A One-Stage Object Detection Framework for Overlapping and Nested Event Extraction,Dalian University of Technology,Dalian University of Technology,Dalian University of Technology,Dalian University of Technology,Dalian University of Technology,,,,,,,,,,,,,5.0,0.0
454,Can You Improve My Code? Optimizing Programs with Local Search,University of Alberta,University of Alberta,,,,,,,,,,,,,,,,2.0,0.0
455,3D Surface Super-resolution from Enhanced 2D Normal Images: A Multimodal-driven Variational AutoEncoder Approach,Shenzhen University,Shenzhen University,Shenzhen University,Shenzhen University, Shenzhen Institute of Artificial Intelligence and Robotics for Society (AIRS,,,,,,,,,,,,,3.0,0.0
456,"Shaken, and Stirred: Long-Range Dependencies Enable Robust Outlier Detection with PixelCNN++"," Department of Physics, Indian Institute of Scienc", Google Researc, Google Researc,Center for Neurosciences," Computer Science and Automation, Indian Institute of Scienc",,,,,,,,,,,,,2.0,2.0
457,DEIR: Efficient and Robust Exploration through Discriminative-Model-Based Episodic Intrinsic Rewards,The University of Tokyo,Together Enhancing Awareness Coalition,Together Enhancing Awareness Coalition,The University of Tokyo,,,,,,,,,,,,,,2.0,0.0
458,FedSampling: A Better Sampling Strategy for Federated Learning,Tsinghua University,Microsoft Research Asia (China)," Sony AI, 1-7-1 Konan Minato-ku Tokyo 108-0075, Japa",Tsinghua University,University of Chinese Academy of Sciences,Tsinghua University,Microsoft Research Asia (China),,,,,,,,,,,4.0,2.0
459,A Novel Learnable Interpolation Approach for Scale-Arbitrary Image Super-Resolution,East China Normal University,East China Normal University,East China Normal University,East China Normal University,Shanghai University of Finance and Economics,East China Normal University,,,,,,,,,,,,6.0,0.0
460,DFVSR: Directional Frequency Video Super-Resolution via Asymmetric and Enhancement Alignment Network,University of Washington,Peng Cheng Laboratory,University of Washington,Peng Cheng Laboratory,Peng Cheng Laboratory,University of Washington,Peng Cheng Laboratory,,,,,,,,,,,7.0,0.0
461,PED-ANOVA: Efficiently Quantifying Hyperparameter Importance in Arbitrary Subspaces,University of Freiburg,University of Freiburg,University of Freiburg,,,,,,,,,,,,,,,3.0,0.0
462,SS-BSN: Attentive Blind-Spot Network for Self-Supervised Denoising with Nonlocal Self-Similarity,University of Seoul," Advanced Technology R&D Center, Viework",University of Seoul,,,,,,,,,,,,,,,1.0,1.0
463,Explainable Reinforcement Learning via a Causal World Model,Institute of Automation,Institute of Automation,Institute of Automation,,,,,,,,,,,,,,,3.0,0.0
464,Learning to Binarize Continuous Features for Neuro-Rule Networks,East China Normal University,Shanghai Institute of Technology,East China Normal University,Tsinghua University,Tsinghua University,,,,,,,,,,,,,5.0,0.0
465,A Survey of Federated Evaluation in Federated Learning,Macquarie University,Macquarie University,Macquarie University,Chinese University of Hong Kong,,,,,,,,,,,,,,4.0,0.0
466,RaMLP: Vision MLP via Region-aware Mixing,Shanghai Zhangjiang Laboratory,Shanghai Zhangjiang Laboratory,Shanghai Zhangjiang Laboratory,Shanghai Zhangjiang Laboratory,Shanghai Zhangjiang Laboratory,Shanghai Zhangjiang Laboratory,,,,,,,,,,,,6.0,0.0
467,Text-Video Retrieval with Disentangled Conceptualization and Set-to-Set Alignment,Peking University Shenzhen Hospital,Peking University Shenzhen Hospital,Peking University Shenzhen Hospital,Peking University Shenzhen Hospital,Peking University Shenzhen Hospital,Peking University Shenzhen Hospital,Peking University Shenzhen Hospital,Peking University Shenzhen Hospital,Peng Cheng Laboratory,Peking University Shenzhen Hospital,Peking University Shenzhen Hospital,Peng Cheng Laboratory,Tsinghua University,Peking University Shenzhen Hospital,Peking University Shenzhen Hospital,Peng Cheng Laboratory,,16.0,0.0
468,An Ensemble Approach for Automated Theorem Proving Based on Efficient Name Invariant Graph Neural Representations,IBM Research - China,IBM Research - China,IBM Research - China,IBM Research - China,IBM Research - China,IBM Research - China,IBM Research - China,IBM Research - China,,,,,,,,,,8.0,0.0
469,Autonomous Exploration for Navigating in MDPs Using Blackbox RL Algorithms,Eindhoven University of Technology,Montanuniversität Leoben,Montanuniversität Leoben,,,,,,,,,,,,,,,3.0,0.0
470,ActUp: Analyzing and Consolidating tSNE & UMAP,Aarhus University,Aarhus University,Aarhus University,Aarhus University,Aarhus University,George Mason University,Aarhus University,,,,,,,,,,,7.0,0.0
471,Explainable Multi-Agent Reinforcement Learning for Temporal Queries,University of Virginia,Bar-Ilan University,University of Virginia,,,,,,,,,,,,,,,3.0,0.0
472,Controlling Neural Style Transfer with Deep Reinforcement Learning,Chengdu University of Information Technology,Chengdu University of Information Technology,"University at Buffalo, State University of New York",Carnegie Mellon University,Microsoft Research Asia (China),Chengdu University of Information Technology,University of North Carolina at Chapel Hill,"University at Buffalo, State University of New York",,,,,,,,,,7.0,1.0
473,FedNoRo: Towards Noise-Robust Federated Learning by Addressing Class Imbalance and Label Noise Heterogeneity,Huazhong University of Science and Technology,Huazhong University of Science and Technology,Institute of Computing Technology,Hong Kong University of Science and Technology,Huazhong University of Science and Technology,,,,,,,,,,,,,5.0,0.0
474,Speeding Up Multi-Objective Hyperparameter Optimization by Task Similarity-Based Meta-Learning for the Tree-Structured Parzen Estimator,University of Freiburg,University of Freiburg,Trinity College Dublin,University of Freiburg,,,,,,,,,,,,,,4.0,0.0
475,LISSNAS: Locality-based Iterative Search Space Shrinkage for Neural Architecture Search,Duke University,Duke University,Duke University,Duke University,,,,,,,,,,,,,,4.0,0.0
476,Diagram Visual Grounding: Learning to See with Gestalt-Perceptual Attention,Xi'an Jiaotong University,Xi'an Jiaotong University,Xi'an Jiaotong University,Xi'an Jiaotong University,Xi'an Jiaotong University,Xi'an Jiaotong University,Xi'an Jiaotong University,Xi'an Jiaotong University,Xi'an Jiaotong University,Xi'an Jiaotong University,Lenovo (China),,,,,,,10.0,1.0
477,"A Survey on Intersectional Fairness in Machine Learning: Notions, Mitigation, and Challenges",Iowa State University,University of Illinois at Chicago,,,,,,,,,,,,,,,,2.0,0.0
478,Heuristic-Search Approaches for the Multi-Objective Shortest-Path Problem: Progress and Research Opportunities,Technion – Israel Institute of Technology,Ben-Gurion University of the Negev,San Sebastián University,University of Southern California,University of Southern California,University of Southern California,,,,,,,,,,,,6.0,0.0
479,Explaining Answer-Set Programs with Abstract Constraint Atoms,TU Wien,TU Wien,,,,,,,,,,,,,,,,2.0,0.0
480,The Effects of AI Biases and Explanations on Human Decision Fairness: A Case Study of Bidding in Rental Housing Markets,Purdue University West Lafayette,University of Connecticut,Purdue University West Lafayette,,,,,,,,,,,,,,,3.0,0.0
481,Efficient Sign Language Translation with a Curriculum-based Non-autoregressive Decoder,Xiamen University," Key Laboratory of Digital Protection and Intelligent Processing of Intangible Cultural Heritage of Fujian and Taiwan (Xiamen University), Ministry of Culture and Tourism, Chin",Xiamen University," Key Laboratory of Digital Protection and Intelligent Processing of Intangible Cultural Heritage of Fujian and Taiwan (Xiamen University), Ministry of Culture and Tourism, Chin",Xiamen University," Key Laboratory of Digital Protection and Intelligent Processing of Intangible Cultural Heritage of Fujian and Taiwan (Xiamen University), Ministry of Culture and Tourism, Chin",Xiamen University," Key Laboratory of Digital Protection and Intelligent Processing of Intangible Cultural Heritage of Fujian and Taiwan (Xiamen University), Ministry of Culture and Tourism, Chin",,,,,,,,,,4.0,0.0
482,DiSProD: Differentiable Symbolic Propagation of Distributions for Planning,Indiana University,Indiana University,Indiana University,Indiana University,,,,,,,,,,,,,,4.0,0.0
483,Spatially Covariant Lesion Segmentation,Cornell University,University of Pennsylvania,Cornell University,New York University,Cornell University,Cornell University,,,,,,,,,,,,6.0,0.0
484,Orientation-Independent Chinese Text Recognition in Scene Images,Fudan University,Fudan University,Fudan University,Fudan University,,,,,,,,,,,,,,4.0,0.0
485,A Human-in-the-Loop Tool for Annotating Passive Acoustic Monitoring Datasets,German Research Centre for Artificial Intelligence,Carl von Ossietzky University of Oldenburg,German Research Centre for Artificial Intelligence,German Research Centre for Artificial Intelligence,Carl von Ossietzky University of Oldenburg,,,,,,,,,,,,,5.0,0.0
486,Argumentation for Interactive Causal Discovery,Imperial College London,,,,,,,,,,,,,,,,,1.0,0.0
487,Forecasting Soil Moisture Using Domain Inspired Temporal Graph Convolution Neural Networks To Guide Sustainable Crop Management,IBM Research - China,IBM Research - China,Texas A&M University,Sandia National Laboratories,IBM Research - China, IBM Corporate Social Responsibilit,Texas A&M University,IBM Research - China,,,,,,,,,,3.0,5.0
488,"The ACCompanion: Combining Reactivity, Robustness, and Musical Expressivity in an Automatic Piano Accompanist",Johannes Kepler University of Linz,Johannes Kepler University of Linz,Johannes Kepler University of Linz,Johannes Kepler University of Linz,Pandora (United States),Johannes Kepler University of Linz,Johannes Kepler University of Linz,,,,,,,,,,,6.0,1.0
489,Cardinality-Minimal Explanations for Monotonic Neural Networks,University of Oxford,University of Oxford,University of Oxford,,,,,,,,,,,,,,,3.0,0.0
490,Computing (1 + ϵ)-Approximate Degeneracy in Sublinear Time,University of Victoria,University of Victoria,University of Victoria,,,,,,,,,,,,,,,3.0,0.0
491,CONGREGATE: Contrastive Graph Clustering in Curvature Spaces,North China Electric Power University,Beijing University of Posts and Telecommunications,Beijing University of Posts and Telecommunications,Beihang University,University of Illinois at Chicago,,,,,,,,,,,,,5.0,0.0
492,Efficient and Equitable Deployment of Mobile Vaccine Distribution Centers,University of Virginia,University of Virginia,University of Mary,University of Virginia,University of Mary,University of Mary,University of Virginia,,,,,,,,,,,7.0,0.0
493,Bounding the Family-Wise Error Rate in Local Causal Discovery Using Rademacher Averages (Extended Abstract) *,University of Padua,University of Padua,,,,,,,,,,,,,,,,2.0,0.0
494,Black-Box Data Poisoning Attacks on Crowdsourcing,National Environmental Engineering Research Institute,Beihang University," Chinese Aeronautical Establishment, Beijing, Chin",Beihang University,Beihang University,University of Macau,Beihang University,Beihang University,Beihang University,Beihang University,National Environmental Engineering Research Institute," Chinese Aeronautical Establishment, Beijing, Chin",,,,,,4.0,2.0
495,Incentive-Compatible Selection for One or Two Influentials,ShanghaiTech University,ShanghaiTech University,ShanghaiTech University,,,,,,,,,,,,,,,3.0,0.0
496,Bayesian Federated Learning: A Survey,University of Technology Sydney,Macquarie University,University of Technology Sydney,University of Newcastle Australia,Institute for Systems and Computer Engineering of Porto,Nanyang Technological University,University of Minnesota,,,,,,,,,,,7.0,0.0
497,VideoMaster: A Multimodal Micro Game Video Recreator,,,,,,,,,,,,,,,,,,0.0,0.0
498,DeLELSTM: Decomposition-based Linear Explainable LSTM to Capture Instantaneous and Long-term Effects in Time Series,City University of Hong Kong,City University of Hong Kong,City University of Hong Kong,City University of Hong Kong," JD Digits, Beijing, Chin"," JD Digits, Beijing, Chin",,,,,,,,,,,,6.0,0.0
499,On the Complexity of Counterfactual Reasoning,"University of California, Los Angeles","University of California, Los Angeles","University of California, Los Angeles",,,,,,,,,,,,,,,3.0,0.0
500,Front-to-End Bidirectional Heuristic Search with Consistent Heuristics: Enumerating and Evaluating Algorithms and Bounds,Ben-Gurion University of the Negev,Ben-Gurion University of the Negev,Ben-Gurion University of the Negev,University of Alberta,University of Alberta,,,,,,,,,,,,,5.0,0.0
501,Improve Video Representation with Temporal Adversarial Augmentation,Drexel University,Hong Kong University of Science and Technology,University of Electronic Science and Technology of China,Drexel University,,,,,,,,,,,,,,4.0,0.0
502,Computing Twin-width with SAT and Branch & Bound,TU Wien,TU Wien,,,,,,,,,,,,,,,,2.0,0.0
503,Learning Gaussian Mixture Representations for Tensor Time Series Forecasting,Southern University of Science and Technology,Southern University of Science and Technology,University of Technology,Southern University of Science and Technology,The University of Tokyo,Southern University of Science and Technology,The University of Tokyo,,,,,,,,,,,7.0,0.0
504,WiCo: Win-win Cooperation of Bottom-up and Top-down Referring Image Segmentation,Peking University Shenzhen Hospital,Peking University Shenzhen Hospital,Peking University Shenzhen Hospital,Peking University Shenzhen Hospital,Peking University Shenzhen Hospital,Peking University Shenzhen Hospital,Peking University Shenzhen Hospital,Peking University Shenzhen Hospital,Tsinghua University,Tsinghua University,Tsinghua University,Peking University Shenzhen Hospital,Peking University Shenzhen Hospital,Peng Cheng Laboratory,,,,14.0,0.0
505,MMPN: Multi-supervised Mask Protection Network for Pansharpening,Jiangxi University of Finance and Economics,Tianjin Research Institute of Electric Science (China),Lishen (China),Jiangxi Science and Technology Normal University,Jiangxi University of Finance and Economics,Tianjin Research Institute of Electric Science (China),,,,,,,,,,,,3.0,0.0
506,Hawkes Process Based on Controlled Differential Equations,Yonsei University,Yonsei University,Yonsei University,,,,,,,,,,,,,,,3.0,0.0
507,Sample Efficient Model-free Reinforcement Learning from LTL Specifications with Optimality Guarantees,University of Oxford,University of Oxford,,,,,,,,,,,,,,,,2.0,0.0
508,MA2CL:Masked Attentive Contrastive Learning for Multi-Agent Reinforcement Learning,University of Science and Technology of China,University of Science and Technology of China,University of Science and Technology of China,Hefei University of Technology,University of Science and Technology of China,Hefei University of Technology,,,,,,,,,,,,6.0,0.0
509,Quantifying Consistency and Information Loss for Causal Abstraction Learning,University of Warwick,University of Warwick,University of Warwick,,,,,,,,,,,,,,,3.0,0.0
510,Learning 3D Photography Videos via Self-supervised Diffusion on Single Images,Peking University,Microsoft Research Asia (China),Microsoft Research Asia (China),Microsoft Research Asia (China),Microsoft Research Asia (China),Microsoft Research Asia (China),Microsoft Research Asia (China),Microsoft Research Asia (China),Microsoft Research Asia (China),Peking University,Microsoft Research Asia (China),Microsoft Research Asia (China),,,,,,2.0,10.0
511,Learning Monocular Depth in Dynamic Environment via Context-aware Temporal Attention,Fudan University,Fudan University,Fudan University,Fudan University,Fudan University,Fudan University,,,,,,,,,,,,6.0,0.0
512,Meta-Tsallis-Entropy Minimization: A New Self-Training Approach for Domain Adaptation on Text Classification,National University of Defense Technology,National University of Defense Technology,National University of Defense Technology,Beijing Institute of Technology," Suiren Information,Chin",National University of Defense Technology,,,,,,,,,,,,5.0,1.0
513,ScriptWorld: Text Based Environment For Learning Procedural Knowledge,Indian Institute of Technology Kanpur,Indian Institute of Technology Kanpur,Indian Institute of Technology Kanpur,Indian Institute of Technology Kanpur,,,,,,,,,,,,,,4.0,0.0
514,Dynamic Group Link Prediction in Continuous-Time Interaction Network,Xidian University,Xidian University,Xidian University,,,,,,,,,,,,,,,3.0,0.0
515,Scalable Communication for Multi-Agent Reinforcement Learning via Transformer-Based Email Mechanism,Tsinghua University,Tsinghua University,Tsinghua University,,,,,,,,,,,,,,,3.0,0.0
516,Learn and Sample Together: Collaborative Generation for Graphic Design Layout,South China University of Technology,Microsoft Research Asia (China),South China University of Technology,Microsoft Research Asia (China),Microsoft Research Asia (China),,,,,,,,,,,,,2.0,3.0
517,DeepPSL: End-to-End Perception and Reasoning, EY Global Delivery Services India LL, EY Global Delivery Services India LL, EY Global Delivery Services India LL, EY Global Delivery Services India LL,Ernst & Young (United Kingdom),,,,,,,,,,,,,5.0,0.0
518,Self-Recover: Forecasting Block Maxima in Time Series from Predictors with Disparate Temporal Coverage Using Self-Supervised Learning,Michigan State University,University of Cambridge,British Antarctic Survey,Michigan State University,Michigan State University,,,,,,,,,,,,,5.0,0.0
519,Video Frame Interpolation with Densely Queried Bilateral Correlation,Nanjing University,Nanjing University,Nanjing University,Nanjing University,,,,,,,,,,,,,,4.0,0.0
520,Bias On Demand: Investigating Bias with a Synthetic Data Generator,University of Zurich,ZHAW Zurich University of Applied Sciences," Data Science and Artificial Intelligence, Intesa Sanpaolo S.p.A., Ital",University of Milano-Bicocca," Data Science and Artificial Intelligence, Intesa Sanpaolo S.p.A., Ital"," Data Science and Artificial Intelligence, Intesa Sanpaolo S.p.A., Ital"," Data Science and Artificial Intelligence, Intesa Sanpaolo S.p.A., Ital"," Data Science and Artificial Intelligence, Intesa Sanpaolo S.p.A., Ital",,,,,,,,,,2.0,0.0
521,Action Space Reduction for Planning Domains,IBM Research - Thomas J. Watson Research Center,IBM Research - Thomas J. Watson Research Center,IBM Research - Thomas J. Watson Research Center,IBM Research - Thomas J. Watson Research Center,IBM Research - Thomas J. Watson Research Center,,,,,,,,,,,,,5.0,0.0
522,ContrastMotion: Self-supervised Scene Motion Learning for Large-Scale LiDAR Point Clouds,Nanjing University of Aeronautics and Astronautics,Chinese University of Hong Kong,Chinese University of Hong Kong,Suzhou Nonferrous Metals Research Institute,Nanjing University of Aeronautics and Astronautics,Zhejiang University,ShanghaiTech University,,,,,,,,,,,7.0,0.0
523,TG-VQA: Ternary Game of Video Question Answering,Peking University Shenzhen Hospital," Shanghai AI Laboratory, Shanghai, Chin",Peking University,Peking University Shenzhen Hospital,Peking University,Peking University Shenzhen Hospital,Peking University," Shanghai AI Laboratory, Shanghai, Chin"," Shanghai AI Laboratory, Shanghai, Chin",Peng Cheng Laboratory,Tsinghua University,Peking University Shenzhen Hospital,Peking University,Peng Cheng Laboratory,,,,8.0,0.0
524,LGPConv: Learnable Gaussian Perturbation Convolution for Lightweight Pansharpening,University of Electronic Science and Technology of China,University of Electronic Science and Technology of China,University of Electronic Science and Technology of China,University of Electronic Science and Technology of China,University of Electronic Science and Technology of China,,,,,,,,,,,,,5.0,0.0
525,On the Reuse Bias in Off-Policy Reinforcement Learning,Tsinghua University,Tsinghua University,Tsinghua University,Tsinghua University," Pazhou Laboratory (Huangpu), Guangzhou, Chin",Tsinghua University,Tsinghua University," Pazhou Laboratory (Huangpu), Guangzhou, Chin",,,,,,,,,,6.0,0.0
526,Towards Incremental NER Data Augmentation via Syntactic-aware Insertion Transformer,University of Southampton,Beijing Institute of Technology,Beijing Institute of Technology,University of Southampton,Institute of Computing Technology, China Life Property Casualty Insurance Company Limite,,,,,,,,,,,,5.0,0.0
527,PPAT: Progressive Graph Pairwise Attention Network for Event Causality Identification,Harbin Institute of Technology,Harbin Institute of Technology,Harbin Institute of Technology,Harbin Institute of Technology,,,,,,,,,,,,,,4.0,0.0
528,Hyperspectral Image Denoising Using Uncertainty-Aware Adjustor,Xi'an Jiaotong University,Xi'an Jiaotong University,,,,,,,,,,,,,,,,2.0,0.0
529,"Align, Perturb and Decouple: Toward Better Leverage of Difference Information for RSI Change Detection",Fudan University,Tencent (China),Fudan University,Fudan University,Zhengzhou University," Zhongshan PoolNet Technology Ltd, Chin",Tencent (China),Shanghai Jiao Tong University,Tencent (China),Harbin Engineering University,,,,,,,,6.0,3.0
530,Handling Learnwares Developed from Heterogeneous Feature Spaces without Auxiliary Data,Nanjing University,Nanjing University,Nanjing University,Nanjing University,,,,,,,,,,,,,,4.0,0.0
531,Some Might Say All You Need Is Sum,RWTH Aachen University,RWTH Aachen University,RWTH Aachen University,,,,,,,,,,,,,,,3.0,0.0
532,Max Markov Chain,Arizona State University,Arizona State University,,,,,,,,,,,,,,,,2.0,0.0
533,HDFormer: High-order Directed Transformer for 3D Human Pose Estimation," DAMO Academy, Alibaba Grou"," DAMO Academy, Alibaba Grou"," DAMO Academy, Alibaba Grou",Carnegie Mellon University," DAMO Academy, Alibaba Grou",Tsinghua University," DAMO Academy, Alibaba Grou"," DAMO Academy, Alibaba Grou"," DAMO Academy, Alibaba Grou",,,,,,,,,2.0,7.0
534,Robust Image Ordinal Regression with Controllable Image Generation,Zhejiang University,Zhejiang University,Alibaba Group (China),Zhejiang University,Zhejiang University,Shandong University of Science and Technology,University of Notre Dame,Zhejiang University, Second Affiliated Hospital School of Medicin,,,,,,,,,7.0,1.0
535,OSDP: Optimal Sharded Data Parallel for Distributed Deep Learning,Peking University,Peking University,Carnegie Mellon University,Peking University,Peking University,Peking University,,,,,,,,,,,,6.0,0.0
536,Adversarial Amendment is the Only Force Capable of Transforming an Enemy into a Friend,Fudan University,Fudan University,Fudan University,,,,,,,,,,,,,,,3.0,0.0
537,DPMAC: Differentially Private Communication for Cooperative Multi-Agent Reinforcement Learning,Shanghai Jiao Tong University,Shanghai Jiao Tong University,University of Hong Kong,University of Hong Kong,Shanghai Jiao Tong University,,,,,,,,,,,,,5.0,0.0
538,Contact2Grasp: 3D Grasp Synthesis via Hand-Object Contact Constraint,Zhejiang University,Zhejiang University,Agricultural Research Center,Agricultural Research Center,Zhejiang University,Zhejiang Lab,Zhejiang University," Key Lab of CS&AUS of Zhejiang Province, Chin",Zhejiang University," Key Lab of CS&AUS of Zhejiang Province, Chin",,,,,,,,5.0,2.0
539,Guided Patch-Grouping Wavelet Transformer with Spatial Congruence for Ultra-High Resolution Segmentation,University of Science and Technology of China,Alibaba Group (China),University of Science and Technology of China,Shanghai Jiao Tong University,Shanghai Jiao Tong University,,,,,,,,,,,,,4.0,1.0
