Unnamed: 0,title,inst1,inst2,inst3,inst4,inst5,inst6,inst7,inst8,inst9,inst10,inst11,inst12,inst13,inst14,inst15,inst16,inst17,num_academia,num_company
355,LSGNN: Towards General Graph Neural Network in Node Classification by Local Similarity,Sun Yat-sen University,Hong Kong University of Science and Technology,Hong Kong University of Science and Technology,Hong Kong University of Science and Technology,Hong Kong University of Science and Technology,Hebei University,Hong Kong University of Science and Technology,Hong Kong University of Science and Technology,Institute of Information Engineering,National Sun Yat-sen University,,,,,,,,8.0,0.0
356,CROP: Towards Distributional-Shift Robust Reinforcement Learning Using Compact Reshaped Observation Processing,Ludwig-Maximilians-Universität München,Ludwig-Maximilians-Universität München,Ludwig-Maximilians-Universität München,Ludwig-Maximilians-Universität München,Ludwig-Maximilians-Universität München,Ludwig-Maximilians-Universität München,,,,,,,,,,,,6.0,0.0
357,Hierarchical Transformer for Scalable Graph Learning,Peking University,Peking University,Peking University,Microsoft Research Asia (China),Alibaba Group (China),,,,,,,,,,,,,3.0,2.0
358,GLPocket: A Multi-Scale Representation Learning Approach for Protein Binding Site Prediction,Shanghai Jiao Tong University,Shanghai Jiao Tong University,Shanghai Jiao Tong University,Shanghai Jiao Tong University,Gree (China),,,,,,,,,,,,,4.0,0.0
359,Sph2Pob: Boosting Object Detection on Spherical Images with Planar Oriented Boxes Methods,Chinese Academy of Sciences,Chinese Academy of Sciences,University of Chinese Academy of Sciences,Hangzhou Dianzi University,Chinese Academy of Sciences,Chinese Academy of Sciences,University of Chinese Academy of Sciences,Chinese Academy of Sciences,Chinese Academy of Sciences,Chinese Academy of Sciences,Chinese Academy of Sciences,Hangzhou Dianzi University,Chinese Academy of Sciences,Chinese Academy of Sciences,,,,14.0,0.0
360,Compositional Zero-Shot Artistic Font Synthesis,Shandong University,Shandong University,Shandong University,Shandong University,ITRI International,Shandong University,,,,,,,,,,,,6.0,0.0
361,Building a Personalized Messaging System for Health Intervention in Underprivileged Regions Using Reinforcement Learning,University of Oregon,University of Oregon, Arogya Worl, Arogya Worl, Arogya Worl, Arogya Worl, Arogya Worl,"Rutgers, The State University of New Jersey",University of Oregon,,,,,,,,,4.0,0.0
362,Incomplete Multi-view Clustering via Prototype-based Imputation,Sichuan University of Science and Engineering,Sichuan University of Science and Engineering,Sichuan University of Science and Engineering,Sichuan University of Science and Engineering,Sichuan University of Science and Engineering,Sichuan University of Science and Engineering,,,,,,,,,,,,6.0,0.0
363,Generalization Guarantees of Self-Training of Halfspaces under Label Noise Corruption,Grenoble Alpes University,Grenoble Alpes University,Grenoble Alpes University,,,,,,,,,,,,,,,3.0,0.0
364,Commonsense Knowledge Enhanced Sentiment Dependency Graph for Sarcasm Detection,Tianjin University,Tianjin University,Tianjin University,Tianjin University,Beijing University of Posts and Telecommunications,Tianjin University," Huiyan Technology (Tianjin) Co., Ltd, Tianjin, Chin",Tianjin University,Peng Cheng Laboratory,,,,,,,,,4.0,2.0
365,In Which Graph Structures Can We Efficiently Find Temporally Disjoint Paths and Walks?,Humboldt-Universität zu Berlin,Technical University of Berlin,Ben-Gurion University of the Negev,Ben-Gurion University of the Negev,,,,,,,,,,,,,,4.0,0.0
366,XVTP3D: Cross-view Trajectory Prediction Using Shared 3D Queries for Autonomous Driving, Beijing Key Laboratory of Mobile Computing and Pervasive Device,Institute of Computing Technology,University of Chinese Academy of Sciences, Beijing Key Laboratory of Mobile Computing and Pervasive Device,Institute of Computing Technology, Beijing Key Laboratory of Mobile Computing and Pervasive Device,Institute of Computing Technology,,,,,,,,,,,3.0,2.0
367,Using Liquid Democracy for Attention-Aware Social Choice,Ben-Gurion University of the Negev,,,,,,,,,,,,,,,,,1.0,0.0
368,Choosing Well Your Opponents: How to Guide the Synthesis of Programmatic Strategies,Universidade Federal de Viçosa,University of Alberta,University of Alberta,Universidade Federal de Viçosa,University of Alberta,University of Alberta,University of Alberta,University of Alberta,,,,,,,,,,8.0,0.0
369,A Survey on Efficient Training of Transformers,Monash University,Monash University,Monash University,Monash University,Monash University,Zhejiang University,,,,,,,,,,,,6.0,0.0
370,Optimizing the Computation of Overriding in DLN (Extended Abstract) *,University of Naples Federico II,French Institute for Research in Computer Science and Automation,University of Naples Federico II,,,,,,,,,,,,,,,3.0,0.0
371,Bi-level Dynamic Learning for Jointly Multi-modality Image Fusion and Beyond,Dalian University of Technology,Dalian University of Technology,Dalian University of Technology,Dalian University of Technology,Dalian University of Technology,Dalian University of Technology,,,,,,,,,,,,6.0,0.0
372,Relative Inconsistency Measures for Indefinite Databases with Denial Constraints,University of Calabria,"University of Maryland, College Park",,,,,,,,,,,,,,,,2.0,0.0
373,Temporal Datalog with Existential Quantification,University of Oxford,TU Wien,University of Oxford,TU Wien,University of Oxford,,,,,,,,,,,,,5.0,0.0
374,DenseLight: Efficient Control for Large-scale Traffic Signals with Dense Feedback,Sun Yat-sen University,Sun Yat-sen University,Hong Kong Polytechnic University,Hong Kong Polytechnic University,Sun Yat-sen University,Sun Yat-sen University,Sun Yat-sen University,,,,,,,,,,,7.0,0.0
375,"For Women, Life, Freedom: A Participatory AI-Based Social Web Analysis of a Watershed Moment in Iran's Gender Struggles",Rochester Institute of Technology,Rochester Institute of Technology,Rochester Institute of Technology,,,,,,,,,,,,,,,3.0,0.0
376,Exploiting Non-Interactive Exercises in Cognitive Diagnosis,University of Science and Technology of China, State Key Laboratory of Cognitive Intelligenc,University of Science and Technology of China, State Key Laboratory of Cognitive Intelligenc,University of Science and Technology of China, State Key Laboratory of Cognitive Intelligenc,University of Science and Technology of China, State Key Laboratory of Cognitive Intelligenc,University of Science and Technology of China, State Key Laboratory of Cognitive Intelligenc,University of Science and Technology of China, State Key Laboratory of Cognitive Intelligenc," iFLYTEK AI Research (Central China), iFLYTEK Co., Ltd", State Key Laboratory of Cognitive Intelligenc," iFLYTEK AI Research (Central China), iFLYTEK Co., Ltd",,,7.0,1.0
377,Towards Hierarchical Policy Learning for Conversational Recommendation with Hypergraph-based Reinforcement Learning,Huazhong University of Science and Technology, Joint Laboratory of HUST and Pingan Property & Casualty Research (HPL,Huazhong University of Science and Technology, Joint Laboratory of HUST and Pingan Property & Casualty Research (HPL,Huazhong University of Science and Technology, Joint Laboratory of HUST and Pingan Property & Casualty Research (HPL,Huazhong University of Science and Technology, Joint Laboratory of HUST and Pingan Property & Casualty Research (HPL,Huazhong University of Science and Technology, Joint Laboratory of HUST and Pingan Property & Casualty Research (HPL,Beijing Institute of Technology,,,,,,,6.0,0.0
378,On Adaptivity and Safety in Sequential Decision Making,Texas A&M University,,,,,,,,,,,,,,,,,1.0,0.0
379,Pushing the Limits of Fairness in Algorithmic Decision-Making,University of Toronto,,,,,,,,,,,,,,,,,1.0,0.0
380,Long-term Wind Power Forecasting with Hierarchical Spatial-Temporal Transformer,Sun Yat-sen University,Hong Kong Polytechnic University,Hong Kong Polytechnic University,Sun Yat-sen University,Sun Yat-sen University,Sun Yat-sen University,Sun Yat-sen University,Sun Yat-sen University,,,,,,,,,,8.0,0.0
381,Rewiring What-to-Watch-Next Recommendations to Reduce Radicalization Pathways (Extended Abstract) *,Transports Metropolitans de Barcelona (Spain),East China Normal University," CENTAI Institute, Turin, Ital",Universitat Politècnica de Catalunya,Institució Catalana de Recerca i Estudis Avançats,Pompeu Fabra University,University of Helsinki,,,,,,,,,,,5.0,0.0
382,Spotlight News Driven Quantitative Trading Based on Trajectory Optimization,Zhejiang University,Zhejiang University,University of Antwerp,Zhejiang University," eBay Inc., Shanghai, Chin",,,,,,,,,,,,,4.0,0.0
383,Auto-bidding with Budget and ROI Constrained Buyers,Renmin University of China,Renmin University of China,,,,,,,,,,,,,,,,2.0,0.0
384,Strategic Resource Selection with Homophilic Agents,Hasso Plattner Institute,Hasso Plattner Institute,Hasso Plattner Institute," Mathematics of Operations Research, University of Twent",,,,,,,,,,,,,,4.0,0.0
385,ViT-P3DE * : Vision Transformer Based Multi-Camera Instance Association with Pseudo 3D Position Embeddings,Seoul National University,Seoul National University,Seoul National University,,,,,,,,,,,,,,,3.0,0.0
386,GreenPLM: Cross-Lingual Transfer of Monolingual Pre-Trained Language Models at Almost No Cost,Northwestern University,Zhejiang University,Hong Kong University of Science and Technology,Peking University,Harvard University,Zhejiang University,Zhejiang University,University of Cambridge,Northwestern University,Zhejiang University,,,,,,,,10.0,0.0
387,"Diversity, Agreement, and Polarization in Elections",Allegheny General Hospital,Allegheny General Hospital,Dalle Molle Institute for Artificial Intelligence Research,Allegheny General Hospital,Pennsylvania State University,,,,,,,,,,,,,5.0,0.0
388,Runtime Analyses of Multi-Objective Evolutionary Algorithms in the Presence of Noise,Institut Polytechnique de Paris,Institut Polytechnique de Paris,Institut Polytechnique de Paris,Institut Polytechnique de Paris,,,,,,,,,,,,,,4.0,0.0
389,Topological Planning with Post-unique and Unary Actions," Académie Militaire de Saint-Cyr Coëtquidan, CReC Saint-Cyr, Franc"," Académie Militaire de Saint-Cyr Coëtquidan, CReC Saint-Cyr, Franc",Paris Dauphine University,Safran Electronics (Canada),Studi,,,,,,,,,,,,,3.0,2.0
390,Dichotomous Image Segmentation with Frequency Priors,Zhejiang University,Northwestern Polytechnical University,Zhejiang University,Zhejiang Lab,Zhejiang Lab,Northwestern Polytechnical University,Northwestern Polytechnical University,,,,,,,,,,,7.0,0.0
391,Differentiable Model Selection for Ensemble Learning,University of Virginia,University of Virginia,University of Virginia,,,,,,,,,,,,,,,3.0,0.0
392,On Approximating Total Variation Distance,National University of Singapore,Indian Institute of Technology Kanpur,National University of Singapore,National University of Singapore,Iowa State University,University of Nebraska–Lincoln,,,,,,,,,,,,6.0,0.0
393,Incremental and Decremental Optimal Margin Distribution Learning,Huazhong University of Science and Technology,Huazhong University of Science and Technology,Huazhong University of Science and Technology,Huazhong University of Science and Technology,,,,,,,,,,,,,,4.0,0.0
394,Incremental Event Calculus for Run-Time Reasoning * (Extended Abstract),National and Kapodistrian University of Athens,Institute of Informatics & Telecommunications,Institute of Informatics & Telecommunications,University of Piraeus,Institute of Informatics & Telecommunications,,,,,,,,,,,,,5.0,0.0
395,A Computational Model of Ostrom's Institutional Analysis and Development Framework (Extended Abstract) *,Research Institute for Artificial Intelligence,Research Institute for Artificial Intelligence,Research Institute for Artificial Intelligence,,,,,,,,,,,,,,,3.0,0.0
396,On the Fairness Impacts of Private Ensembles Models,Syracuse University,University of Virginia,,,,,,,,,,,,,,,,2.0,0.0
397,Analyzing Intentional Behavior in Autonomous Agents under Uncertainty,Graz University of Technology,Yale University,Yale University,New York University,Yale University,Yale University,Yale University,Graz University of Technology,,,,,,,,,,8.0,0.0
398,FedET: A Communication-Efficient Federated Class-Incremental Learning Framework Based on Enhanced Transformer," Ping An Technology (Shenzhen) Co., Ltd., Shenzhen, Chin",Tsinghua University," Ping An Technology (Shenzhen) Co., Ltd., Shenzhen, Chin"," Ping An Technology (Shenzhen) Co., Ltd., Shenzhen, Chin"," Ping An Technology (Shenzhen) Co., Ltd., Shenzhen, Chin",,,,,,,,,,,,,1.0,3.0
399,Mitigating Disparity while Maximizing Reward: Tight Anytime Guarantee for Improving Bandits,Indian Institute of Science Bangalore, Arithmic Lab,Indian Institute of Technology Hyderabad,Indian Institute of Science Bangalore,,,,,,,,,,,,,,3.0,0.0
400,Measuring and Controlling Divisiveness in Rank Aggregation,Toulouse 1 Capitole University,Toulouse 1 Capitole University,Université de Toulouse,University of Manchester,Corvinus University of Budapest,Université de Toulouse,Université de Toulouse,,,,,,,,,,,7.0,0.0
401,New Fairness Concepts for Allocating Indivisible Items,Aarhus University,University of Illinois Urbana-Champaign,Aarhus University,University of Illinois Urbana-Champaign,Goethe University Frankfurt,,,,,,,,,,,,,5.0,0.0
