Unnamed: 0,title,inst1,inst2,inst3,inst4,inst5,inst6,inst7,inst8,inst9,inst10,inst11,inst12,inst13,inst14,inst15,inst16,inst17,inst18,inst19,inst20,num_academia,num_company
397,Self-Supervised Video Representation Learning with Constrained Spatiotemporal Jigsaw,Renmin University of China,Renmin University of China,University of Hong Kong,Renmin University of China,National University of Singapore,Alibaba Group (China),Renmin University of China,University of Surrey,,,,,,,,,,,,,7.0,1.0
398,Learning to Learn Personalized Neural Network for Ventricular Arrhythmias Detection on Intracardiac EGMs,University of Pittsburgh,University of Pittsburgh," Singular Medical Co., Ltd"," Singular Medical Co., Ltd",University of Notre Dame,University of Pittsburgh,,,,,,,,,,,,,,,4.0,0.0
399,Neural Architecture Search of SPD Manifold Networks,ETH Zurich,ETH Zurich,ETH Zurich,ETH Zurich,ETH Zurich,ETH Zurich,KU Leuven,,,,,,,,,,,,,,7.0,0.0
400,Don't Do What Doesn't Matter: Intrinsic Motivation with Action Usefulness,University of Lille," DeepMind, Paris, Franc",University of Lille," Google Research, Brain Team, Paris, Franc",,,,,,,,,,,,,,,,,2.0,0.0
401,Two Influence Maximization Games on Graphs Made Temporal,Technical University of Berlin,Technical University of Berlin,Technical University of Berlin,Technical University of Berlin,Technical University of Berlin,Technical University of Berlin,,,,,,,,,,,,,,,6.0,0.0
402,Picking Sequences and Monotonicity in Weighted Fair Division,University of Michigan–Ann Arbor,Technical University of Berlin,National University of Singapore,,,,,,,,,,,,,,,,,,3.0,0.0
403,Boosting Offline Reinforcement Learning with Residual Generative Modeling," Tencent AI Lab, Shenzhen, Chin"," Tencent AI Lab, Shenzhen, Chin"," Tencent AI Lab, Shenzhen, Chin"," Tencent AI Lab, Shenzhen, Chin"," Tencent AI Lab, Shenzhen, Chin"," Tencent AI Lab, Shenzhen, Chin"," Tencent AI Lab, Shenzhen, Chin",Pennsylvania State University,,,,,,,,,,,,,1.0,1.0
404,MDNN: A Multimodal Deep Neural Network for Predicting Drug-Drug Interaction Events,North South University,North South University,North South University,Alibaba Group (China),Guangzhou University,Zhejiang Lab,,,,,,,,,,,,,,,5.0,1.0
405,Leveraging Human Attention in Novel Object Captioning,"Department of Computer Science and Engineering, University of Minnesot","Department of Computer Science and Engineering, University of Minnesot","Department of Computer Science and Engineering, University of Minnesot",,,,,,,,,,,,,,,,,,3.0,0.0
406,Feature Space Targeted Attacks by Statistic Alignment,University of Science and Technology of China,University of Science and Technology of China,University of Science and Technology of China,University of Science and Technology of China,University of Science and Technology of China,,,,,,,,,,,,,,,,5.0,0.0
407,On Explaining Random Forests with SAT,Université de Toulouse,Toulouse Institute of Computer Science Research,,,,,,,,,,,,,,,,,,,2.0,0.0
408,Robust Regularization with Adversarial Labelling of Perturbed Samples,Beihang University," BDBC and SKLSDE, School of Computer Science and Engineering, Beihang University, Beijing, Chin"," BDBC and SKLSDE, School of Computer Science and Engineering, Beihang University, Beijing, Chin",University of Ottawa,,,,,,,,,,,,,,,,,2.0,0.0
409,Improved Acyclicity Reasoning for Bayesian Network Structure Learning with Constraint Programming,Université de Toulouse,Université de Toulouse,"National Research Institute for Agriculture, Food and Environment",,,,,,,,,,,,,,,,,,2.0,0.0
410,Recent Advances in Adversarial Training for Adversarial Robustness,Nanyang Technological University,Nanyang Technological University,Nanyang Technological University,Nanyang Technological University,Wuhan University,,,,,,,,,,,,,,,,5.0,0.0
411,Improved CP-Based Lagrangian Relaxation Approach with an Application to the TSP,Université Laval,Université Laval,,,,,,,,,,,,,,,,,,,2.0,0.0
412,Rescuing Deep Hashing from Dead Bits Problem,Institute of Information Engineering,University of Chinese Academy of Sciences,Institute of Information Engineering,Institute of Information Engineering,Institute of Information Engineering,University of Chinese Academy of Sciences,Institute of Information Engineering,University of Chinese Academy of Sciences,,,,,,,,,,,,,8.0,0.0
413,The Moodoo Library: Quantitative Metrics to Model How Teachers Make Use of the Classroom Space by Analysing Indoor Positioning Traces (Extended Abstract),Monash University,Escuela Superior Politecnica del Litoral,Monash University,University of Technology Sydney,University of Technology Sydney,University of Technology Sydney,University of Technology Sydney,,,,,,,,,,,,,,6.0,0.0
414,Defining the Semantics of Abstract Argumentation Frameworks through Logic Programs and Partial Stable Models (Extended Abstract) *,University of Calabria,University of Calabria,University of Calabria,University of Calabria,,,,,,,,,,,,,,,,,4.0,0.0
415,Interpretable Compositional Convolutional Neural Networks,Tongji University,Tongji University,Tongji University,Tongji University,Tongji University,Tongji University,Shanghai Jiao Tong University,,,,,,,,,,,,,,7.0,0.0
416,Event-based Action Recognition Using Motion Information and Spiking Neural Networks,Zhejiang University,Zhejiang Lab,Zhejiang University,Zhejiang Lab,Zhejiang University,Zhejiang Lab,Zhejiang University,Zhejiang University,Zhejiang Lab,,,,,,,,,,,,9.0,0.0
417,Finite-Trace and Generalized-Reactivity Specifications in Temporal Synthesis,Sapienza University of Rome,Sapienza University of Rome,Rice University,Rice University,Sapienza University of Rome,,,,,,,,,,,,,,,,5.0,0.0
418,Winner Robustness via Swap-and Shift-Bribery: Parameterized Counting Complexity and Experiments,Technical University of Berlin,Humboldt-Universität zu Berlin,Allegheny General Hospital,Technical University of Berlin,,,,,,,,,,,,,,,,,4.0,0.0
419,BOBCAT: Bilevel Optimization-Based Computerized Adaptive Testing,University of Massachusetts Amherst,University of Massachusetts Amherst,,,,,,,,,,,,,,,,,,,2.0,0.0
420,Contrastive Model Inversion for Data-Free Knowledge Distillation,Zhejiang University,Zhejiang University,Zhejiang University,National University of Singapore,Zhejiang University,Zhejiang University,Zhejiang University,Zhejiang University,,,,,,,,,,,,,8.0,0.0
421,AutoReCon: Neural Architecture Search-based Reconstruction for Data-free Compression,Delft University of Technology,National University of Defense Technology,Delft University of Technology,IBM Research - Austin,Delft University of Technology,Yonsei University,Delft University of Technology,,,,,,,,,,,,,,7.0,0.0
422,Graph Learning based Recommender Systems: A Review,Macquarie University, DeepBlue Academy of Sciences,Tongji University,Macquarie University,University of Science and Technology of China,Macquarie University,Macquarie University,University of Technology Sydney,Free University of Bozen-Bolzano,University of Illinois at Chicago,,,,,,,,,,,9.0,0.0
423,A Unifying Bayesian Formulation of Measures of Interpretability in Human-AI Interaction,Arizona State University,Arizona State University, PSresearc,Arizona State University,,,,,,,,,,,,,,,,,3.0,1.0
424,An Examination of Fairness of AI Models for Deepfake Detection,University of Southern California,University of Southern California,,,,,,,,,,,,,,,,,,,2.0,0.0
425,User-as-Graph: User Modeling with Heterogeneous Graph Pooling for News Recommendation,Tsinghua University,Microsoft Research Asia (China),Tsinghua University,Microsoft Research Asia (China),,,,,,,,,,,,,,,,,2.0,2.0
426,Bounded-Cost Search Using Estimates of Uncertainty,Saarland University,University of New Hampshire,University of New Hampshire,,,,,,,,,,,,,,,,,,3.0,0.0
427,Data-Efficient Reinforcement Learning for Malaria Control,Baidu Inc,,,,,,,,,,,,,,,,,,,,1.0,0.0
428,State-Aware Value Function Approximation with Attention Mechanism for Restless Multi-armed Bandits, Huawei Noah's Ark La, Huawei Noah's Ark La,Chinese University of Hong Kong, Huawei Noah's Ark La, Huawei Noah's Ark La,University College London,,,,,,,,,,,,,,,2.0,0.0
429,An Entanglement-driven Fusion Neural Network for Video Sentiment Analysis,The Open University,Queen Mary University of London,University of Padua,The Open University,The Open University,Beijing Institute of Technology,,,,,,,,,,,,,,,6.0,0.0
430,Non-I.I.D. Multi-Instance Learning for Predicting Instance and Bag Labels using Variational Auto-Encoder,Southeast University,,,,,,,,,,,,,,,,,,,,1.0,0.0
431,Combining Tree Search and Action Prediction for State-of-the-Art Performance in DouDiZhu,Tsinghua University,Tsinghua University, Tencent AI La,Tencent (China), Tencent AI La,Tsinghua University,Tsinghua University, Independent Researche,,,,,,,,,,,,,4.0,1.0
432,Topic Modelling Meets Deep Neural Networks: A Survey,Monash University,Monash University," VinAI Research, Vietna",Monash University,Monash University,Monash University,Monash University,,,,,,,,,,,,,,6.0,0.0
433,Tool-and Domain-Agnostic Parameterization of Style Transfer Effects Leveraging Pretrained Perceptual Metrics,University of Tsukuba,National Institute of Advanced Industrial Science and Technology,National Institute of Advanced Industrial Science and Technology,National Institute of Advanced Industrial Science and Technology,,,,,,,,,,,,,,,,,4.0,0.0
434,Object Detection in Densely Packed Scenes via Semi-Supervised Learning with Dual Consistency,South China University of Technology,Hong Kong Polytechnic University,South China University of Technology, State Key Laboratory of Subtropical Building Scienc,Ministry of Education, Guangdong Provincial Key Lab of Computational Intelligence and Cyberspace Informatio,South China University of Technology,Hong Kong Polytechnic University,Hong Kong Polytechnic University,,,,,,,,,,,,6.0,0.0
435,On Weak Stubborn Sets in Classical Planning,University of Basel,University of Basel,,,,,,,,,,,,,,,,,,,2.0,0.0
436,Online Learning of Action Models for PDDL Planning,University of Brescia,Fondazione Bruno Kessler,University of Brescia,Fondazione Bruno Kessler,University of Brescia,Fondazione Bruno Kessler,,,,,,,,,,,,,,,6.0,0.0
437,Cardinality Queries over DL-Lite Ontologies,Laboratoire Bordelais de Recherche en Informatique,Laboratoire Bordelais de Recherche en Informatique,Département d'Informatique,,,,,,,,,,,,,,,,,,1.0,0.0
438,Cooperation in Threshold Public Projects with Binary Actions *,Harvard University,Shanghai Jiao Tong University,Harvard University,,,,,,,,,,,,,,,,,,3.0,0.0
439,Successor-Invariant First-Order Logic on Classes of Bounded Degree (Extended Abstract),University of Rennes,,,,,,,,,,,,,,,,,,,,1.0,0.0
440,Multi-Agent Reinforcement Learning for Automated Peer-to-Peer Energy Trading in Double-Side Auction Market,Imperial College London,Imperial College London,Imperial College London,Imperial College London,,,,,,,,,,,,,,,,,4.0,0.0
441,TE-ESN: Time Encoding Echo State Network for Prediction Based on Irregularly Sampled Time Series Data,Peking University,Peking University,Peking University,Peking University,Peking University,Peking University,Peking University,Peking University,Peking University,Peking University,Peking University,Peking University,Peking University,Peking University,Peking University,,,,,,15.0,0.0
442,Masked Contrastive Learning for Anomaly Detection,Seoul National University,Seoul National University,Seoul National University,,,,,,,,,,,,,,,,,,3.0,0.0
443,Understanding the Relationship between Interactions and Outcomes in Human-in-the-Loop Machine Learning,The University of Texas at Austin,Carnegie Mellon University,Carnegie Mellon University,The University of Texas at Austin,Carnegie Mellon University,Carnegie Mellon University,Carnegie Mellon University,,,,,,,,,,,,,,7.0,0.0
444,AgeFlow: Conditional Age Progression and Regression with Normalizing Flows,Fudan University,Fudan University,Fudan University,Fudan University,Shanghai Center for Brain Science and Brain-Inspired Technology,,,,,,,,,,,,,,,,5.0,0.0
445,Direct Measure Matching for Crowd Counting,Xi'an Jiaotong University,Xi'an Jiaotong University,Peng Cheng Laboratory,Xi'an Jiaotong University,Xi'an Jiaotong University,Xi'an Jiaotong University,Peng Cheng Laboratory,Xi'an Jiaotong University,,,,,,,,,,,,,8.0,0.0
446,CSGNN: Contrastive Self-Supervised Graph Neural Network for Molecular Interaction Prediction,Huazhong Agricultural University,Huazhong Agricultural University,Huazhong Agricultural University,Huazhong Agricultural University,Huazhong Agricultural University,,,,,,,,,,,,,,,,5.0,0.0
447,Differentially Private Correlation Alignment for Domain Adaptation,Beijing University of Posts and Telecommunications,Beijing University of Posts and Telecommunications,Beijing University of Posts and Telecommunications,Beijing University of Posts and Telecommunications,,,,,,,,,,,,,,,,,4.0,0.0
448,Polynomial-Time in PDDL Input Size: Making the Delete Relaxation Feasible for Lifted Planning,Saarland University,Aalborg University,Saarland University,Czech Technical University in Prague,Saarland University,Saarland University,Saarland University,,,,,,,,,,,,,,7.0,0.0
449,Learning Temporal Plan Preferences from Examples: An Empirical Study,German Research Centre for Artificial Intelligence,Saarland University,Saarland University,,,,,,,,,,,,,,,,,,3.0,0.0
450,Adv-Makeup: A New Imperceptible and Transferable Attack on Face Recognition,Tencent (China),Fudan University,Tencent (China),The University of Texas at Dallas,The University of Texas at Dallas,Tencent (China),Tencent (China),The University of Texas at Dallas,,,,,,,,,,,,,4.0,4.0
451,Adversarial Feature Disentanglement for Long-Term Person Re-identification,Peking University,Peking University,Peking University,Peking University,Peking University,Tsinghua University,,,,,,,,,,,,,,,6.0,0.0
452,Uncertainty-Aware Few-Shot Image Classification,University of Science and Technology of China,Microsoft Research Asia (China),Microsoft Research Asia (China),University of Science and Technology of China,Columbia University,Columbia University,,,,,,,,,,,,,,,4.0,2.0
453,Private Stochastic Non-convex Optimization with Improved Utility Rates,Emory University,Emory University,Emory University,Xidian University,Emory University,,,,,,,,,,,,,,,,5.0,0.0
454,"Cross-Domain Recommendation: Challenges, Progress, and Prospects",University of Antwerp,Macquarie University,University of Antwerp,University of Antwerp,University of Antwerp,Macquarie University,,,,,,,,,,,,,,,6.0,0.0
455,Budget-feasible Maximum Nash Social Welfare is Almost Envy-free,University of Macau,Hong Kong Polytechnic University,Max Planck Institute for Software Systems,,,,,,,,,,,,,,,,,,3.0,0.0
456,MFVFD : A Multi-Agent Q-Learning Approach to Cooperative and Non-Cooperative Tasks,Peking University,Microsoft Research Asia (China),Microsoft Research Asia (China),Peking University,Microsoft Research Asia (China),,,,,,,,,,,,,,,,2.0,3.0
457,Accounting for Confirmation Bias in Crowdsourced Label Aggregation,Purdue University West Lafayette,Purdue University West Lafayette,Purdue University West Lafayette,,,,,,,,,,,,,,,,,,3.0,0.0
458,Traffic Congestion Alleviation over Dynamic Road Networks: Continuous Optimal Route Combination for Trip Query Streams,University of Electronic Science and Technology of China,University of Electronic Science and Technology of China,University of Electronic Science and Technology of China,King Abdullah University of Science and Technology,Shanghai Jiao Tong University,,,,,,,,,,,,,,,,5.0,0.0
459,GraphMI: Extracting Private Graph Data from Graph Neural Networks,University of Science and Technology of China,University of Science and Technology of China,University of Science and Technology of China,University of Science and Technology of China,Alibaba Group (China),University of Tennessee at Knoxville,University of Science and Technology of China,,,,,,,,,,,,,,6.0,1.0
460,A Multi-Constraint Similarity Learning with Adaptive Weighting for Visible-Thermal Person Re-Identification,Xiamen University,Xiamen University,Zhangzhou Normal University,Xiamen University,,,,,,,,,,,,,,,,,4.0,0.0
461,Dynamic Inconsistency-aware DeepFake Video Detection,University of Science and Technology of China,University of Science and Technology of China,University of Science and Technology of China, Kuaishou Technolog, Kuaishou Technolog,University of Science and Technology of China,,,,,,,,,,,,,,,4.0,2.0
462,Causal Learning for Socially Responsible AI,Arizona State University,Arizona State University,Arizona State University,Arizona State University,,,,,,,,,,,,,,,,,4.0,0.0
463,Multi-Channel Pooling Graph Neural Networks,Nanjing University of Aeronautics and Astronautics, https://github.com/kingloon/MultiChannelPoolin,Central South University,Nanjing University of Aeronautics and Astronautics, https://github.com/kingloon/MultiChannelPoolin,Nanjing University of Aeronautics and Astronautics, https://github.com/kingloon/MultiChannelPoolin,,,,,,,,,,,,,,4.0,0.0
464,Mental Models of AI Agents in a Cooperative Game Setting (Extended Abstract) *,Columbia University,IBM Research - Australia,IBM Research - Australia,IBM Research - Australia,IBM Research - Australia,IBM Research - Australia,IBM Research - Thomas J. Watson Research Center,IBM Research - Thomas J. Watson Research Center,IBM Research - Thomas J. Watson Research Center,IBM Research - Australia,IBM Research - Australia,IBM Research - Australia,,,,,,,,,12.0,0.0
465,MFNP: A Meta-optimized Model for Few-shot Next POI Recommendation,Soochow University,Soochow University,University of Electronic Science and Technology of China,Soochow University,Soochow University,Hong Kong University of Science and Technology,,,,,,,,,,,,,,,6.0,0.0
466,Multi-version Tensor Completion for Time-delayed Spatio-temporal Data,Cancer Genomics Centre,University of Minnesota,Cancer Genomics Centre,Cancer Genomics Centre,University of Virginia,University of Illinois Urbana-Champaign,,,,,,,,,,,,,,,6.0,0.0
467,Budget-Constrained Coalition Strategies with Discounting,King's College Hospital,King's College Hospital,King's College Hospital,,,,,,,,,,,,,,,,,,3.0,0.0
468,Distance Polymatrix Coordination Games,Gran Sasso Science Institute,University of L'Aquila,Gran Sasso Science Institute,Gran Sasso Science Institute,Gran Sasso Science Institute,,,,,,,,,,,,,,,,5.0,0.0
469,Temporal Induced Self-Play for Stochastic Bayesian Games,Shanghai Jiao Tong University, Shanghai Qi Zhi Institut, Shanghai Qi Zhi Institut,Tsinghua University,Carnegie Mellon University,,,,,,,,,,,,,,,,4.0,0.0
470,Abductive Knowledge Induction From Raw Data,Imperial College London,Imperial College London,,,,,,,,,,,,,,,,,,,2.0,0.0
471,Item Response Ranking for Cognitive Diagnosis,University of Science and Technology of China,University of Science and Technology of China,University of Science and Technology of China,University of Science and Technology of China,University of Science and Technology of China,"University of California, Berkeley","University of California, Berkeley",,,,,,,,,,,,,,7.0,0.0
472,Putting a Compass on the Map of Elections,Technical University of Berlin,Humboldt-Universität zu Berlin,Allegheny General Hospital,Technical University of Berlin,Jagiellonian University,,,,,,,,,,,,,,,,5.0,0.0
473,Hierarchical Graph Traversal for Aggregate k Nearest Neighbors Search in Road Networks (Extended Abstract) *,National University of Singapore,Monash University,Monash University,University of Konstanz,,,,,,,,,,,,,,,,,4.0,0.0
474,Controlling Fairness and Bias in Dynamic Learning-to-Rank (Extended Abstract) *,Technical University of Berlin,Cornell University,Cornell University,Cornell University,,,,,,,,,,,,,,,,,4.0,0.0
475,Regularizing Variational Autoencoder with Diversity and Uncertainty Awareness,University of Science and Technology of China, Baidu Talent Intelligence Cente, Baidu Talent Intelligence Cente,University of Science and Technology of China, Baidu Talent Intelligence Cente, Baidu Talent Intelligence Cente,University of Science and Technology of China,"Rutgers, The State University of New Jersey",,,,,,,,,,,,,4.0,0.0
476,Sequential 3D Human Pose Estimation Using Adaptive Point Cloud Sampling Strategy,Institute of Computing Technology,University of Chinese Academy of Sciences,Institute of Computing Technology,University of Chinese Academy of Sciences,Institute of Software,Institute of Computing Technology,University of Chinese Academy of Sciences,,,,,,,,,,,,,,7.0,0.0
477,Efficiently Explaining CSPs with Unsatisfiable Subset Optimization,Vrije Universiteit Brussel,Vrije Universiteit Brussel,Vrije Universiteit Brussel,KU Leuven,,,,,,,,,,,,,,,,,4.0,0.0
478,Building Affordance Relations for Robotic Agents -A Review,University of Edinburgh,University of Edinburgh,University of Edinburgh,University of Edinburgh,University of Edinburgh,,,,,,,,,,,,,,,,5.0,0.0
479,Provable Guarantees on the Robustness of Decision Rules to Causal Interventions *,University of Oxford,University of Oxford,University of Oxford,,,,,,,,,,,,,,,,,,3.0,0.0
480,DA-GCN: A Domain-aware Attentive Graph Convolution Network for Shared-account Cross-domain Sequential Recommendation,Shandong Normal University,Shandong Normal University,University of Queensland,Shandong Normal University,Griffith University,University of Queensland,,,,,,,,,,,,,,,6.0,0.0
481,Reinforcement Learning for Route Optimization with Robustness Guarantees,"NEC Laboratories Europe GmbH, Kurfürsten-Anlage 36, 69115 Heidelberg, German","NEC Laboratories Europe GmbH, Kurfürsten-Anlage 36, 69115 Heidelberg, German","NEC Laboratories Europe GmbH, Kurfürsten-Anlage 36, 69115 Heidelberg, German",,,,,,,,,,,,,,,,,,3.0,0.0
482,Chop Chop BERT: Visual Question Answering by Chopping VisualBERT's Heads,Northwestern Polytechnical University,Northwestern Polytechnical University," National Engineering Laboratory for Integrated Aero-Space-Ground-Ocean Big Data Application Technology, Chin",Northwestern Polytechnical University,Northwestern Polytechnical University," National Engineering Laboratory for Integrated Aero-Space-Ground-Ocean Big Data Application Technology, Chin",University of Adelaide,,,,,,,,,,,,,,4.0,0.0
483,Boundary Knowledge Translation based Reference Semantic Segmentation,Zhejiang University,Zhejiang University,National University of Singapore,Zhejiang University,Zhejiang University of Technology,Zhejiang University,,,,,,,,,,,,,,,6.0,0.0
484,Collaborative Graph Learning with Auxiliary Text for Temporal Event Prediction in Healthcare,Stevens Institute of Technology,Virginia Tech,IBM Research - China,Stevens Institute of Technology,Stevens Institute of Technology,,,,,,,,,,,,,,,,5.0,0.0
485,Multi-series Time-aware Sequence Partitioning for Disease Progression Modeling,North Carolina State University,North Carolina State University,North Carolina State University,,,,,,,,,,,,,,,,,,3.0,0.0
486,Decision Making with Differential Privacy under a Fairness Lens,Syracuse University,Syracuse University,Georgia Institute of Technology,Nanjing University of Science and Technology,,,,,,,,,,,,,,,,,4.0,0.0
487,DACBench: A Benchmark Library for Dynamic Algorithm Configuration,Leibniz University Hannover,University of Freiburg,Leibniz University Hannover,University of Freiburg,University of Freiburg,Stellenbosch University,Leibniz University Hannover,,,,,,,,,,,,,,7.0,0.0
488,Spatial-Temporal Sequential Hypergraph Network for Crime Prediction with Dynamic Multiplex Relation Learning,China University of Technology,University of Hong Kong,China University of Technology," Communication and Computer Network Laboratory of Guangdong, Chin",Peng Cheng Laboratory," JD Finance America Corporation, US"," JD Finance America Corporation, US",China University of Technology,China University of Technology,,,,,,,,,,,,5.0,2.0
489,You Get What You Sow: High Fidelity Image Synthesis with a Single Pretrained Network," Inspur Electronic Information Industry Co.,Ltd",AviChina Industry & Technology (China)," Inspur Electronic Information Industry Co.,Ltd",AviChina Industry & Technology (China)," Inspur Electronic Information Industry Co.,Ltd",AviChina Industry & Technology (China),China University of Mining and Technology," Inspur Electronic Information Industry Co.,Ltd",AviChina Industry & Technology (China),,,,,,,,,,,,1.0,0.0
490,Qualitative Spatial and Temporal Reasoning: Current Status and Future Challenges,University of Bamberg,University of Bamberg,,,,,,,,,,,,,,,,,,,2.0,0.0
491,Time Series Data Augmentation for Deep Learning: A Survey,Alibaba Group (United States),Alibaba Group (United States),Alibaba Group (China),Alibaba Group (United States),Twitter (United States),Alibaba Group (United States),Alibaba Group (China),,,,,,,,,,,,,,0.0,7.0
492,BAMBOO : A Multi-instance Multi-label Approach Towards VDI User Logon Behavior Modeling, VMware Information Technology (China) Ltd, VMware Information Technology (China) Ltd,Southeast University, VMware Information Technology (China) Ltd, VMware Information Technology (China) Ltd,Southeast University," Key Laboratory of Computer Network and Information Integration (Southeast University), Ministry of Education, Chin",,,,,,,,,,,,,,2.0,0.0
493,Method of Moments for Topic Models with Mixed Discrete and Continuous Features," Data Assessment Solutions GmbH, Hannove"," DLR Institute of Data Science, Jen",Bielefeld University,,,,,,,,,,,,,,,,,,6.0,1.0
494,Bias Silhouette Analysis: Towards Assessing the Quality of Bias Metrics for Word Embedding Models,Paderborn University,Paderborn University,,,,,,,,,,,,,,,,,,,2.0,0.0
495,An Axiom System for Feedback Centralities,University of Warsaw,University of Warsaw,,,,,,,,,,,,,,,,,,,2.0,0.0
496,Correlation-Guided Representation for Multi-Label Text Classification,University of Chinese Academy of Sciences,Beijing University of Posts and Telecommunications,University of Chinese Academy of Sciences,Beijing University of Posts and Telecommunications,University of Chinese Academy of Sciences,Southeast University," Key Laboratory of Computer Network and Information Integration (Southeast University), Ministry of Education, Chin",,,,,,,,,,,,,,6.0,0.0
497,Non-decreasing Quantile Function Network with Efficient Exploration for Distributional Reinforcement Learning,Shanghai University of Finance and Economics,Shanghai University of Finance and Economics,Shanghai University of Finance and Economics,Shanghai University of Finance and Economics,,,,,,,,,,,,,,,,,4.0,0.0
498,On the Convergence of Stochastic Compositional Gradient Descent Ascent Method,Temple University,Purdue University West Lafayette," JD Finance America Corporation, Mountain View, CA, US",Temple University,,,,,,,,,,,,,,,,,3.0,0.0
499,Tracklet Proposal Network for Multi-Object Tracking on Point Clouds,Xiamen University,Xiamen University,Xiamen University,Louisiana State University,Xiamen University,Xiamen University,,,,,,,,,,,,,,,6.0,0.0
500,Multimodal Transformer Network for Pedestrian Trajectory Prediction,Xi'an Jiaotong University,Xi'an Jiaotong University,The National Databank for Rheumatic Diseases,Xi'an Jiaotong University,,,,,,,,,,,,,,,,,3.0,0.0
501,Solving Partially Observable Stochastic Shortest-Path Games,Technical University of Munich,Technical University of Munich,Technical University of Munich,Technical University of Munich,Institute of Science and Technology Austria,,,,,,,,,,,,,,,,5.0,0.0
502,Stochastic Probing with Increasing Precision,Goethe University Frankfurt,University of Cologne,University of Bremen,,,,,,,,,,,,,,,,,,3.0,0.0
503,Fractional Matchings under Preferences: Stability and Optimality,TU Wien,TU Wien,TU Wien,,,,,,,,,,,,,,,,,,3.0,0.0
504,Combining Fairness and Optimality when Selecting and Allocating Projects,University of Technology of Compiègne,CentraleSupélec,University of Paris-Saclay,CentraleSupélec,University of Paris-Saclay,,,,,,,,,,,,,,,,5.0,0.0
505,Towards Robust Model Reuse in the Presence of Latent Domains,Nanjing University," Hikvision Research Institute, Hangzhou, Chin",Nanjing University," Hikvision Research Institute, Hangzhou, Chin",,,,,,,,,,,,,,,,,2.0,2.0
506,Positive-Unlabeled Learning from Imbalanced Data,University of Queensland,University of Queensland,University of Queensland,RIKEN Center for Advanced Intelligence Project,,,,,,,,,,,,,,,,,4.0,0.0
507,"Perturb, Predict & Paraphrase: Semi-Supervised Learning using Noisy Student for Image Captioning",Indian Institute of Technology Bombay,Indian Institute of Technology Bombay,Indian Institute of Technology Bombay,Verisk Analytics (United States),Verisk Analytics (United States),,,,,,,,,,,,,,,,3.0,2.0
508,IMENet: Joint 3D Semantic Scene Completion and 2D Semantic Segmentation through Iterative Mutual Enhancement,"Chinese University of Hong Kong, Shenzhen",Centre for Artificial Intelligence and Robotics,"Chinese University of Hong Kong, Shenzhen","Chinese University of Hong Kong, Shenzhen",Centre for Artificial Intelligence and Robotics,,,,,,,,,,,,,,,,5.0,0.0
509,Learning CNF Theories Using MDL and Predicate Invention,KU Leuven,KU Leuven,KU Leuven,KU Leuven,Örebro University,,,,,,,,,,,,,,,,5.0,0.0
510,Solving Large-Scale Extensive-Form Network Security Games via Neural Fictitious Self-Play,Nanyang Technological University,Nanyang Technological University,Dartmouth College,Nanyang Technological University,Nanyang Technological University,Nanyang Technological University,,,,,,,,,,,,,,,6.0,0.0
511,CFR-MIX: Solving Imperfect Information Extensive-Form Games with Combinatorial Action Space,Nanyang Technological University,Nanyang Technological University,Dartmouth College,Nanyang Technological University,Nanyang Technological University,,,,,,,,,,,,,,,,5.0,0.0
512,Hierarchical Object-oriented Spatio-Temporal Reasoning for Video Question Answering,Deakin University,Deakin University,Deakin University,Deakin University,,,,,,,,,,,,,,,,,4.0,0.0
513,TEC: A Time Evolving Contextual Graph Model for Speaker State Analysis in Political Debates, Manipal Institute of Technolog, Manipal Institute of Technolog, Manipal Institute of Technolog, Manipal Institute of Technolog, Manipal Institute of Technolog,,,,,,,,,,,,,,,,4.0,0.0
514,A Rule Mining-Based Advanced Persistent Threats Detection System,University of Edinburgh,New York University,King's College London,University of Manchester,University of Edinburgh,The Alan Turing Institute,University of Quebec at Montreal,,,,,,,,,,,,,,7.0,0.0
515,Toward Optimal Solution for the Context-Attentive Bandit Problem,IBM Research - Thomas J. Watson Research Center, Orange Lab,IBM Research - Thomas J. Watson Research Center,Université de Montréal,IBM Research - Thomas J. Watson Research Center,,,,,,,,,,,,,,,,2.0,3.0
516,"Characteristic Examples: High-Robustness, Low-Transferability Fingerprinting of Neural Networks",Northeastern University, Equal Contributio,Boston University,IBM Research - China, Equal Contributio,Northeastern University,Northeastern University,,,,,,,,,,,,,,5.0,0.0
517,Learning Spectral Dictionary for Local Representation of Mesh,Shanghai Jiao Tong University,Shanghai Jiao Tong University,Shanghai Jiao Tong University,Shanghai Jiao Tong University,,,,,,,,,,,,,,,,,4.0,0.0
518,Objective-aware Traffic Simulation via Inverse Reinforcement Learning,Shanghai Jiao Tong University,Pennsylvania State University,Washington University in St. Louis," Shanghai Tianrang Intelligent Technology Co., Lt",Pennsylvania State University,,,,,,,,,,,,,,,,4.0,0.0
519,Learning 3-D Human Pose Estimation from Catadioptric Videos,Peking University,Peking University,Peking University,Peking University,Peking University,Peking University,,,,,,,,,,,,,,,6.0,0.0
520,Interpretable Minority Synthesis for Imbalanced Classification,University of Louisiana at Lafayette,University of Louisiana at Lafayette,University of Louisiana at Lafayette,University of Louisiana at Lafayette,University of Louisiana at Lafayette,,,,,,,,,,,,,,,,5.0,0.0
