Unnamed: 0,title,inst1,inst2,inst3,inst4,inst5,inst6,inst7,inst8,inst9,inst10,inst11,inst12,inst13,inst14,inst15,inst16,inst17,num_academia,num_company
349,Contrastive Multi-view Hyperbolic Hierarchical Clustering,University of Electronic Science and Technology of China," Tencent Security Big Data Lab, Tencent Inc., Chin"," Tencent Security Big Data Lab, Tencent Inc., Chin"," Tencent Security Big Data Lab, Tencent Inc., Chin",University of Electronic Science and Technology of China,University of Electronic Science and Technology of China,Harbin Institute of Technology,Peng Cheng Laboratory,,,,,,,,,,5.0,0.0
350,Learning General Gaussian Mixture Model with Integral Cosine Similarity,Shenzhen University,Shenzhen University," Shenzhen Institute of Artificial Intelligence and Robotics for Society, Shenzhen 518129, Chin",Shenzhen University," Shenzhen Institute of Artificial Intelligence and Robotics for Society, Shenzhen 518129, Chin",Shenzhen University," Shenzhen Institute of Artificial Intelligence and Robotics for Society, Shenzhen 518129, Chin",Shenzhen University," Shenzhen Institute of Artificial Intelligence and Robotics for Society, Shenzhen 518129, Chin",,,,,,,,,5.0,0.0
351,High-resource Language-specific Training for Multilingual Neural Machine Translation,Beihang University,Microsoft Research (United Kingdom),Microsoft Research (United Kingdom),Microsoft Research (United Kingdom),Beihang University,Microsoft Research (United Kingdom),Microsoft Research (India),,,,,,,,,,,2.0,5.0
352,Can Buyers Reveal for a Better Deal?,Harvard University,Harvard University,Harvard University,,,,,,,,,,,,,,,3.0,0.0
353,PLURALITYVETO: A Simple Voting Rule Achieving Optimal Metric Distortion,University of Southern California,University of Southern California,University of Southern California,,,,,,,,,,,,,,,3.0,0.0
354,Learning Implicit Body Representations from Double Diffusion Based Neural Radiance Fields,Zhejiang University,Zhejiang University, NetEase Fuxi AI La, NetEase Fuxi AI La,Zhejiang University,University of Technology Sydney,,,,,,,,,,,,4.0,0.0
355,Detecting and Understanding Harmful Memes: A Survey," Wipro AI Labs, Indi",Qatar Computing Research Institute,Sofia University,University of Padua,Meta (United States),Meta (United States),Sapienza University of Rome,Mohamed bin Zayed University of Artificial Intelligence,,,,,,,,,,4.0,2.0
356,On the First-Order Rewritability of Ontology-Mediated Queries in Linear Temporal Logic (Extended Abstract) *,Free University of Bozen-Bolzano,"Birkbeck, University of London",TU Dresden,"Birkbeck, University of London",University of Liverpool,"Birkbeck, University of London",,,,,,,,,,,,6.0,0.0
357,Rethinking the Promotion Brought by Contrastive Learning to Semi-Supervised Node Classification," Pattern Recognition Center, WeChat AI, Tencent Inc., Chin"," Pattern Recognition Center, WeChat AI, Tencent Inc., Chin",Peking University,Peking University,Tsinghua University," Pattern Recognition Center, WeChat AI, Tencent Inc., Chin",Peking University,,,,,,,,,,,4.0,0.0
358,Considering Constraint Monotonicity and Foundedness in Answer Set Programming,Institute of Software,Medical University of Vienna,TU Wien,,,,,,,,,,,,,,,3.0,0.0
359,Learning Mixture of Neural Temporal Point Processes for Multi-dimensional Event Sequence Clustering,Shanghai Jiao Tong University,Shanghai Jiao Tong University,University of Antwerp,University of Antwerp,Shanghai Jiao Tong University,,,,,,,,,,,,,5.0,0.0
360,Cumulative Stay-time Representation for Electronic Health Records in Medical Event Time Prediction *,Fujita Health University,Fujita Health University,Fujita Health University,Fujita Health University,Fujita Health University,Fujita Health University,Fujita Health University,,,,,,,,,,,7.0,0.0
361,DANet: Image Deraining via Dynamic Association Learning,Wuhan University,Wuhan University,Wuhan University,Wuhan University,Harbin Institute of Technology,Wuhan University,National Tsing Hua University,,,,,,,,,,,7.0,0.0
362,MNet: Rethinking 2D/3D Networks for Anisotropic Medical Image Segmentation,Southeast University,Southeast University,Southeast University,Southeast University, Jiangsu Provincial Joint International Research Laboratory of Medical Information Processin,Korea Advanced Institute of Science and Technology,Southeast University, Jiangsu Provincial Joint International Research Laboratory of Medical Information Processin,Korea Advanced Institute of Science and Technology, Jiangsu Provincial Joint International Research Laboratory of Medical Information Processin,Korea Advanced Institute of Science and Technology,Southeast University, Jiangsu Provincial Joint International Research Laboratory of Medical Information Processin,Korea Advanced Institute of Science and Technology,Western University,,,8.0,0.0
363,HEA-D: A Hybrid Evolutionary Algorithm for Diversified Top-k Weight Clique Search Problem,Northeast Normal University,University of Picardie Jules Verne,Northeast Normal University,Northeast Normal University,Northeast Normal University,Northeast Normal University,North West Agriculture and Forestry University,,,,,,,,,,,7.0,0.0
364,Relational Abstractions for Generalized Reinforcement Learning on Symbolic Problems,Arizona State University,Arizona State University,,,,,,,,,,,,,,,,2.0,0.0
365,RoboGNN: Robustifying Node Classification under Link Perturbation,Case Western Reserve University,Case Western Reserve University,Case Western Reserve University,,,,,,,,,,,,,,,3.0,0.0
366,Non-Euclidean Self-Organizing Maps,Institute of Informatics,Institute of Informatics,,,,,,,,,,,,,,,,2.0,0.0
367,When Votes Change and Committees Should (Not),Clausthal University of Technology,Humboldt-Universität zu Berlin,Technical University of Berlin,Technical University of Berlin,AGH University of Science and Technology,,,,,,,,,,,,,5.0,0.0
368,The Complexity of Envy-Free Graph Cutting,Royal Holloway University of London,Royal Holloway University of London,TU Wien,TU Wien,University of Leeds,,,,,,,,,,,,,5.0,0.0
369,"Measuring the Occupational Impact of AI: Tasks, Cognitive Abilities and AI Benchmarks (Extended Abstract) *",European Commission,European Commission,European Commission,Universitat Politècnica de València,European Commission,Universitat Politècnica de València, Leverhulme Centre for the Future of Intelligenc,European Commission,,,,,,,,,,7.0,0.0
370,Transformer-Based Objective-Reinforced Generative Adversarial Network to Generate Desired Molecules,Kyushu Institute of Technology,Kyushu Institute of Technology,Kyushu Institute of Technology,Kyushu Institute of Technology,,,,,,,,,,,,,,4.0,0.0
371,A Survey on Dialogue Summarization: Recent Advances and New Frontiers,Harbin Institute of Technology,Harbin Institute of Technology,Harbin Institute of Technology,,,,,,,,,,,,,,,3.0,0.0
372,Neural Re-ranking in Multi-stage Recommender Systems: A Review, Huawei Noah's Ark La,Shanghai Jiao Tong University,Shanghai Jiao Tong University,Institute of Computing Technology, Huawei Noah's Ark La,Shanghai Jiao Tong University,Tsinghua University, Huawei Noah's Ark La,,,,,,,,,,5.0,0.0
373,SatFormer: Saliency-Guided Abnormality-Aware Transformer for Retinal Disease Classification in Fundus Image,Zhejiang University,Zhejiang University,Zhejiang University,Zhejiang University,Zhejiang University,Zhejiang University,Zhejiang University,,,,,,,,,,,7.0,0.0
374,Computing Concept Referring Expressions for Queries on Horn ALC Ontologies,University of Ulm,University of Ulm,,,,,,,,,,,,,,,,2.0,0.0
375,Simulating Sets in Answer Set Programming,TU Dresden,TU Dresden,TU Dresden,,,,,,,,,,,,,,,3.0,0.0
376,Empirical Bayesian Approaches for Robust Constraint-based Causal Discovery under Insufficient Data,Rensselaer Polytechnic Institute,Rensselaer Polytechnic Institute,Northeast Normal University,Rensselaer Polytechnic Institute,,,,,,,,,,,,,,4.0,0.0
377,Neural Network Pruning by Cooperative Coevolution,Nanjing University,Nanjing University,Southern University of Science and Technology,Nanjing University,,,,,,,,,,,,,,4.0,0.0
378,Doubly Sparse Asynchronous Learning for Stochastic Composite Optimization,University of Pittsburgh,University of Pittsburgh,University of Pittsburgh,University of Pittsburgh,,,,,,,,,,,,,,4.0,0.0
379,Meta-Learning Based Knowledge Extrapolation for Knowledge Graphs in the Federated Setting,Zhejiang University,Zhejiang University,Zhejiang University,Zhejiang University,Huawei Technologies (France),Zhejiang University,Zhejiang University,Zhejiang University,,,,,,,,,,7.0,1.0
380,"Irrational, but Adaptive and Goal Oriented: Humans Interacting with Autonomous Agents",Ariel University,,,,,,,,,,,,,,,,,1.0,0.0
381,Learning Realistic Patterns from Visually Unrealistic Stimuli: Generalization and Data Anonymization (Extended Abstract) *,University of Oslo,University of Oslo,University of Oslo,University of Oslo,University of Oslo,National University of Singapore,Oslo University Hospital,University of Oslo,University of Oslo,Norwegian University of Science and Technology,Norwegian University of Science and Technology,,,,,,,11.0,0.0
382,AggPose: Deep Aggregation Vision Transformer for Infant Pose Estimation, Shenzhen Automatic Rehabilitation Laborator,New York University, Shenzhen Automatic Rehabilitation Laborator,Jinan University, Shenzhen Automatic Rehabilitation Laborator,Jinan University, Shenzhen Automatic Rehabilitation Laborator,Shenzhen Children's Hospital, Shenzhen Automatic Rehabilitation Laborator,Shenzhen Children's Hospital,New York University,Shenzhen Children's Hospital, Shenzhen Automatic Rehabilitation Laborator,Shenzhen Children's Hospital,,,,8.0,0.0
383,AgriBERT: Knowledge-Infused Agricultural Language Models for Matching Food and Nutrition,University of Georgia,University of Georgia,University of Georgia,University of Georgia,Shanxi Normal University,University of Georgia,University of Georgia,University of Georgia,,,,,,,,,,8.0,0.0
384,Private Stochastic Convex Optimization and Sparse Learning with Heavy-tailed Data Revisited,Shandong University of Science and Technology," CEMSE, KAUS",Shandong University of Science and Technology," CEMSE, KAUS",,,,,,,,,,,,,,4.0,0.0
385,MEIM: Multi-partition Embedding Interaction Beyond Block Term Format for Efficient and Expressive Link Prediction,National Institute of Informatics,National Institute of Informatics,"The Graduate University for Advanced Studies, SOKENDAI",,,,,,,,,,,,,,,3.0,0.0
386,Adapt to Adaptation: Learning Personalization for Cross-Silo Federated Learning *,University of Pittsburgh,University of Pittsburgh,University of Pittsburgh,University of Pittsburgh,University of Pittsburgh,,,,,,,,,,,,,5.0,0.0
387,Self-Guided Hard Negative Generation for Unsupervised Person Re-Identification,Institute of Automation,University of Chinese Academy of Sciences,"University of California, Davis","University of California, Davis","University of California, Davis","University of California, Davis",Institute of Automation,"University of California, Davis",University of Chinese Academy of Sciences,Centre for Artificial Intelligence and Robotics,,,,,,,,10.0,0.0
388,Deciphering Environmental Air Pollution with Large Scale City Data,Stony Brook University,University of Toronto, Zendrive Inc,,,,,,,,,,,,,,,2.0,0.0
389,TiRGN: Time-Guided Recurrent Graph Network with Local-Global Historical Patterns for Temporal Knowledge Graph Reasoning,East China Normal University,East China Normal University,East China Normal University,,,,,,,,,,,,,,,3.0,0.0
390,Robust Interpretable Text Classification against Spurious Correlations Using AND-rules with Negation,University of Agder,University of Agder,University of Agder,University of Agder,,,,,,,,,,,,,,4.0,0.0
391,BiFSMN: Binary Neural Network for Keyword Spotting,Beihang University, Bytedance AI La,Beihang University,Beihang University, Bytedance AI La, Bytedance AI La, Bytedance AI La, Bytedance AI La,Beihang University,Beihang University,,,,,,,,5.0,0.0
392,CARD: Semi-supervised Semantic Segmentation via Class-agnostic Relation based Denoising,Xi’an Jiaotong-Liverpool University,University of Liverpool, Dinnar Automation Technolog,Xi’an Jiaotong-Liverpool University,Xi’an Jiaotong-Liverpool University,University of Liverpool,Xi’an Jiaotong-Liverpool University,,,,,,,,,,,6.0,0.0
393,Learning Prototype via Placeholder for Zero-shot Recognition,Beihang University,Beihang University,Beijing University of Posts and Telecommunications,Beihang University,Beihang University,Beihang University,,,,,,,,,,,,6.0,0.0
394,AutoVideo: An Automated Video Action Recognition System,Rice University,Texas A&M University,Texas A&M University,Texas A&M University,Texas A&M University,ShanghaiTech University,Rice University,Texas A&M University,Texas A&M University,Rice University,Texas A&M University,Rice University,,,,,,12.0,0.0
395,Learning Label Initialization for Time-Dependent Harmonic Extension,Université de Caen Normandie,,,,,,,,,,,,,,,,,1.0,0.0
396,Not a Number: Identifying Instance Features for Capability-Oriented Evaluation,University of Cambridge,University of Cambridge,University of Cambridge,University of Cambridge,University of Cambridge,University of Cambridge,University of Cambridge,University of Cambridge,Universitat Politècnica de València,,,,,,,,,9.0,0.0
397,A Survey on Neural Open Information Extraction: Current Status and Future Directions,Nanyang Technological University,Nanyang Technological University,Alibaba Group (China),Nanyang Technological University,Nanyang Technological University,Alibaba Group (China),Alibaba Group (China),,,,,,,,,,,4.0,3.0
