Unnamed: 0,title,inst1,inst2,inst3,inst4,inst5,inst6,inst7,inst8,inst9,inst10,inst11,inst12,num_academia,num_company
343,An Efficient Higher-Order Consistency Algorithm for Table Constraints *,University of Western Macedonia,University of Western Macedonia,,,,,,,,,,,2.0,0.0
344,The Complexity of Planning Revisited -A Parameterized Analysis,Linköping University,University of Vienna,Linköping University,University of Vienna,University of Vienna,,,,,,,,5.0,0.0
345,Decision Support for Agent Populations in Uncertain and Congested Environments,Singapore Management University,Singapore Management University,Carnegie Mellon University,Singapore Management University,,,,,,,,,4.0,0.0
346,Generating Coherent Summaries with Textual Aspects,Hong Kong Polytechnic University,Hong Kong Polytechnic University,Hong Kong Polytechnic University,,,,,,,,,,3.0,0.0
347,Using First-Order Logic to Compress Sentences,State Key Laboratory of Intelligent Technology and Systems,Tsinghua National Laboratory for Information Science and Technology,Tsinghua University,,,,,,,,,,4.0,0.0
348,Partial-Expansion A* with Selective Node Generation,Ben-Gurion University of the Negev,Ben-Gurion University of the Negev,Ben-Gurion University of the Negev,Ben-Gurion University of the Negev,Ben-Gurion University of the Negev,University of Denver,University of Alberta,University of Alberta,,,,,8.0,0.0
349,A Bregman Divergence Optimization Framework for Ranking on Data Manifold and Its New Extensions,Zhejiang University,Zhejiang University,Zhejiang University,Zhejiang University,,,,,,,,,4.0,0.0
350,Identifying Adverse Drug Events by Relational Learning,University of Wisconsin–Madison,Institute for Systems and Computer Engineering of Porto,Wake Forest University,University of Wisconsin–Madison,Marshfield Clinic,,,,,,,,5.0,0.0
351,Colorization by Matrix Completion,Zhejiang University,Zhejiang University,,,,,,,,,,,2.0,0.0
352,Using Expectations to Drive Cognitive Behavior,Carnegie Mellon University,Carnegie Mellon University,Carnegie Mellon University,Carnegie Mellon University,,,,,,,,,4.0,0.0
353,Belief Functions on Distributive Lattices *,Renmin University of China,,,,,,,,,,,,1.0,0.0
354,Functional Interactions between Memory and Recognition Judgments,University of Michigan–Ann Arbor,University of Michigan–Ann Arbor,University of Michigan–Ann Arbor,,,,,,,,,,3.0,0.0
355,Opportunities and Challenges for Constraint Programming *,University College Cork,,,,,,,,,,,,1.0,0.0
356,Collective Nominal Semantic Role Labeling for Tweets,Harbin Institute of Technology,Microsoft Research Asia (China),Shanghai Jiao Tong University,Shandong University,Microsoft Research Asia (China),Microsoft Research Asia (China),,,,,,,3.0,3.0
357,"Iterative Resource Allocation for Memory Intensive Parallel Search Algorithms on Clouds, Grids, and Shared Clusters",The University of Tokyo,Tokyo Institute of Technology,IBM Research - Ireland,,,,,,,,,,3.0,0.0
358,A Sequential Decision Approach to Ordinal Preferences in Recommender Systems,Curtin University,Deakin University,Deakin University,,,,,,,,,,3.0,0.0
359,A Well-Founded Semantics for Basic Logic Programs with Arbitrary Abstract Constraint Atoms,Guizhou University,Hong Kong University of Science and Technology,Guizhou Academy of Sciences,Guizhou Academy of Sciences,University of Alberta,,,,,,,,5.0,0.0
360,Manifold Warping: Manifold Alignment Over Time,University of Massachusetts Amherst,University of Massachusetts Amherst,University of Massachusetts Amherst,,,,,,,,,,3.0,0.0
361,Teaching Machines to Learn by Metaphors,Technion – Israel Institute of Technology,Technion – Israel Institute of Technology,,,,,,,,,,,2.0,0.0
362,A Grounded Cognitive Model for Metaphor Acquisition,Indian Institute of Technology Kanpur,Indian Institute of Technology Kanpur,,,,,,,,,,,2.0,0.0
363,MOMDPs: A Solution for Modelling Adaptive Management Problems,CSIRO Ecosystem Science,University of Alaska Fairbanks,University of Lorraine,,,,,,,,,,6.0,0.0
364,Towards a Cognitive System that Can Recognize Spatial Regions Based on Context,University of Birmingham,Palo Alto Research Center,"California State University, Monterey Bay",University of Birmingham,Trinity College Dublin,,,,,,,,5.0,0.0
365,Query-Oriented Multi-Document Summarization via Unsupervised Deep Learning,Hong Kong Polytechnic University,Hong Kong Polytechnic University,Hong Kong Polytechnic University,,,,,,,,,,3.0,0.0
366,Optimizing Payments in Dominant-Strategy Mechanisms for Multi-Parameter Domains,University of Waterloo,University of Southampton,University of Southampton,University of Southampton,,,,,,,,,4.0,0.0
367,Multi-Label Learning by Exploiting Label Correlations Locally *,Nanjing University,Nanjing University,,,,,,,,,,,2.0,0.0
368,Semi-Relaxed Plan Heuristics,Inria Nancy - Grand-Est research centre,Saarland University,Australian National University,,,,,,,,,,3.0,0.0
369,Querying Linked Ontological Data Through Distributed Summarization *,IBM Research - Thomas J. Watson Research Center,Carnegie Mellon University,University of Aberdeen,,,,,,,,,,3.0,0.0
370,PROTECT: An Application of Computational Game Theory for the Security of the Ports of the United States,University of Southern California,United States Coast Guard,,,,,,,,,,,2.0,0.0
371,Towards Discovering What Patterns Trigger What Labels *,Nanjing University,Nanjing University,Nanjing University,Nanjing University,,,,,,,,,4.0,0.0
372,Action Selection for MDPs: Anytime AO* Versus UCT,Simón Bolívar University,Institució Catalana de Recerca i Estudis Avançats,,,,,,,,,,,2.0,0.0
373,Relative Attributes for Enhanced Human-Machine Communication,Toyota Technological Institute at Chicago,The University of Texas System,Indraprastha Institute of Information Technology Delhi,The University of Texas System,,,,,,,,,4.0,0.0
374,Generating Pictorial Storylines via Minimum-Weight Connected Dominating Set Approximation in Multi-View Graphs,University of Miami,Florida International University,University of Miami,,,,,,,,,,3.0,0.0
375,Choosing Linguistics over Vision to Describe Images,"International Institute of Information Technology, Hyderabad","International Institute of Information Technology, Hyderabad","International Institute of Information Technology, Hyderabad",,,,,,,,,,3.0,0.0
376,Competing with Humans at Fantasy Football: Team Formation in Large Partially-Observable Domains,University of Southampton,University of Southampton,Technical University of Crete,,,,,,,,,,3.0,0.0
377,"Computing the Nucleolus of Matching, Cover and Clique Games",Nanyang Technological University,Microsoft Research Asia (China),Shanghai Jiao Tong University,,,,,,,,,,2.0,1.0
378,On Maxsum Fair Cake Divisions,New York University,Hebrew University and Harvard Universit,Harvard University,Carnegie Mellon University,Carnegie Mellon University,,,,,,,,4.0,0.0
379,Quality Expectation-Variance Tradeoffs in Crowdsourcing Contests,Microsoft Research (United Kingdom),Microsoft Research (United Kingdom),Microsoft Research (United Kingdom),,,,,,,,,,0.0,3.0
380,A Multi-Domain Evaluation of Scaling in a General Episodic Memory,University of Michigan–Ann Arbor,University of Michigan–Ann Arbor,University of Michigan–Ann Arbor,,,,,,,,,,3.0,0.0
381,Optimal Auctions for Spiteful Bidders,Carnegie Mellon University,Carnegie Mellon University,,,,,,,,,,,2.0,0.0
382,Using AI Local Search to Improve an OR Optimizer,"SISCOG -Sistemas Cognitivos, SA Campo Grande 378 -3 1700-097 Lisboa, Portuga","SISCOG -Sistemas Cognitivos, SA Campo Grande 378 -3 1700-097 Lisboa, Portuga","SISCOG -Sistemas Cognitivos, SA Campo Grande 378 -3 1700-097 Lisboa, Portuga","SISCOG -Sistemas Cognitivos, SA Campo Grande 378 -3 1700-097 Lisboa, Portuga","SISCOG -Sistemas Cognitivos, SA Campo Grande 378 -3 1700-097 Lisboa, Portuga","SISCOG -Sistemas Cognitivos, SA Campo Grande 378 -3 1700-097 Lisboa, Portuga",,,,,,,0.0,6.0
