Unnamed: 0,title,inst1,inst2,inst3,inst4,inst5,inst6,inst7,inst8,inst9,inst10,inst11,inst12,inst13,inst14,inst15,num_academia,num_company
454,Heuristic Planning for Hybrid Systems *,King's College London,University of Milano-Bicocca,,,,,,,,,,,,,,2.0,0.0
455,Infusing Human Factors into Algorithmic Crowdsourcing,Nanyang Technological University,Nanyang Technological University,Nanyang Technological University,Nanyang Technological University,Beihang University,Nanyang Technological University,University of British Columbia,Hong Kong University of Science and Technology,,,,,,,,8.0,0.0
456,Implicit Coordination in Crowded Multi-Agent Navigation,University of Minnesota,University of Minnesota,University of Minnesota,University of Minnesota,,,,,,,,,,,,4.0,0.0
457,Verifying ConGolog Programs on Bounded Situation Calculus Theories *,Sapienza University of Rome,York University,Free University of Bozen-Bolzano,RMIT University,,,,,,,,,,,,4.0,0.0
458,Diversified Dynamical Gaussian Process Latent Variable Model for Video Repair,Quantum Group (United States),Information Technology University,,,,,,,,,,,,,,1.0,1.0
459,Interaction Point Processes via Infinite Branching Model," NICTA, Australian Technology Park, 13 Garden Street, Eveleigh NSW 2015, Australi",UNSW Sydney," NICTA, Australian Technology Park, 13 Garden Street, Eveleigh NSW 2015, Australi"," NICTA, Australian Technology Park, 13 Garden Street, Eveleigh NSW 2015, Australi"," NICTA, Australian Technology Park, 13 Garden Street, Eveleigh NSW 2015, Australi"," NICTA, Australian Technology Park, 13 Garden Street, Eveleigh NSW 2015, Australi",,,,,,,,,,5.0,0.0
460,Generating CP-Nets Uniformly at Random,University of Kentucky,University of Kentucky,Western Kentucky University,Data61,University of Kentucky,,,,,,,,,,,5.0,0.0
461,Instilling Social to Physical: Co-Regularized Heterogeneous Transfer Learning,Hong Kong University of Science and Technology,Hong Kong University of Science and Technology,Hong Kong Baptist University,West Virginia University,Hong Kong University of Science and Technology,,,,,,,,,,,5.0,0.0
462,Generalised Brown Clustering and Roll-Up Feature Generation,University of Sheffield,Aarhus University,,,,,,,,,,,,,,2.0,0.0
463,Qualitative Spatio-Temporal Stream Reasoning with Unobservable Intertemporal Spatial Relations Using Landmarks,Linköping University,Linköping University,,,,,,,,,,,,,,2.0,0.0
464,Morphological Segmentation with Window LSTM Neural Networks,Tsinghua University,Tsinghua University,Tsinghua University,Tsinghua University,,,,,,,,,,,,4.0,0.0
465,Face Model Compression by Distilling Knowledge from Neurons," Department of Information Engineering, The Chinese University o",Shenzhen Institutes of Advanced Technology," Department of Information Engineering, The Chinese University o"," Department of Information Engineering, The Chinese University o",Chinese University of Hong Kong,Shenzhen Institutes of Advanced Technology," Department of Information Engineering, The Chinese University o",Shenzhen Institutes of Advanced Technology,,,,,,,,4.0,0.0
466,Natural Language Processing for Enhancing Teaching and Learning,University of Pittsburgh,,,,,,,,,,,,,,,1.0,0.0
467,An Alternating Proximal Splitting Method with Global Convergence for Nonconvex Structured Sparsity Optimization,University of Computer Studies Yangon,University of Computer Studies Yangon,Zhejiang University,,,,,,,,,,,,,3.0,0.0
468,A Security Game Combining Patrolling and Alarm-Triggered Responses Under Spatial and Detection Uncertainties,University of Milan,Politecnico di Milano,Politecnico di Milano,,,,,,,,,,,,,3.0,0.0
469,Agenda Separability in Judgment Aggregation,Lamsade,University of Bergen,"CRIL, CNRS -Univ. Artois, Franc",,,,,,,,,,,,,3.0,0.0
470,Ontology Instance Linking: Towards Interlinked Knowledge Graphs,Lehigh University,Thomson Reuters (United States),,,,,,,,,,,,,,1.0,1.0
471,Pseudo-Tree Construction Heuristics for DCOPs with Variable Communication Times,New Mexico State University,,,,,,,,,,,,,,,1.0,0.0
472,Robustness of Bayesian Pool-Based Active Learning Against Prior Misspecification,National University of Singapore,Queensland University of Technology,National University of Singapore,,,,,,,,,,,,,3.0,0.0
473,Commonsense in Parts: Mining Part-Whole Relations from the Web and Image Tags,Max Planck Institute for Informatics,Max Planck Institute for Informatics,Max Planck Institute for Informatics,Vrije Universiteit Amsterdam,Max Planck Institute for Informatics,"University of California, Berkeley",Max Planck Institute for Informatics,,,,,,,,,7.0,0.0
474,Fixed-Rank Supervised Metric Learning on Riemannian Manifold,"AT&T Labs Research Middletown, NJ 07748, U.S.A",,,,,,,,,,,,,,,0.0,1.0
475,Accelerated Sparse Linear Regression via Random Projection,Zhejiang University,Nanjing University,Alibaba Group (United States),Zhejiang University,Zhejiang University,,,,,,,,,,,4.0,1.0
476,Scalable Training of Markov Logic Networks Using Approximate Counting,The University of Texas at Dallas,University of Memphis,The University of Texas at Dallas,Indian Institute of Technology Delhi,The University of Texas at Dallas,,,,,,,,,,,5.0,0.0
477,Fast and Accurate Refined Nyström Based Kernel SVM,University of Iowa,University of Iowa,Nanjing University,Alibaba Group (United States),,,,,,,,,,,,3.0,1.0
478,Siamese Recurrent Architectures for Learning Sentence Similarity,Massachusetts Institute of Technology,Department of Computer Science and Engineering M. S. Ramaiah Institute of Technolog,,,,,,,,,,,,,,2.0,0.0
479,Text Simplification Using Neural Machine Translation,University of Massachusetts Boston,University of Massachusetts Boston,Hefei University of Technology,,,,,,,,,,,,,3.0,0.0
480,Strategic Behaviour when Allocating Indivisible Goods,UNSW Sydney,,,,,,,,,,,,,,,1.0,0.0
481,Face Video Retrieval via Deep Learning of Binary Hash Representations,Beijing Institute of Technology,Stony Brook University,Beijing University of Posts and Telecommunications,"University of California, Los Angeles",Beijing Institute of Technology,,,,,,,,,,,5.0,0.0
482,Learning Abductive Reasoning Using Random Examples,Washington University in St. Louis,,,,,,,,,,,,,,,1.0,0.0
483,Metric Embedded Discriminative Vocabulary Learning for High-Level Person Representation,Center for Biometrics and Security Research & National Laboratory of Pattern Recognition,Chinese Academy of Sciences,,,,,,,,,,,,,,5.0,0.0
484,Five Dimensions of Reasoning in the Wild,"University of Maryland, College Park",,,,,,,,,,,,,,,1.0,0.0
485,Structured Output Prediction for Semantic Perception in Autonomous Vehicles,Ghent University,Ghent University,Ghent University,Ghent University,Ghent University,,,,,,,,,,,5.0,0.0
486,Angry Birds as a Challenge for Artificial Intelligence,Australian National University,Australian National University,Australian National University,Australian National University,,,,,,,,,,,,4.0,0.0
487,A CP-Based Approach to Popular Matching,University College Cork,University College Cork,University College Cork,University College Cork,,,,,,,,,,,,4.0,0.0
488,Multi-Modal Learning over User-Contributed Content from Cross-Domain Social Media,National Taiwan University,,,,,,,,,,,,,,,1.0,0.0
489,The Meta-Problem for Conservative Mal'tsev Constraints,National Polytechnic Institute of Toulouse,,,,,,,,,,,,,,,1.0,0.0
490,Conquering Adversary Behavioral Uncertainty in Security Games: An Efficient Modeling Robust Based Algorithm,University of Southern California,University of Southern California,University of Southern California,,,,,,,,,,,,,3.0,0.0
491,SAND: Semi-Supervised Adaptive Novel Class Detection and Classification over Data Stream,The University of Texas at Dallas,The University of Texas at Dallas,The University of Texas at Dallas,,,,,,,,,,,,,3.0,0.0
492,'Knowing Whether' in Proper Epistemic Knowledge Bases,University of Melbourne,University of Melbourne,University of Melbourne,University of Melbourne,University of Melbourne,,,,,,,,,,,5.0,0.0
493,MIP-Nets: Enabling Information Sharing in Loosely-Coupled Teamwork,Harvard School of Engineering and Applied Science,Harvard School of Engineering and Applied Science,Harvard School of Engineering and Applied Science,,,,,,,,,,,,,3.0,0.0
494,Addressing a Question Answering Challenge by Combining Statistical Methods with Inductive Rule Learning and Reasoning,Arizona State University,Arizona State University,,,,,,,,,,,,,,2.0,0.0
495,Scalable Algorithms for Tractable Schatten Quasi-Norm Minimization,Chinese University of Hong Kong,Chinese University of Hong Kong,Chinese University of Hong Kong,,,,,,,,,,,,,3.0,0.0
496,Optimal Aggregation of Uncertain Preferences,Carnegie Mellon University,Carnegie Mellon University,,,,,,,,,,,,,,2.0,0.0
497,Multiwinner Analogues of the Plurality Rule: Axiomatic and Algorithmic Perspectives,AGH University of Science and Technology,University of Oxford,University of Auckland,Technical University of Berlin,,,,,,,,,,,,4.0,0.0
498,Bayesian Inference of Recursive Sequences of Group Activities from Tracks,Boston College,Oberlin College,University of Arizona,University of Arizona,University of Arizona,,,,,,,,,,,5.0,0.0
499,Flattening the Density Gradient for Eliminating Spatial Centrality to Reduce Hubness,National Institute of Genetics,Yamagata University,The Institute of Statistical Mathematics,The Institute of Statistical Mathematics,University of Novi Sad,,,,,,,,,,,5.0,0.0
500,Computing Rational Decisions in Extensive Games With Limited Foresight,Imperial College London,,,,,,,,,,,,,,,1.0,0.0
501,Optimizing Energy Costs in a Zinc and Lead Mine,Boliden Tara Mines (Ireland),Dublin City University,University College Cork,University College Cork,University College Cork,,,,,,,,,,,4.0,1.0
502,Improving Twitter Sentiment Classification Using Topic-Enriched Multi-Prototype Word Embeddings,Wuhan University,Singapore University of Technology and Design,Heilongjiang University,Wuhan University,,,,,,,,,,,,4.0,0.0
503,Non-Linear Similarity Learning for Compositionality,Johns Hopkins University,Nara Institute of Science and Technology,,,,,,,,,,,,,,2.0,0.0
504,Instance Specific Metric Subspace Learning: A Bayesian Approach *,Nanjing University,Nanjing University,Nanjing University,,,,,,,,,,,,,3.0,0.0
505,SAPE: A System for Situation-Aware Public Security Evaluation,Chinese Academy of Sciences,Chinese Academy of Sciences,Chinese Academy of Sciences,Chinese Academy of Sciences,Chinese Academy of Sciences,,,,,,,,,,,5.0,0.0
506,Efficient Macroscopic Urban Traffic Models for Reducing Congestion: A PDDL+ Planning Approach,University of Huddersfield,"Department of Informatics King's College London, U",Delft University of Technology,University of Huddersfield,University of Huddersfield,,,,,,,,,,,4.0,0.0
507,Abstracting Complex Domains Using Modular Object-Oriented Markov Decision Processes,"University of Maryland, Baltimore","University of Maryland, Baltimore",,,,,,,,,,,,,,2.0,0.0
508,Inside Out: Two Jointly Predictive Models for Word Representations and Phrase Representations,Chinese Academy of Sciences,Chinese Academy of Sciences,Chinese Academy of Sciences,Chinese Academy of Sciences,Chinese Academy of Sciences,,,,,,,,,,,5.0,0.0
509,Predicting Prices in the Power TAC Wholesale Energy Market,The University of Texas at El Paso,The University of Texas at El Paso,,,,,,,,,,,,,,2.0,0.0
510,"""8 Amazing Secrets for Getting More Clicks"": Detecting Clickbaits in News Streams Using Article Informality",Yahoo (United States),Yahoo (United States),Yahoo (United States),,,,,,,,,,,,,0.0,3.0
511,Inferring Multi-Dimensional Ideal Points for US Supreme Court Justices,Virginia Tech,Virginia Tech,Virginia Tech,Virginia Tech,,,,,,,,,,,,4.0,0.0
512,Reading Scene Text in Deep Convolutional Sequences,Shenzhen Institutes of Advanced Technology,Chinese University of Hong Kong,Shenzhen Institutes of Advanced Technology,Chinese University of Hong Kong,Shenzhen Institutes of Advanced Technology,Shenzhen Institutes of Advanced Technology,Chinese University of Hong Kong,Shenzhen Institutes of Advanced Technology,Chinese University of Hong Kong,,,,,,,9.0,0.0
513,Robust Learning from Demonstration Techniques and Tools,Oregon State University,,,,,,,,,,,,,,,1.0,0.0
514,Component Caching in Hybrid Domains with Piecewise Polynomial Densities,KU Leuven,"University of California, Los Angeles",University of Trento,,,,,,,,,,,,,3.0,0.0
515,Model Checking Probabilistic Knowledge: A PSPACE Case,University of Oxford,University of Oxford,,,,,,,,,,,,,,2.0,0.0
516,Robust Classification under Covariate Shift with Application to Active Learning,University of Illinois at Chicago,,,,,,,,,,,,,,,1.0,0.0
517,Using Multiple Representations to Simultaneously Learn Computational Thinking and Middle School Science,Vanderbilt University,Vanderbilt University,Vanderbilt University,,,,,,,,,,,,,3.0,0.0
518,"Labeling the Features, Not the Samples: Efficient Video Classification with Minimal Supervision",Romanian Academy,Polytechnic University of Bucharest,Romanian Academy,Polytechnic University of Bucharest,Google (United States),Google (United States),,,,,,,,,,4.0,2.0
519,Deploying nEmesis: Preventing Foodborne Illness by Data Mining Social Media,University of Rochester,University of Rochester,Southern Nevada Health District,Southern Nevada Health District,University of Rochester,University of Rochester,University of Rochester,,,,,,,,,7.0,0.0
520,Information Credibility Evaluation on Social Media,Chinese Academy of Sciences,Chinese Academy of Sciences,Chinese Academy of Sciences,Chinese Academy of Sciences,Chinese Academy of Sciences,,,,,,,,,,,5.0,0.0
521,Approximation Algorithms for Route Planning with Nonlinear Objectives,The University of Texas at Austin,The University of Texas at Austin,,,,,,,,,,,,,,2.0,0.0
522,Temporal Topic Analysis with Endogenous and Exogenous Processes,Northwestern University,Northwestern University,,,,,,,,,,,,,,2.0,0.0
523,Instructable Intelligent Personal Agent,Carnegie Mellon University,Allen Institute for Artificial Intelligence,Carnegie Mellon University,,,,,,,,,,,,,3.0,0.0
524,Knowledge Transfer with Interactive Learning of Semantic Relationships,"University of Maryland, College Park",Ulsan National Institute of Science and Technology,University of Pittsburgh,"University of Maryland, College Park",,,,,,,,,,,,4.0,0.0
525,Efficient Nonparametric Subgraph Detection Using Tree Shaped Priors,Beihang University,"University at Albany, State University of New York",Beihang University,"University at Albany, State University of New York"," Dept. of Computer Science, Virginia Tech, Arlington, VA 2220",,,,,,,,,,,5.0,0.0
526,"All-in Text: Learning Document, Label, and Word Representations Jointly","Knowledge Discovery in Scientific Literature, TU Darmstadt Knowledge Engineering Group, TU Darmstadt Research Training Group AIPHES, TU Darmstad","Knowledge Discovery in Scientific Literature, TU Darmstadt Knowledge Engineering Group, TU Darmstadt Research Training Group AIPHES, TU Darmstad","Knowledge Discovery in Scientific Literature, TU Darmstadt Knowledge Engineering Group, TU Darmstadt Research Training Group AIPHES, TU Darmstad",,,,,,,,,,,,,3.0,0.0
527,Optimizing Trading Assignments in Water Right Markets *,Tsinghua University,Tsinghua University,Tsinghua University,Tsinghua University,,,,,,,,,,,,4.0,0.0
528,Optimizing Personalized Email Filtering Thresholds to Mitigate Sequential Spear Phishing Attacks,Nanyang Technological University,Nanyang Technological University,The University of Texas at El Paso,,,,,,,,,,,,,3.0,0.0
529,A Morphology-Aware Network for Morphological Disambiguation,Ümraniye Eğitim ve Araştırma Hastanesi,Ümraniye Eğitim ve Araştırma Hastanesi,Ümraniye Eğitim ve Araştırma Hastanesi,Ümraniye Eğitim ve Araştırma Hastanesi,Ümraniye Eğitim ve Araştırma Hastanesi,,,,,,,,,,,5.0,0.0
530,Product Grassmann Manifold Representation and Its LRR Models,Beijing University of Technology,Beijing University of Technology,Charles Sturt University,Beijing University of Technology,Beijing University of Technology,Dalian University of Technology,,,,,,,,,,6.0,0.0
531,Modeling Human Understanding of Complex Intentional Action with a Bayesian Nonparametric Subgoal Model,Massachusetts Institute of Technology,Sony Corporation (United States),Massachusetts Institute of Technology,,,,,,,,,,,,,2.0,1.0
532,Concepts Not Alone: Exploring Pairwise Relationships for Zero-Shot Video Activity Recognition,Tsinghua University,University of Michigan–Ann Arbor,University of Technology Sydney,Tsinghua University,Carnegie Mellon University,,,,,,,,,,,5.0,0.0
533,"ConTaCT: Deciding to Communicate during Time-Critical Collaborative Tasks in Unknown, Deterministic Domains","Computer Science and Artificial Intelligence Laboratory Massachusetts Institute of Technology Cambridge, Massachusetts 0213","Computer Science and Artificial Intelligence Laboratory Massachusetts Institute of Technology Cambridge, Massachusetts 0213",,,,,,,,,,,,,,2.0,0.0
534,Embedding Ethical Principles in Collective Decision Support Systems,Harvard University,University of Padua,King's College London,Tulane University,Massachusetts Institute of Technology,,,,,,,,,,,5.0,0.0
535,Architectural Mechanisms for Situated Natural Language Understanding in Uncertain and Open Worlds,Tufts University,,,,,,,,,,,,,,,1.0,0.0
536,Using the Shapley Value to Analyze Algorithm Portfolios,"Dept. of Computer Science Univ. of British Columbia, Canad","Dept. of Computer Science Univ.y of British Columbia, Canad",University of Oxford,University of Warsaw,Abu Dhabi National Oil (United Arab Emirates),"Dept. of Computer Science Univ. of British Columbia, Canad","Dept.of Computer Science Univ. of British Columbia, Canad",,,,,,,,,2.0,1.0
537,Unsupervised Co-Activity Detection from Multiple Videos Using Absorbing Markov Chain,Pohang University of Science and Technology,Pohang University of Science and Technology,Pohang University of Science and Technology,,,,,,,,,,,,,3.0,0.0
538,Top-N Recommender System via Matrix Completion,Southern Illinois University Carbondale,Southern Illinois University Carbondale,Southern Illinois University Carbondale,,,,,,,,,,,,,3.0,0.0
539,Efficient Collaborative Crowdsourcing,Nanyang Technological University,Nanyang Technological University,Nanyang Technological University,Nanyang Technological University,University of British Columbia,,,,,,,,,,,5.0,0.0
540,Supervised Hashing via Uncorrelated Component Analysis,Electronics and Telecommunications Research Institute,Korea Advanced Institute of Science and Technology,,,,,,,,,,,,,,2.0,0.0
541,Implicit Discourse Relation Classification via Multi-Task Neural Networks,Peking University,Peking University,China University of Mining and Technology,Peking University,Peking University,China University of Mining and Technology,,,,,,,,,,6.0,0.0
542,Spectral Bisection Tree Guided Deep Adaptive Exemplar Autoencoder for Unsupervised Domain Adaptation,Electrical and Computer Engineering Department Heads Association,Electrical and Computer Engineering Department Heads Association,Electrical and Computer Engineering Department Heads Association,Electrical and Computer Engineering Department Heads Association,Northeastern University,,,,,,,,,,,5.0,0.0
543,Building Earth Mover's Distance on Bilingual Word Embeddings for Machine Translation,Tsinghua University,Tsinghua University," Jiangsu Collaborative Innovation Center for Language Competence, Jiangsu, Chin",Tsinghua University,Tsinghua University," Jiangsu Collaborative Innovation Center for Language Competence, Jiangsu, Chin", Toshiba Corporation Corporate Research & Development Cente, Toshiba (China) R&D Cente,,,,,,,,4.0,2.0
544,Multi-Stage Multi-Task Learning with Reduced Rank,"Rutgers, The State University of New Jersey",Hong Kong University of Science and Technology,,,,,,,,,,,,,,2.0,0.0
545,Metaphysics of Planning Domain Descriptions,United Technologies Research Center,"University of California, Berkeley",United Technologies Research Center,,,,,,,,,,,,,1.0,2.0
546,Column-Oriented Datalog Materialization for Large Knowledge Graphs,Vrije Universiteit Amsterdam,Vrije Universiteit Amsterdam,TU Dresden,,,,,,,,,,,,,3.0,0.0
547,Sparse Perceptron Decision Tree for Millions of Dimensions,University of Technology Sydney,University of Technology Sydney,,,,,,,,,,,,,,2.0,0.0
548,Fast Lasso Algorithm via Selective Coordinate Descent," NTT Software Innovation Center, 3-9-11 Midori-cho Musashino-shi, Tokyo, 180-8585, Japa"," NTT Software Innovation Center, 3-9-11 Midori-cho Musashino-shi, Tokyo, 180-8585, Japa"," NTT Software Innovation Center, 3-9-11 Midori-cho Musashino-shi, Tokyo, 180-8585, Japa",University of Tsukuba," NTT Software Innovation Center, 3-9-11 Midori-cho Musashino-shi, Tokyo, 180-8585, Japa",,,,,,,,,,,1.0,3.0
549,Towards Safe Semi-Supervised Learning for Multivariate Performance Measures *,Nanjing University of Science and Technology,Southeast University,Hong Kong University of Science and Technology,Nanjing University of Science and Technology,Southeast University,,,,,,,,,,,5.0,0.0
550,SAT-to-SAT: Declarative Extension of SAT Solvers with New Propagators,Helsinki Institute for Information Technology,Helsinki Institute for Information Technology,Simon Fraser University,,,,,,,,,,,,,3.0,0.0
551,User-Centric Affective Computing of Image Emotion Perceptions,Harbin Institute of Technology,Harbin Institute of Technology,Harbin Institute of Technology,Harbin Institute of Technology,,,,,,,,,,,,4.0,0.0
552,Human-Robot Trust and Cooperation Through a Game Theoretic Framework,Harvey Mudd College,Harvey Mudd College,Harvey Mudd College,,,,,,,,,,,,,3.0,0.0
553,Monte Carlo Tree Search for Multi-Robot Task Allocation,Department of Computer Science and Engineering University of Minnesot,Department of Computer Science and Engineering University of Minnesot,Department of Computer Science and Engineering University of Minnesot,Department of Computer Science and Engineering University of Minnesot,,,,,,,,,,,,4.0,0.0
554,Apprenticeship Scheduling for Human-Robot Teams,Massachusetts Institute of Technology,,,,,,,,,,,,,,,1.0,0.0
555,Counting-Based Search for Constraint Optimization Problems,Polytechnique Montréal,Université de Montréal,,,,,,,,,,,,,,2.0,0.0
556,Group Cost-Sensitive Boosting for Multi-Resolution Pedestrian Detection,Peking University,Peking University,,,,,,,,,,,,,,2.0,0.0
557,Inductive Logic Programming: Challenges,National Institute of Informatics,Tokyo University of Science,Kyoto University,,,,,,,,,,,,,3.0,0.0
558,Hospital Stockpiling Problems with Inventory Sharing,Virginia Tech,Virginia Tech,Virginia Tech,,,,,,,,,,,,,3.0,0.0
559,Affinity Preserving Quantization for Hashing: A Vector Quantization Approach to Learning Compact Binary Codes,Peking University,Peking University,Peking University,Peking University,,,,,,,,,,,,4.0,0.0
560,Pose-Guided Human Parsing by an AND/OR Graph Using Pose-Context Features,"University of California, Los Angeles","University of California, Los Angeles","University of California, Los Angeles","University of California, Los Angeles",,,,,,,,,,,,4.0,0.0
561,Unsupervised Measure of Word Similarity: How to Outperform Co-Occurrence and Vector Cosine in VSMs,Hong Kong Polytechnic University,Hong Kong Polytechnic University,Hong Kong Polytechnic University,University of Pisa,Hong Kong Polytechnic University,,,,,,,,,,,5.0,0.0
562,What's Hot in Human Language Technology: Highlights from NAACL HLT 2015,Michigan State University,Simon Fraser University,University of Michigan–Ann Arbor,,,,,,,,,,,,,3.0,0.0
563,Learning Cross-Domain Neural Networks for Sketch-Based 3D Shape Retrieval,New York University Abu Dhabi,New York University Abu Dhabi,New York University Abu Dhabi,,,,,,,,,,,,,3.0,0.0
564,Zero-Suppressed Sentential Decision Diagrams,Neelan Tiruchelvam Trust,Hokkaido University,Hokkaido University,Neelan Tiruchelvam Trust,,,,,,,,,,,,4.0,0.0
565,Drosophila Gene Expression Pattern Annotations via Multi-Instance Biological Relevance Learning,Colorado School of Mines,Colorado School of Mines,The University of Texas at Arlington,Xidian University,,,,,,,,,,,,4.0,0.0
566,Multiple Kernel k-Means Clustering with Matrix-Induced Regularization,National University of Defense Technology,National University of Defense Technology,National University of Defense Technology,University of Wollongong,National University of Defense Technology,,,,,,,,,,,5.0,0.0
567,Discrete Image Hashing Using Large Weakly Annotated Photo Collections,National University of Singapore,National University of Singapore,National University of Singapore,National University of Singapore,National University of Singapore,,,,,,,,,,,5.0,0.0
568,Efficient Computation of Emergent Equilibrium in Agent-Based Simulation,Nanyang Technological University,Nanyang Technological University,Nanyang Technological University,Nanyang Technological University,Nanyang Technological University,Nanyang Technological University," Rolls-Royce Singapore Pte Ltd, Singapor",,,,,,,,,4.0,1.0
569,A Comparative Study of Ranking-Based Semantics for Abstract Argumentation,Paris Descartes University,Artois University,Artois University,Sorbonne University,"UPMC Univ Paris 06, CNRS LIP6, UMR 7606 75005 Pari",,,,,,,,,,,3.0,0.0
570,Bayesian AutoEncoder: Generation of Bayesian Networks with Hidden Nodes for Features,The University of Tokyo,The University of Tokyo,,,,,,,,,,,,,,2.0,0.0
571,Machine Learning Methods for Computational Psychology,Northeastern University,Draper Laboratory,,,,,,,,,,,,,,2.0,0.0
572,BRBA: A Blocking-Based Association Rule Hiding Method,Southwest University,Harbin Institute of Technology,University of South Australia,Southwest University,Harbin Institute of Technology,Harbin Institute of Technology,,,,,,,,,,6.0,0.0
573,One Size Does Not Fit All: A Game-Theoretic Approach for Dynamically and Effectively Screening for Threats *,University of Southern California,University of Southern California,University of Southern California,University of Southern California,,,,,,,,,,,,4.0,0.0
574,Boolean Functions with Ordered Domains in Answer Set Programming,University of Calabria,University of Huddersfield,Leipzig University,,,,,,,,,,,,,3.0,0.0
575,Commonsense Interpretation of Triangle Behavior,University of Southern California,,,,,,,,,,,,,,,1.0,0.0
576,Rational Verification: From Model Checking to Equilibrium Checking,University of Oxford,University of Oxford,University of Oxford,University of Oxford,University of Oxford,University of Oxford,,,,,,,,,,6.0,0.0
577,Optimizing Multivariate Performance Measures from Multi-View Data,King Abdullah University of Science and Technology," Computer, Electrical and Mathematical Sciences and Engineering Division (CEMSE), Thuwal, 23955-6900, Saudi Arabi",University of Technology Sydney,King Abdullah University of Science and Technology," Computer, Electrical and Mathematical Sciences and Engineering Division (CEMSE), Thuwal, 23955-6900, Saudi Arabi",,,,,,,,,,,3.0,0.0
578,Character-Aware Neural Language Models,Harvard University,Courant Institute of Mathematical Sciences,Courant Institute of Mathematical Sciences,Harvard University,,,,,,,,,,,,4.0,0.0
579,Reuse of Neural Modules for General Video Game Playing,The University of Texas at Austin,The University of Texas at Austin,The University of Texas at Austin,The University of Texas at Austin,,,,,,,,,,,,4.0,0.0
580,Transductive Zero-Shot Recognition via Shared Model Space Learning,Tsinghua University,Tsinghua University,Tsinghua University,Tsinghua University,,,,,,,,,,,,4.0,0.0
581,Teaching-to-Learn and Learning-to-Teach for Multi-Label Propagation,Shanghai Jiao Tong University,Shanghai Jiao Tong University,Shanghai Jiao Tong University,Shanghai Jiao Tong University,,,,,,,,,,,,4.0,0.0
582,Automated Verification and Tightening of Failure Propagation Models,University of Trento,University of Trento,University of Trento,University of Trento,University of Trento,,,,,,,,,,,5.0,0.0
583,Face Behind Makeup,Electrical and Computer Engineering Department Heads Association,Electrical and Computer Engineering Department Heads Association,Northeastern University,,,,,,,,,,,,,3.0,0.0
584,Microsummarization of Online Reviews: An Experimental Study,Google (United States),University of Arizona,Johns Hopkins University,Microsoft (United States),Microsoft Research (India),,,,,,,,,,,2.0,3.0
585,Multi-Agent System Development MADE Easy, Joint NTU-UBC Research Centre of Excellence in Active Living for the Elderly,Nanyang Technological University, Joint NTU-UBC Research Centre of Excellence in Active Living for the Elderly,Nanyang Technological University, Joint NTU-UBC Research Centre of Excellence in Active Living for the Elderly,Nanyang Technological University, Joint NTU-UBC Research Centre of Excellence in Active Living for the Elderly,Nanyang Technological University,Chinese Academy of Sciences,,,,,,,5.0,0.0
586,A Fraud Resilient Medical Insurance Claim System,Shandong University,Shandong University,Shandong University,Shandong University,Nanyang Technological University,Nanyang Technological University,,,,,,,,,,6.0,0.0
587,Beyond OWL 2 QL in OBDA: Rewritings and Approximations,Free University of Bozen-Bolzano,Free University of Bozen-Bolzano,Sapienza University of Rome,Sapienza University of Rome,University of Genoa,Free University of Bozen-Bolzano,,,,,,,,,,6.0,0.0
588,Acquiring Knowledge of Affective Events from Blogs Using Label Propagation,University of Utah,University of Utah,,,,,,,,,,,,,,2.0,0.0
589,Multi-Domain Active Learning for Recommendation,Tsinghua University,Tsinghua University,Hong Kong University of Science and Technology,Tsinghua University,Hong Kong University of Science and Technology,,,,,,,,,,,5.0,0.0
590,Judgment Aggregation under Issue Dependencies,University of Amsterdam,University of Amsterdam,University of Amsterdam,,,,,,,,,,,,,3.0,0.0
591,Model-Free Preference-Based Reinforcement Learning,Technical University of Darmstadt,Technical University of Darmstadt,Technical University of Darmstadt,,,,,,,,,,,,,3.0,0.0
592,"Ask, and Shall You Receive? Understanding Desire Fulfillment in Natural Language Text","University of Maryland, College Park",Purdue University West Lafayette,"University of Maryland, College Park",,,,,,,,,,,,,3.0,0.0
593,Affective Computing and Applications of Image Emotion Perceptions,Harbin Institute of Technology,Harbin Institute of Technology,,,,,,,,,,,,,,2.0,0.0
594,Unsupervised Lexical Simplification for Non-Native Speakers,University of Sheffield,University of Sheffield,,,,,,,,,,,,,,2.0,0.0
595,Toward a Taxonomy and Computational Models of Abnormalities in Images,"Rutgers, The State University of New Jersey","Rutgers, The State University of New Jersey",Institute for Cognitive Science,"Rutgers, The State University of New Jersey",Allen Institute for Artificial Intelligence,University of Washington,,,,,,,,,,6.0,0.0
596,QA RT : A System for Real-Time Holistic Quality Assurance for Contact Center Dialogues,"Xerox Research Centre India Bangalore, Indi","Xerox Research Centre India Bangalore, Indi","Xerox Research Centre India Bangalore, Indi","Xerox Research Centre India Bangalore, Indi","Xerox Research Centre India Bangalore, Indi","Xerox Research Centre India Bangalore, Indi",,,,,,,,,,1.0,5.0
597,A Deep Architecture for Semantic Matching with Multiple Positional Sentence Representations,Chinese Academy of Sciences,Chinese Academy of Sciences,Chinese Academy of Sciences,Chinese Academy of Sciences,Chinese Academy of Sciences,Chinese Academy of Sciences,,,,,,,,,,6.0,0.0
598,Extracting Biomolecular Interactions Using Semantic Parsing of Biomedical Text,Marina Del Rey Hospital,Marina Del Rey Hospital,Marina Del Rey Hospital,Marina Del Rey Hospital,,,,,,,,,,,,4.0,0.0
