Unnamed: 0,title,inst1,inst2,inst3,inst4,inst5,inst6,inst7,inst8,inst9,inst10,inst11,inst12,inst13,inst14,inst15,inst16,inst17,inst18,inst19,inst20,inst21,inst22,inst23,inst24,inst25,inst26,num_academia,num_company
1004,Sample-Efficient Reinforcement Learning via Conservative Model-Based Actor-Critic,University of Science and Technology of China,University of Science and Technology of China,Inception Institute of Artificial Intelligence,University of Science and Technology of China,University of Science and Technology of China,University of Science and Technology of China,Inception Institute of Artificial Intelligence,,,,,,,,,,,,,,,,,,,,7.0,0.0
1005,Video as Conditional Graph Hierarchy for Multi-Granular Question Answering,National University of Singapore,National University of Singapore,National University of Singapore,National University of Singapore,National University of Singapore,National University of Singapore,,,,,,,,,,,,,,,,,,,,,6.0,0.0
1006,The Effect of Manifold Entanglement and Intrinsic Dimensionality on Learning,Heriot-Watt University,Heriot-Watt University,Heriot-Watt University,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
1007,Resistance Training Using Prior Bias: Toward Unbiased Scene Graph Generation,Wuhan University, JD Explore Academ, Hubei Key Laboratory of Multimedia and Network Communication Engineerin,Wuhan University of Technology,Wuhan University, JD Explore Academ,University of Sydney,University of Sydney,Wuhan University,Wuhan University,,,,,,,,,,,,,,,,,5.0,1.0
1008,Learning Disentangled Classification and Localization Representations for Temporal Action Localization,Xi'an Jiaotong University,Xi'an Jiaotong University,University of Illinois at Chicago, Wormpex AI Researc,Xi'an Jiaotong University, Wormpex AI Researc,,,,,,,,,,,,,,,,,,,,,4.0,0.0
1009,Incorporating Item Frequency for Differentially Private Set Union,Simon Fraser University,Simon Fraser University,Simon Fraser University,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
1010,Stationary Diffusion State Neural Estimation for Multiview Clustering,Lanzhou University,Lanzhou University,Lanzhou University,Lanzhou University,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
1011,Fast Monte-Carlo Approximation of the Attention Mechanism,Yonsei University,Yonsei University,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
1012,Efficient Causal Structure Learning from Multiple Interventional Datasets with Unknown Targets,Shanxi University,Shanxi University,Hefei University of Technology,Shanxi University,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
1013,MINIMAL: Mining Models for Universal Adversarial Triggers, Adobe Media Data Science Research,Indian Institute of Technology Delhi,"University at Buffalo, State University of New York",Indian Institute of Technology Delhi,New York University, Adobe Media Data Science Research,Indian Institute of Technology Delhi,"University at Buffalo, State University of New York",,,,,,,,,,,,,,,,,,,6.0,0.0
1014,Keypoint Message Passing for Video-Based Person Re-Identification,Portland Cement Association,Nanjing University of Science and Technology,Max Planck Institute for Informatics,University of Bonn,Portland Cement Association,Nanjing University of Science and Technology,Portland Cement Association,Nanjing University of Science and Technology,University of Bonn,Max Planck Institute for Informatics,,,,,,,,,,,,,,,,,10.0,0.0
1015,HarmoFL: Harmonizing Local and Global Drifts in Federated Learning on Heterogeneous Medical Images,Chinese University of Hong Kong,Beihang University,Chinese University of Hong Kong,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
1016,Learning from Weakly-Labeled Web Videos via Exploring Sub-concepts,Northeastern University,The University of Tokyo,The University of Tokyo,The University of Tokyo,The University of Tokyo,The University of Tokyo,Northeastern University,The University of Tokyo,Meta Reality Labs,,,,,,,,,,,,,,,,,,8.0,0.0
1017,Hedonic Diversity Games: A Complexity Picture with More than Two Colors,TU Wien,TU Wien,Czech Technical University in Prague,Czech Technical University in Prague,Czech Technical University in Prague,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
1018,FINet: Dual Branches Feature Interaction for Partial-to-Partial Point Cloud Registration,University of Electronic Science and Technology of China, Megvii Technolog, Megvii Technolog,University of Electronic Science and Technology of China,University of Electronic Science and Technology of China,University of Electronic Science and Technology of China, Megvii Technolog,,,,,,,,,,,,,,,,,,,,4.0,1.0
1019,Sample-Efficient Iterative Lower Bound Optimization of Deep Reactive Policies for Planning in Continuous MDPs,Singapore Management University,Singapore Management University,University of Toronto,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
1020,A Graph Convolutional Network with Adaptive Graph Generation and Channel Selection for Event Detection,Fudan University,Fudan University,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
1021,Risk-Aware Stochastic Shortest Path,Institute of Science and Technology Austria,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
1022,Graph Neural Controlled Differential Equations for Traffic Forecasting,Yonsei University,Yonsei University,Yonsei University,Yonsei University,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
1023,Meta Propagation Networks for Graph Few-shot Semi-supervised Learning,Arizona State University,Texas A&M University,Texas A&M University,Arizona State University,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
1024,Action-Aware Embedding Enhancement for Image-Text Retrieval,Shanghai Jiao Tong University,Shanghai Jiao Tong University,Shanghai Jiao Tong University,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
1025,DeepGPD: A Deep Learning Approach for Modeling Geospatio-Temporal Extreme Events,Michigan State University,Michigan State University,Michigan State University,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
1026,Gradient Temporal Difference with Momentum: Stability and Convergence,Indian Institute of Science Bangalore,Indian Institute of Science Bangalore,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
1027,Latent Time Neural Ordinary Differential Equations,Indian Institute of Technology Hyderabad,Indian Institute of Technology Hyderabad,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
1028,A Semi-supervised Learning Approach with Two Teachers to Improve Breakdown Identification in Dialogues,National University of Singapore,National University of Singapore,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
1029,Self-Supervised Representation Learning Framework for Remote Physiological Measurement Using Spatiotemporal Augmentation Loss,University of Sydney,University of Sydney,Technology Centre,James Cook University,University of Sydney,Technology Centre,,,,,,,,,,,,,,,,,,,,,6.0,0.0
1030,A Distributional Framework for Risk-Sensitive End-to-End Planning in Continuous MDPs,University of Toronto,University of Toronto,Vector Institute,Vector Institute,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
1031,A Label Dependence-Aware Sequence Generation Model for Multi-Level Implicit Discourse Relation Recognition,East China Jiaotong University,East China Jiaotong University,University of Illinois Urbana-Champaign,Tsinghua University,Soochow University,Xiamen University,,,,,,,,,,,,,,,,,,,,,6.0,0.0
1032,Cross-Dataset Collaborative Learning for Semantic Segmentation in Autonomous Driving,Xilinx Inc,Xilinx Inc,Xilinx Inc,Xilinx Inc,Xilinx Inc,Xilinx Inc,,,,,,,,,,,,,,,,,,,,,6.0,0.0
1033,Fast Payoff Matrix Sparsification Techniques for Structured Extensive-Form Games,Carnegie Mellon University,Carnegie Mellon University," Strategy Robot, Inc"," Optimized Markets, Inc"," Strategic Machine, Inc",,,,,,,,,,,,,,,,,,,,,,1.0,1.0
1034,Text Revision by On-the-Fly Representation Optimization,Chinese University of Hong Kong,University of Milan,Microsoft Research Asia (China),Chinese University of Hong Kong,Chinese University of Hong Kong,,,,,,,,,,,,,,,,,,,,,,4.0,1.0
1035,Stereo Neural Vernier Caliper,Hong Kong University of Science and Technology,Hong Kong University of Science and Technology,Carnegie Mellon University,Hong Kong University of Science and Technology,Carnegie Mellon University,Mohamed bin Zayed University of Artificial Intelligence,Hong Kong University of Science and Technology,,,,,,,,,,,,,,,,,,,,7.0,0.0
1036,Imbalance-Aware Uplift Modeling for Observational Data,Warrant Hub (Italy),Warrant Hub (Italy),Warrant Hub (Italy),Alibaba Group (China),Warrant Hub (Italy),Warrant Hub (Italy),Warrant Hub (Italy),Warrant Hub (Italy),Warrant Hub (Italy),Warrant Hub (Italy),,,,,,,,,,,,,,,,,0.0,10.0
1037,Causal Discovery in Hawkes Processes by Minimum Description Length,Columbia University,Sharif University of Technology,University of Vienna,Czech Academy of Sciences,University of Vienna,University of Vienna,,,,,,,,,,,,,,,,,,,,,6.0,0.0
1038,Self-Supervised Pretraining for RGB-D Salient Object Detection,Dalian University of Technology,Dalian University of Technology,Dalian University of Technology,Dalian University of Technology,Peng Cheng Laboratory," Tiwaki Co.,Ltd., Japa",,,,,,,,,,,,,,,,,,,,,4.0,1.0
1039,SMINet: State-Aware Multi-Aspect Interests Representation Network for Cold-Start Users Recommendation,Alibaba Group (China),Hangzhou Dianzi University,Alibaba Group (China),Alibaba Group (China),Alibaba Group (China),Alibaba Group (China),Hangzhou Dianzi University,Alibaba Group (China),,,,,,,,,,,,,,,,,,,2.0,6.0
1040,Label Hallucination for Few-Shot Classification,Dartmouth College,Dartmouth College,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
1041,Adversarial Examples Can Be Effective Data Augmentation for Unsupervised Machine Learning,National Yang Ming Chiao Tung University,IBM Research - China,IBM Research - China,Michigan State University,National Yang Ming Chiao Tung University,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
1042,Multi-View Clustering on Topological Manifold,Sichuan University,University of Technology Sydney,Harbin Institute of Technology Shenzhen Graduate School,Sichuan University,Sichuan University,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
1043,Contrastive Learning from Extremely Augmented Skeleton Sequences for Self-Supervised Action Recognition,Peking University,Peking University,Peking University,Sun Yat-sen University,Peking University,Peking University,,,,,,,,,,,,,,,,,,,,,6.0,0.0
1044,Identification of Linear Latent Variable Model with Arbitrary Distribution,Guangdong University of Technology,Peking University,Guangdong University of Technology,Peng Cheng Laboratory,Guangdong University of Technology,Shantou University,Carnegie Mellon University,Guangdong University of Technology,Peng Cheng Laboratory,,,,,,,,,,,,,,,,,,9.0,0.0
1045,Sparse Structure Learning via Graph Neural Networks for Inductive Document Classification,Seoul National University,Seoul National University,Seoul National University,Seoul National University,Seoul National University," AIGENDRUG Co., Ltd",Seoul National University,,,,,,,,,,,,,,,,,,,,6.0,0.0
1046,Deconvolutional Density Network: Modeling Free-Form Conditional Distributions,University of Jinan,University of Jinan,University of Jinan,University of Jinan," Quancheng Shandong Laboratory, Jinan 250100, Chin",,,,,,,,,,,,,,,,,,,,,,4.0,0.0
1047,PatchUp: A Feature-Space Block-Level Regularization Technique for Convolutional Neural Networks,University of Milan,Université de Montréal,University of Milan,McGill University,University of Milan,Université de Montréal,University of Milan,Université de Montréal,Aalto University,University of Milan,Polytechnique Montréal,,,,,,,,,,,,,,,,11.0,0.0
1048,Post-OCR Document Correction with Large Ensembles of Character Sequence-to-Sequence Models,Dalhousie University,National University of Salta,Universidad Nacional del Sur,Technische Universität Braunschweig,Dalhousie University,Universidad Nacional del Sur,Technische Universität Braunschweig,,,,,,,,,,,,,,,,,,,,7.0,0.0
1049,Distinguishing Homophenes Using Multi-Head Visual-Audio Memory for Lip Reading,Korea Advanced Institute of Science and Technology,Korea Advanced Institute of Science and Technology,Korea Advanced Institute of Science and Technology,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
1050,Equity Promotion in Online Resource Allocation,New Jersey Institute of Technology,Southeast University,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
1051,Truthful and Fair Mechanisms for Matroid-Rank Valuations,Indian Institute of Science Bangalore,Purdue University West Lafayette,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
1052,Explainable Planner Selection for Classical Planning,University of Basel,Saarland University,Linköping University,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
1053,Clinical-BERT: Vision-Language Pre-training for Radiograph Diagnosis and Reports Generation,Beijing Institute of Technology,Beijing Institute of Technology,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
1054,An Experimental Design Approach for Regret Minimization in Logistic Bandits,Rice University,University of Arizona,University of Washington,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
1055,Towards Transferable Adversarial Attacks on Vision Transformers,Fudan University, Shanghai Collaborative Innovation Center on Intelligent Visual Computin,Fudan University, Shanghai Collaborative Innovation Center on Intelligent Visual Computin,University of Mary,Fudan University, Shanghai Collaborative Innovation Center on Intelligent Visual Computin,University of Mary,Fudan University, Shanghai Collaborative Innovation Center on Intelligent Visual Computin,,,,,,,,,,,,,,,,,6.0,0.0
1056,Can Semantic Labels Assist Self-Supervised Visual Representation Learning?,University of Science and Technology of China, Huawei Inc, Huawei Inc, Huawei Inc, Huawei Inc, Huawei Inc,,,,,,,,,,,,,,,,,,,,,1.0,0.0
1057,Uncertainty Estimation via Response Scaling for Pseudo-Mask Noise Mitigation in Weakly-Supervised Semantic Segmentation,Hong Kong University of Science and Technology, SenseTime Researc,University of Technology Sydney, SenseTime Researc, SenseTime Researc,Hong Kong University of Science and Technology, SenseTime Researc,Hong Kong University of Science and Technology,,,,,,,,,,,,,,,,,,,4.0,0.0
1058,Making Translations to Classical Planning Competitive with Other HTN Planners,University of Freiburg,University of Amsterdam,University of Freiburg,Saarland University,Australian National University,Mitre (United States),,,,,,,,,,,,,,,,,,,,,5.0,1.0
1059,Siamese Network with Interactive Transformer for Video Object Segmentation,Wuhan University,University of Sydney," JD Explore Academy, Chin",Wuhan University, Hubei Luojia Laborator,,,,,,,,,,,,,,,,,,,,,,3.0,1.0
1060,Patch Diffusion: A General Module for Face Manipulation Detection,Fudan University,Fudan University,Shanghai University,Fudan University,Fudan University,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
1061,Expressivity of Planning with Horn Description Logic Ontologies,TU Dresden,Saarland University,TU Dresden,TU Dresden,University of Freiburg,Saarland University,,,,,,,,,,,,,,,,,,,,,6.0,0.0
1062,HiTKG: Towards Goal-Oriented Conversations via Multi-Hierarchy Learning,Nanyang Technological University,Nanyang Technological University,Nanyang Technological University,Nanyang Technological University,Nanyang Technological University,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
1063,Diagnostics-Guided Explanation Generation,University of Copenhagen,University of Copenhagen,University of Copenhagen,University of Copenhagen,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
1064,Low-Light Image Enhancement with Normalizing Flow,Nanyang Technological University,Hong Kong Baptist University,Nanyang Technological University,University of Hong Kong,Nanyang Technological University,Nanyang Technological University,,,,,,,,,,,,,,,,,,,,,6.0,0.0
1065,Complementary Attention Gated Network for Pedestrian Trajectory Prediction,Xi'an Jiaotong University,Xi'an Jiaotong University, JD Finance America Corporatio,Xi'an Jiaotong University,Xi'an Jiaotong University,Xi'an Jiaotong University, Wormpex AI Researc,,,,,,,,,,,,,,,,,,,,5.0,0.0
1066,Top-Down Deep Clustering with Multi-Generator GANs,Universidade Federal de Minas Gerais,Universidade Federal de Minas Gerais,Economic and Social Research Institute,Universidade Federal de Minas Gerais,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
1067,Adaptive Poincaré Point to Set Distance for Few-Shot Classification,Monash University,Australian National University,Data61,University of Melbourne,Monash University,Data61,,,,,,,,,,,,,,,,,,,,,6.0,0.0
1068,Attention-Based Transformation from Latent Features to Point Clouds,Fudan University,Fudan University,Fudan University,Fudan University,Peng Cheng Laboratory,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
1069,End-to-End Transformer Based Model for Image Captioning,University of Chinese Academy of Sciences,University of Chinese Academy of Sciences,University of Chinese Academy of Sciences,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
1070,Text Gestalt: Stroke-Aware Scene Text Image Super-resolution,Fudan University,Fudan University,Hong Kong Polytechnic University,Fudan University,Fudan University,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
1071,Improved Text Classification via Contrastive Adversarial Training,IBM Research - Australia,IBM Research - Australia,IBM Research - Australia,IBM Research - Australia,IBM Research - Australia,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
1072,Predicting Physical World Destinations for Commands Given to Self-Driving Cars,KU Leuven,KU Leuven,KU Leuven,KU Leuven,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
1073,Cross-Domain Collaborative Normalization via Structural Knowledge,Tulane University,Tulane University,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
1074,Group-Aware Threshold Adaptation for Fair Classification,Purdue University West Lafayette,Purdue University West Lafayette,Purdue University West Lafayette,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
1075,Boosting Generative Zero-Shot Learning by Synthesizing Diverse Features with Attribute Augmentation,Nanjing University of Science and Technology,University of Oxford,University of Newcastle Australia,Nanjing University of Science and Technology,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
1076,Unsupervised Deep Keyphrase Generation,Amazon (United States), Salesforce Researc,"University of California, San Diego",University of Pittsburgh,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0
1077,CADRE: A Cascade Deep Reinforcement Learning Framework for Vision-Based Autonomous Urban Driving,Beijing Institute of Technology,Syracuse University,Midea Group (China),Midea Group (China),Midea Group (China),Midea Group (China),Beijing Institute of Technology,,,,,,,,,,,,,,,,,,,,3.0,4.0
1078,Adversarial Robustness in Multi-Task Learning: Promises and Illusions,University of Luxembourg,University of Luxembourg,University of Luxembourg,University of Luxembourg,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
1079,Hierarchical Heterogeneous Graph Attention Network for Syntax-Aware Summarization,Chinese University of Hong Kong,Chinese University of Hong Kong,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
1080,Meta Faster R-CNN: Towards Accurate Few-Shot Object Detection with Attentive Feature Alignment,Columbia University,Columbia University,Columbia University,Columbia University,Columbia University,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
1081,End-to-End Learning the Partial Permutation Matrix for Robust 3D Point Cloud Registration,Northwestern Polytechnical University,Northwestern Polytechnical University,Northwestern Polytechnical University, Baidu Researc, Baidu Researc,Northwestern Polytechnical University,,,,,,,,,,,,,,,,,,,,,4.0,0.0
1082,"Nested Hierarchical Transformer: Towards Accurate, Data-Efficient and Interpretable Visual Understanding", Google Researc, Google Researc, Google Researc, Google Researc, Google Researc, Google Researc, Google Researc,,,,,,,,,,,,,,,,,,,,0.0,6.0
1083,AdaptivePose: Human Parts as Adaptive Points,Beijing University of Posts and Telecommunications,Beijing University of Posts and Telecommunications, ByteDance Inc,Tsinghua University, Horizon Robotic,Beijing University of Posts and Telecommunications,,,,,,,,,,,,,,,,,,,,,4.0,0.0
1084,Assessing a Single Image in Reference-Guided Image Synthesis,Tsinghua University,Tsinghua University,Beijing University of Posts and Telecommunications,EA Technology,EA Technology,Tsinghua University,Beijing Academy of Artificial Intelligence,,,,,,,,,,,,,,,,,,,,5.0,2.0
1085,Invariant Action Effect Model for Reinforcement Learning,Nanjing University,Peng Cheng Laboratory,Nanjing University,Nanjing University,Peng Cheng Laboratory,Nanjing University,Carnegie Mellon University,,,,,,,,,,,,,,,,,,,,7.0,0.0
1086,Truth-Tracking via Approval Voting: Size Matters,Paris Dauphine University,Paris Dauphine University,Paris Dauphine University,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
1087,Rethinking the Two-Stage Framework for Grounded Situation Recognition,National University of Singapore,Columbia University,National University of Singapore, Centre for Perceptual and Interactive Intelligenc,National University of Singapore,at Tencent AI Lab,,,,,,,,,,,,,,,,,,,,,5.0,0.0
1088,ShuttleNet: Position-Aware Fusion of Rally Progress and Player Styles for Stroke Forecasting in Badminton,National Yang Ming Chiao Tung University,National Yang Ming Chiao Tung University,National Yang Ming Chiao Tung University,National Yang Ming Chiao Tung University,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
1089,Idiomatic Expression Paraphrasing without Strong Supervision,University of Illinois Urbana-Champaign,University of Illinois Urbana-Champaign,University of Illinois Urbana-Champaign,Meta (United States),University of Illinois Urbana-Champaign,,,,,,,,,,,,,,,,,,,,,,4.0,1.0
1090,Bayesian Optimization over Permutation Spaces,Washington State University,Washington State University,Washington State University,Washington State University,Washington State University,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
1091,Early-Bird GCNs: Graph-Network Co-optimization towards More Efficient GCN Training and Inference via Drawing Early-Bird Lottery Tickets,Rice University,Rice University,Rice University,Rice University,Rice University,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
1092,Joint 3D Object Detection and Tracking Using Spatio-Temporal Representation of Camera Image and LiDAR Point Clouds,Hanyang University,Hanyang University,Hanyang University,Hanyang University,Korea Advanced Institute of Science and Technology,Hanyang University,,,,,,,,,,,,,,,,,,,,,6.0,0.0
1093,Bayesian Persuasion in Sequential Decision-Making,Max Planck Institute for Software Systems,Max Planck Institute for Software Systems,Max Planck Institute for Software Systems,Max Planck Institute for Software Systems,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
1094,Safe Online Convex Optimization with Unknown Linear Safety Constraints,Texas A&M University,Texas A&M University,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
1095,STEM: Unsupervised STructural EMbedding for Stance Detection, Department of Software and Information Science Engineerin,Ben-Gurion University of the Negev,Ben-Gurion University of the Negev, Department of Software and Information Science Engineerin,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
1096,Simultaneously Learning Stochastic and Adversarial Bandits under the Position-Based Model,Nanyang Technological University,Shanghai Jiao Tong University,Shanghai Jiao Tong University,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
1097,Mastering the Explicit Opinion-Role Interaction: Syntax-Aided Neural Transition System for Unified Opinion Role Labeling,Wuhan University,Wuhan University,Wuhan University,Harbin Institute of Technology,Wuhan University,Wuhan University,Wuhan University,Shenzhen University,,,,,,,,,,,,,,,,,,,8.0,0.0
1098,Theoretical Guarantees of Fictitious Discount Algorithms for Episodic Reinforcement Learning and Global Convergence of Policy Gradient Methods,"University of California, Berkeley","University of California, Berkeley","University of California, Berkeley",,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
1099,"Inconsistent Planning: When in Doubt, Toss a Coin!",St Petersburg University,University of Bergen,St Petersburg University,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
1100,The Secretary Problem with Competing Employers on Random Edge Arrivals,Nanyang Technological University,Tencent (China),,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0
1101,REMOTE: Reinforced Motion Transformation Network for Semi-supervised 2D Pose Estimation in Videos,Wuhan University,Singapore University of Technology and Design,Lancaster University,New York University,Wuhan University,Wuhan University,Singapore University of Technology and Design,,,,,,,,,,,,,,,,,,,,7.0,0.0
1102,Low-Pass Graph Convolutional Network for Recommendation,Alibaba Group (China),Tsinghua University,Tsinghua University,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0
1103,Leaping through Time with Gradient-Based Adaptation for Recommendation,Tokyo Institute of Technology," RWBC-OIL, AIST, Tokyo, Japa",Tokyo Institute of Technology," RWBC-OIL, AIST, Tokyo, Japa",Trinity College Dublin,Trinity College Dublin,Tokyo Institute of Technology," RWBC-OIL, AIST, Tokyo, Japa",,,,,,,,,,,,,,,,,,,4.0,0.0
1104,TIGGER: Scalable Generative Modelling for Temporal Interaction Graphs,Indian Institute of Technology Delhi,Indian Institute of Technology Delhi,Indian Institute of Technology Delhi,Indian Institute of Technology Delhi,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
1105,Adversarial Training for Improving Model Robustness? Look at Both Prediction and Interpretation,Computer Science Department,Computer Science Department,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
1106,Shrub Ensembles for Online Classification,TU Dortmund University,Eindhoven University of Technology,TU Dortmund University,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
1107,Finite Entailment of Local Queries in the Z Family of Description Logics,TU Dresden,University of Wrocław,University of Wrocław,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
1108,SmartIdx: Reducing Communication Cost in Federated Learning by Exploiting the CNNs Structures,Harbin Institute of Technology,Harbin Institute of Technology,Harbin Institute of Technology,Harbin Institute of Technology,Harbin Institute of Technology,Peng Cheng Laboratory,Harbin Institute of Technology,,,,,,,,,,,,,,,,,,,,7.0,0.0
1109,SplitFed: When Federated Learning Meets Split Learning,Data61,Data61,Data61,Lehigh University,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
1110,Fuzzy Logic Based Logical Query Answering on Knowledge Graphs,Los Angeles Medical Center,Los Angeles Medical Center,Los Angeles Medical Center,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
1111,Span-Based Semantic Role Labeling with Argument Pruning and Second-Order Inference,ShanghaiTech University, Shanghai Engineering Research Center of Intelligent Vision and Imagin,Shanghai Institute of Microsystem and Information Technology,University of Chinese Academy of Sciences,ShanghaiTech University, Shanghai Engineering Research Center of Intelligent Vision and Imagin,Shanghai Institute of Microsystem and Information Technology,University of Chinese Academy of Sciences,ShanghaiTech University,ShanghaiTech University, Shanghai Engineering Research Center of Intelligent Vision and Imagin,,,,,,,,,,,,,,,,4.0,0.0
1112,Bi-volution: A Static and Dynamic Coupled Filter,Shanghai Jiao Tong University,Shanghai Jiao Tong University,Shanghai Jiao Tong University,Anhui University,Shanghai Jiao Tong University,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
1113,TiGAN: Text-Based Interactive Image Generation and Manipulation,"University at Buffalo, State University of New York", Adobe Researc, Adobe Researc, Adobe Researc, Adobe Researc,"University at Buffalo, State University of New York","University at Buffalo, State University of New York", Adobe Researc,,,,,,,,,,,,,,,,,,,3.0,0.0
1114,Deep Recurrent Neural Network with Multi-Scale Bi-directional Propagation for Video Deblurring,Xi'an Jiaotong University, ByteDance Intelligent Creation La,Nanjing University of Science and Technology,Xi'an Jiaotong University,Xi'an Jiaotong University, ByteDance Intelligent Creation La,Xi'an Jiaotong University,,,,,,,,,,,,,,,,,,,,5.0,0.0
1115,H 2 -MIL: Exploring Hierarchical Representation with Heterogeneous Multiple Instance Learning for Whole Slide Image Analysis,Xiamen University,Xiamen University,University of Hong Kong,Xiamen University,Xiamen University,Xiamen University,Xiamen University,Hong Kong Polytechnic University,Xiamen University,,,,,,,,,,,,,,,,,,9.0,0.0
1116,Correlation Field for Boosting 3D Object Detection in Structured Scenes,Shanghai Jiao Tong University,Shanghai Jiao Tong University,Shanghai Jiao Tong University,Shanghai Jiao Tong University,Shanghai Jiao Tong University,Shanghai Jiao Tong University,,,,,,,,,,,,,,,,,,,,,6.0,0.0
1117,Differentially Describing Groups of Graphs,Max Planck Institute for Informatics,Helmholtz Center for Information Security,Helmholtz Center for Information Security,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
1118,Lifelong Hyper-Policy Optimization with Multiple Importance Sampling Regularization, University of Padov, University of Padov, University of Padov, University of Padov, University of Padov,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
1119,Orthogonal Graph Neural Networks,Jilin University,Rice University,Rice University,Jilin University,Jilin University,Jilin University of Chemical Technology,Jilin University,,,,,,,,,,,,,,,,,,,,6.0,0.0
1120,Offline Reinforcement Learning as Anti-exploration,University of Geneva,Together Enhancing Awareness Coalition,Together Enhancing Awareness Coalition,University of Lorraine,Together Enhancing Awareness Coalition,University of Lille,Together Enhancing Awareness Coalition,Together Enhancing Awareness Coalition,Together Enhancing Awareness Coalition,,,,,,,,,,,,,,,,,,3.0,0.0
1121,Ranking Info Noise Contrastive Estimation: Boosting Contrastive Learning via Ranked Positives,Stellenbosch University,University of Freiburg,Stellenbosch University,University of Bonn,University of Freiburg,Stellenbosch University,,,,,,,,,,,,,,,,,,,,,6.0,0.0
1122,SASA: Semantics-Augmented Set Abstraction for Point-Based 3D Object Detection,University of Sydney,University of Sydney,University of Sydney,University of Sydney," JD Explore Academy, Chin",,,,,,,,,,,,,,,,,,,,,,3.0,1.0
1123,A Computable Definition of the Spectral Bias,Uppsala University,Royal Institute of Technology,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
1124,ASM2TV: An Adaptive Semi-supervised Multi-Task Multi-View Learning Framework for Human Activity Recognition,George Washington University,Shandong University,Shandong University,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
