Unnamed: 0,title,inst1,inst2,inst3,inst4,inst5,inst6,inst7,inst8,inst9,inst10,inst11,inst12,inst13,inst14,inst15,inst16,inst17,inst18,inst19,num_academia,num_company
136,Bayesian Functional Optimization,Queen's University Belfast,Queen's University Belfast,University of Stuttgart,University of Stuttgart,,,,,,,,,,,,,,,,4.0,0.0
137,An Axiomatization of the Eigenvector and Katz Centralities,University of Warsaw,University of Warsaw,,,,,,,,,,,,,,,,,,2.0,0.0
138,Predicting Aesthetic Score Distribution through Cumulative Jensen-Shannon Divergence,Beijing Electronic Science and Technology Institute,Beijing Electronic Science and Technology Institute,Beijing Electronic Science and Technology Institute,Beijing Electronic Science and Technology Institute,Beijing University of Chemical Technology,Beijing University of Chemical Technology,Institute of Information Engineering,Beijing Electronic Science and Technology Institute,Beijing Electronic Science and Technology Institute,,,,,,,,,,,9.0,0.0
139,A Deep Model with Local Surrogate Loss for General Cost-Sensitive Multi-label Learning,National Taiwan University,National Taiwan University,National Taiwan University,,,,,,,,,,,,,,,,,3.0,0.0
140,Memory-Augmented Monte Carlo Tree Search,University of Alberta,University of Alberta,University of Alberta,,,,,,,,,,,,,,,,,3.0,0.0
141,Dictionary Learning in Optimal Metric Space,Xidian University,Xidian University,Beihang University,,,,,,,,,,,,,,,,,3.0,0.0
142,Visual Relationship Detection with Deep Structural Ranking,Chinese Academy of Sciences,Institute of Computing Technology,University of Chinese Academy of Sciences,Carleton University,Chinese Academy of Sciences,Institute of Computing Technology,Chinese Academy of Sciences,Institute of Computing Technology,University of Chinese Academy of Sciences,,,,,,,,,,,9.0,0.0
143,On the Complexity of Extended and Proportional Justified Representation,Data61,University of Oxford,UNSW Sydney,TU Wien,Carlos III University of Madrid,Technical University of Berlin,,,,,,,,,,,,,,6.0,0.0
144,Twitter Summarization Based on Social Network and Sparse Reconstruction *,Tianjin University,Tianjin University,,,,,,,,,,,,,,,,,,2.0,0.0
145,AIVAT: A New Variance Reduction Technique for Agent Evaluation in Imperfect Information Games,University of Alberta,University of Alberta,Charles University,University of Alberta,Charles University,University of Alberta,University of Alberta,,,,,,,,,,,,,7.0,0.0
146,SAP: Self-Adaptive Proposal Model for Temporal Action Detection Based on Reinforcement Learning,"School of Electronic and Computer Engineering, Shenzhen Graduate School, Peking University Lishui Road 2199, Nanshan District, Shenzhen, China 51805","School of Electronic and Computer Engineering, Shenzhen Graduate School, Peking University Lishui Road 2199, Nanshan District, Shenzhen, China 51805","School of Electronic and Computer Engineering, Shenzhen Graduate School, Peking University Lishui Road 2199, Nanshan District, Shenzhen, China 51805","School of Electronic and Computer Engineering, Shenzhen Graduate School, Peking University Lishui Road 2199, Nanshan District, Shenzhen, China 51805","School of Electronic and Computer Engineering, Shenzhen Graduate School, Peking University Lishui Road 2199, Nanshan District, Shenzhen, China 51805",,,,,,,,,,,,,,,6.0,0.0
147,Multimodal Keyless Attention Fusion for Video Classification,Tsinghua University,Tsinghua University,"Rutgers, The State University of New Jersey",Hokkaido University,Hokkaido University,Hokkaido University,Hokkaido University,,,,,,,,,,,,,7.0,0.0
148,Deep Embedding for Determining the Number of Clusters,National University of Defense Technology,The University of Texas at Austin,National University of Defense Technology,National University of Defense Technology,National University of Defense Technology,Dongguan University of Technology,,,,,,,,,,,,,,6.0,0.0
149,Data-Dependent Learning of Symmetric/Antisymmetric Relations for Knowledge Base Completion,Nara Institute of Science and Technology,Kyoto University,Nara Institute of Science and Technology,,,,,,,,,,,,,,,,,3.0,0.0
150,Dynamic Deep Neural Networks: Optimizing Accuracy-Efficiency Trade-Offs by Selective Execution,University of Michigan–Ann Arbor,University of Michigan–Ann Arbor,,,,,,,,,,,,,,,,,,2.0,0.0
151,An End-to-End Deep Learning Architecture for Graph Classification,Washington University in St. Louis,Washington University in St. Louis,Washington University in St. Louis,Washington University in St. Louis,,,,,,,,,,,,,,,,4.0,0.0
152,MathDQN: Solving Arithmetic Word Problems via Deep Reinforcement Learning,University of Electronic Science and Technology of China,University of Electronic Science and Technology of China,University of Electronic Science and Technology of China,University of Electronic Science and Technology of China,Peking University,University of Electronic Science and Technology of China,,,,,,,,,,,,,,6.0,0.0
153,EAD: Elastic-Net Attacks to Deep Neural Networks via Adversarial Examples,IBM Research - Thomas J. Watson Research Center,Cooper Union,"University of California, Davis"," Tencent AI Lab, Bellevue, WA 98004, US","University of California, Davis",IBM Research - Thomas J. Watson Research Center,,,,,,,,,,,,,,4.0,1.0
154,Randomized Clustered Nyström for Large-Scale Kernel Machines,University of Colorado Boulder,University of Colorado Boulder,Colorado School of Mines,,,,,,,,,,,,,,,,,3.0,0.0
155,Multi-Modal Multi-Task Learning for Automatic Dietary Assessment,Singapore University of Technology and Design,Singapore University of Technology and Design,Zhejiang Gongshang University,Singapore University of Technology and Design,"Agency for Science, Technology and Research",National University of Singapore,National University of Singapore,,,,,,,,,,,,,7.0,0.0
156,Learning to Predict Readability Using Eye-Movement Data from Natives and Learners,University of Copenhagen,University of Copenhagen,,,,,,,,,,,,,,,,,,2.0,0.0
157,On the Satisfiability Problem of Patterns in SPARQL 1.1,Tianjin University," Tianjin Key Laboratory of Cognitive Computing and Application, Tianjin, Chin",Hasselt University,Tianjin University,Griffith University,Griffith University,,,,,,,,,,,,,,4.0,0.0
158,Verifying Properties of Binarized Deep Neural Networks,Palo Alto University,Palo Alto University,Palo Alto University,Palo Alto University,UNSW Sydney,,,,,,,,,,,,,,,5.0,0.0
159,Jointly Extracting Event Triggers and Arguments by Dependency-Bridge RNN and Tensor-Based Argument Interaction,Peking University,Peking University,Peking University,Peking University,,,,,,,,,,,,,,,,4.0,0.0
160,Learning to Rank Based on Analogical Reasoning,Paderborn University,Paderborn University,,,,,,,,,,,,,,,,,,2.0,0.0
161,"Never Retreat, Never Retract: Argumentation Analysis for Political Speeches",Fondazione Bruno Kessler,University of Trento,Université Côte d'Azur,Fondazione Bruno Kessler,Université Côte d'Azur,,,,,,,,,,,,,,,5.0,0.0
162,Co-Saliency Detection within a Single Image,University of South Carolina,University of South Carolina,Xi'an Jiaotong University,Chang'an University,University of South Carolina,Tianjin University,Tianjin University,University of South Carolina,,,,,,,,,,,,8.0,0.0
163,Forgetting and Unfolding for Existential Rules,Griffith University,Griffith University,Tianjin University,,,,,,,,,,,,,,,,,3.0,0.0
164,totSAT -Totally-Ordered Hierarchical Planning through SAT,University of Ulm,University of Ulm,University of Ulm,,,,,,,,,,,,,,,,,3.0,0.0
165,Duplicate Question Identification by Integrating FrameNet with Neural Networks,Peking University,Peking University,Peking University,China University of Mining and Technology,,,,,,,,,,,,,,,,4.0,0.0
166,Unsupervised Representation Learning with Long-Term Dynamics for Skeleton Based Action Recognition,Zhejiang University,Zhejiang University,Dalian University of Technology,Zhejiang University,Hunan Normal University,Zhejiang University,,,,,,,,,,,,,,6.0,0.0
167,MaxSAT Resolution with the Dual Rail Encoding *,Universitat Politècnica de Catalunya,"University of California, San Diego",University of Lisbon,Melentiev Energy Systems Institute,University of Lisbon,University of Lisbon,,,,,,,,,,,,,,5.0,0.0
168,Mention and Entity Description Co-Attention for Entity Disambiguation,Sun Yat-sen University," Tencent Corporation, Beijing, Chin",Microsoft Research Asia (China),Microsoft Research Asia (China),Sun Yat-sen University,Microsoft Research Asia (China),,,,,,,,,,,,,,2.0,3.0
169,Gesture Annotation with a Visual Search Engine for Multimodal Communication Research,Case Western Reserve University,"University of California, Los Angeles",Case Western Reserve University,University of Murcia,Case Western Reserve University, Cristóbal Pagán Cánovas,University of Navarra,,,,,,,,,,,,,7.0,0.0
170,Extreme Low Resolution Activity Recognition with Multi-Siamese Embedding Learning," EgoVid Inc., Daejeon, South Kore",Indiana University," EgoVid Inc., Daejeon, South Kore",Ulsan National Institute of Science and Technology," EgoVid Inc., Daejeon, South Kore",Ulsan National Institute of Science and Technology,,,,,,,,,,,,,,3.0,0.0
171,Playing SNES Games with NeuroEvolution of Augmenting Topologies,Bucknell University,Bucknell University,Bucknell University,Bucknell University,Bucknell University,,,,,,,,,,,,,,,5.0,0.0
172,Learning to Extract Coherent Summary via Deep Reinforcement Learning,Hong Kong University of Science and Technology,University of Massachusetts Chan Medical School,,,,,,,,,,,,,,,,,,2.0,0.0
173,An Optimal Online Method of Selecting Source Policies for Reinforcement Learning,Tsinghua University,Tsinghua University,,,,,,,,,,,,,,,,,,2.0,0.0
174,VoC-DL: Revisiting Voice of Customer Using Deep Learning,Adobe Systems (United States),Adobe Systems (United States),Adobe Systems (United States),,,,,,,,,,,,,,,,,0.0,3.0
175,Visual Explanation by High-Level Abduction: On Answer-Set Programming Driven Reasoning about Moving Objects,University of Bremen,University of Bremen,Örebro University,University of Warsaw,Aarhus University,,,,,,,,,,,,,,,5.0,0.0
176,Variational Recurrent Neural Machine Translation,Xiamen University,Chinese Academy of Sciences,Soochow University,Xiamen University,Chinese Academy of Sciences,Soochow University,Soochow University,,,,,,,,,,,,,7.0,0.0
177,Fully Convolutional Network Based Skeletonization for Handwritten Chinese Characters,Chinese Academy of Sciences,University of Chinese Academy of Sciences,Chinese Academy of Sciences,University of Chinese Academy of Sciences,,,,,,,,,,,,,,,,4.0,0.0
178,Batting Order Setup in One Day International Cricket,"Television Content Analytics, 1 Changi North Street 1, Singapore 49878","Television Content Analytics, 1 Changi North Street 1, Singapore 49878",,,,,,,,,,,,,,,,,,0.0,2.0
179,Perception Coordination Network: A Framework for Online Multi-Modal Concept Acquisition and Binding,Anhui University,Nanjing University,Nanjing University,Nanjing University,Nanyang Technological University,,,,,,,,,,,,,,,5.0,0.0
180,Deep TAMER: Interactive Agent Shaping in High-Dimensional State Spaces,United States Army Research Laboratory,United States Army Research Laboratory,Columbia University,United States Army Research Laboratory,The University of Texas at Austin,,,,,,,,,,,,,,,5.0,0.0
181,A Cognitive Assistant for Visualizing and Analyzing Exoplanets,IBM Research - Thomas J. Watson Research Center,IBM Research - Thomas J. Watson Research Center,IBM Research - Thomas J. Watson Research Center,IBM Research - Thomas J. Watson Research Center,IBM Research - Thomas J. Watson Research Center,IBM Research - Thomas J. Watson Research Center,,,,,,,,,,,,,,6.0,0.0
182,AdGAP: Advanced Global Average Pooling,McGill University,University of Southern California,Indian Institute of Technology Kharagpur,,,,,,,,,,,,,,,,,3.0,0.0
183,Learning Generative Neural Networks for 3D Colorization,The University of Texas at Austin,The University of Texas at Austin,The University of Texas at Austin,,,,,,,,,,,,,,,,,3.0,0.0
184,Style Transfer in Text: Exploration and Evaluation,Peking University,Peking University,University of Southern California,Peking University,Beijing Institute of Big Data Research,Peking University,Beijing Institute of Big Data Research,,,,,,,,,,,,,7.0,0.0
185,Selecting Proper Multi-Class SVM Training Methods,China University of Technology,National University of Singapore,South China Normal University,,,,,,,,,,,,,,,,,3.0,0.0
186,An Interpretable Joint Graphical Model for Fact-Checking from Crowds,The University of Texas at Austin,The University of Texas at Austin,The University of Texas at Austin,Northeastern University,,,,,,,,,,,,,,,,4.0,0.0
187,A Unified Model for Document-Based Question Answering Based on Human-Like Reading Strategy,Peking University,Peking University,Peking University,,,,,,,,,,,,,,,,,3.0,0.0
188,Identifying Emotional Support in Online Health Communities,University of North Texas,Kansas State University,Yahoo (United States),,,,,,,,,,,,,,,,,2.0,1.0
189,Reinforcement Learning for Relation Classification from Noisy Data,Tsinghua University,Tsinghua University,Zhejiang University,Tsinghua University,,,,,,,,,,,,,,,,4.0,0.0
190,Aida: Intelligent Image Analysis to Automatically Detect Poems in Digital Archives of Historic Newspapers,University of Nebraska–Lincoln,University of Nebraska–Lincoln,University of Nebraska–Lincoln,,,,,,,,,,,,,,,,,3.0,0.0
191,Beyond Distributive Fairness in Algorithmic Decision Making: Feature Selection for Procedurally Fair Learning,Max Planck Institute for Software Systems,Max Planck Institute for Software Systems,Max Planck Institute for Software Systems,University of Cambridge,The Alan Turing Institute," Leverhulme Centre for the Future of Intelligence, U",,,,,,,,,,,,,,4.0,0.0
192,Enhancing Constraint-Based Multi-Objective Combinatorial Optimization,University of Lisbon,University of Lisbon,University of Lisbon,,,,,,,,,,,,,,,,,3.0,0.0
193,Dual-Reference Face Retrieval,University of East Anglia,University of Pittsburgh,University of East Anglia," JD Artificial Intelligence Research (JDAIR), Beijing, Chin",,,,,,,,,,,,,,,,3.0,0.0
194,Distributed Composite Quantization,Nanyang Technological University,Nanyang Technological University,Nanyang Technological University,,,,,,,,,,,,,,,,,3.0,0.0
195,Data Analysis Competition Platform for Educational Purposes: Lessons Learned and Future Challenges,Kyoto University,Hokkaido University,Hokkaido University,Hokkaido University,Kyoto University,,,,,,,,,,,,,,,5.0,0.0
196,Upping the Game of Taxi Driving in the Age of Uber,Singapore Management University,Singapore Management University,Singapore Management University,Singapore Management University,Singapore Management University,Singapore Management University,Singapore Management University,Singapore Management University,Singapore Management University,Singapore Management University,,,,,,,,,,10.0,0.0
197,Randomized Kernel Selection with Spectra of Multilevel Circulant Matrices,King Abdullah University of Science and Technology," Computer, Electrical and Mathematical Sciences and Engineering (CEMSE) Division, Thuwal, 23955-6900, Saudi Arabi",Tianjin University,Institute of Information Engineering,King Abdullah University of Science and Technology," Computer, Electrical and Mathematical Sciences and Engineering (CEMSE) Division, Thuwal, 23955-6900, Saudi Arabi",King Abdullah University of Science and Technology," Computer, Electrical and Mathematical Sciences and Engineering (CEMSE) Division, Thuwal, 23955-6900, Saudi Arabi",,,,,,,,,,,,5.0,0.0
