Unnamed: 0,title,inst1,inst2,inst3,inst4,inst5,inst6,inst7,inst8,inst9,inst10,inst11,inst12,inst13,inst14,inst15,inst16,inst17,inst18,inst19,inst20,inst21,inst22,inst23,inst24,inst25,inst26,num_academia,num_company
98,The Value of AI Guidance in Human Examination of Synthetically-Generated Faces,University of Notre Dame,University of Notre Dame,University of Notre Dame,University of Notre Dame,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
99,XRAND: Differentially Private Defense against Explanation-Guided Attacks,University of Florida,New Jersey Institute of Technology,New Jersey Institute of Technology,University of Florida,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
100,Distributionally Robust Optimization with Probabilistic Group,University of Wisconsin–Madison,University of Wisconsin–Madison,University of Wisconsin–Madison,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
101,Symmetry-Aware Transformer-Based Mirror Detection,Harbin Institute of Technology,City University of Hong Kong,Harbin Institute of Technology,City University of Hong Kong,Harbin Institute of Technology,City University of Hong Kong,Harbin Institute of Technology,Peng Cheng Laboratory,,,,,,,,,,,,,,,,,,,8.0,0.0
102,Unifying Vision-Language Representation Space with Single-Tower Transformer,Seoul National University,Seoul National University,"Universidad de San Buenaventura, Bogota",University of Pardubice,Seoul National University,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
103,Progressive Bayesian Inference for Scribble-Supervised Semantic Segmentation,Portland Cement Association,Jiangsu Key Lab of Image and Video Understanding for Social Security,Nanjing University of Science and Technology,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
104,CDTA: A Cross-Domain Transfer-Based Attack with Contrastive Learning,Sun Yat-sen University,Sun Yat-sen University,Sun Yat-sen University,Sun Yat-sen University,Chinese University of Hong Kong,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
105,Towards Real-Time Segmentation on the Edge,Northeastern University,Northeastern University,Northeastern University,Northeastern University,William & Mary,William & Mary," CVL, ETH Zuric",Northeastern University,Northeastern University,William & Mary,Northeastern University,Northeastern University,,,,,,,,,,,,,,,11.0,0.0
106,Opposite Online Learning via Sequentially Integrated Stochastic Gradient Descent Estimators,Shandong University,Shandong University, Shandong Province Key Laboratory of Financial Ris,University of Alberta,Andong National University,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
107,Flow-Based Robust Watermarking with Invertible Noise Layer for Black-Box Distortions,National University of Singapore,National University of Singapore,University of Science and Technology of China,National University of Singapore,University of Science and Technology of China,National University of Singapore,,,,,,,,,,,,,,,,,,,,,6.0,0.0
108,MGTCF: Multi-Generator Tropical Cyclone Forecasting with Heterogeneous Meteorological Data,Zhejiang University,Zhejiang University, Key Laboratory of Visual Media Intelligent Processing Technology of Zhejiang Provinc,Zhejiang University,Nanjing University of Science and Technology,Shanghai University,"Guangzhou Institute of Applied Software Technology, Chinese Academy of Sciences",,,,,,,,,,,,,,,,,,,,5.0,0.0
109,One-Shot Replay: Boosting Incremental Object Detection via Retrospecting One Object,Institute of Information Engineering,University of Chinese Academy of Sciences,Institute of Information Engineering,University of Chinese Academy of Sciences,Harbin Institute of Technology,Institute of Information Engineering,University of Chinese Academy of Sciences,Institute of Information Engineering,,,,,,,,,,,,,,,,,,,8.0,0.0
110,Tensor Compressive Sensing Fused Low-Rankness and Local-Smoothness,Southwest University,China West Normal University,China West Normal University,Xi'an Jiaotong University,Xi'an Jiaotong University,Xi'an Jiaotong University,Macau University of Science and Technology,Southwest University,,,,,,,,,,,,,,,,,,,8.0,0.0
111,Symbolic Metamodels for Interpreting Black-Boxes Using Primitive Functions,The Alan Turing Institute,J.P. Morgan," Yahoo! Research, NYC, NY, US",The Ohio State University,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
112,Lifelong Variational Autoencoder via Online Adversarial Expansion Strategy,University of York,University of York,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
113,GOHSP: A Unified Framework of Graph and Optimization-Based Heterogeneous Structured Pruning for Vision Transformer,"Rutgers, The State University of New Jersey", Samsung Research Americ, Samsung Research Americ, Samsung Research Americ,"Rutgers, The State University of New Jersey",,,,,,,,,,,,,,,,,,,,,,2.0,0.0
114,Large-State Reinforcement Learning for Hyper-Heuristics,TU Wien,TU Wien,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
115,Attention-Based Depth Distillation with 3D-Aware Positional Encoding for Monocular 3D Object Detection,Fudan University,Huazhong University of Science and Technology,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
116,Unsupervised Multi-Exposure Image Fusion Breaking Exposure Limits via Contrastive Learning,Wuhan University,Wuhan University,Wuhan University,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
117,On Undisputed Sets in Abstract Argumentation,University of Hagen,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
118,Relational Program Synthesis with Numerical Reasoning,University of Oxford,University of Oxford,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
119,Adaptive Policy Learning for Offline-to-Online Reinforcement Learning,University of Technology Sydney,Microsoft Research Asia (China),National University of Singapore,Southern University of Science and Technology,Microsoft Research Asia (China),University of Technology Sydney,,,,,,,,,,,,,,,,,,,,,4.0,2.0
120,FedALA: Adaptive Local Aggregation for Personalized Federated Learning,Shanghai Jiao Tong University,Queen's University Belfast,Louisiana State University,Shanghai Jiao Tong University,Shanghai Jiao Tong University,Shanghai Jiao Tong University,Shanghai Jiao Tong University,,,,,,,,,,,,,,,,,,,,7.0,0.0
121,FoPro: Few-Shot Guided Robust Webly-Supervised Prototypical Learning,Tencent (China),Tencent (China),Tencent (China),Tencent (China),Tencent (China),Shanghai Jiao Tong University,Shanghai Jiao Tong University,Zhejiang University,,,,,,,,,,,,,,,,,,,3.0,5.0
122,Adapting Object Size Variance and Class Imbalance for Semi-supervised Object Detection,Sun Yat-sen University,Xidian University,Zhejiang Lab,Sun Yat-sen University,Sun Yat-sen University,Sun Yat-sen University,,,,,,,,,,,,,,,,,,,,,6.0,0.0
123,RAFaRe: Learning Robust and Accurate Non-parametric 3D Face Reconstruction from Pseudo 2D&3D Pairs,Nanjing University,Nanjing University,Nanjing University,Nanjing University,Nanjing University,Nanjing University,,,,,,,,,,,,,,,,,,,,,6.0,0.0
124,GAM : Gradient Attention Module of Optimization for Point Clouds Analysis," Zhejiang Leapmotor Technology CO., LTD",Suzhou Nonferrous Metals Research Institute,University of Sydney," Zhejiang Leapmotor Technology CO., LTD"," Zhejiang Leapmotor Technology CO., LTD",Suzhou Nonferrous Metals Research Institute,,,,,,,,,,,,,,,,,,,,,3.0,0.0
125,ConvMatch: Rethinking Network Design for Two-View Correspondence Learning,Wuhan University,Wuhan University,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
126,Flexible Budgets in Restless Bandits: A Primal-Dual Algorithm for Efficient Budget Allocation,Harvard University,Harvard University,Harvard University, Google Researc, Google Researc,Harvard University, Google Researc,,,,,,,,,,,,,,,,,,,,3.0,3.0
127,Topological Distance Games,Technical University of Munich,National University of Singapore,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
128,Representation with Incomplete Votes,Harvard University,Harvard University,Harvard University,Harvard University,Harvard University,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
129,Scalable and Globally Optimal Generalized L 1 K-center Clustering via Constraint Generation in Mixed Integer Linear Programming,University of Toronto,University of Toronto,Vector Institute,University of Toronto,Singapore Management University,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
130,PINAT: A Permutation INvariance Augmented Transformer for NAS Predictor,Institute of Computing Technology,University of Chinese Academy of Sciences,Institute of Computing Technology,University of Chinese Academy of Sciences,The University of Texas at Austin,The University of Texas at Austin,Meta (United States),Meta (United States),,,,,,,,,,,,,,,,,,,6.0,2.0
131,Event Process Typing via Hierarchical Optimal Transport,University of Chinese Academy of Sciences,China Aerospace Science and Industry Corporation (China),University of Chinese Academy of Sciences,China Aerospace Science and Industry Corporation (China),University of Chinese Academy of Sciences,China Aerospace Science and Industry Corporation (China),Beijing Academy of Artificial Intelligence,University of Chinese Academy of Sciences,China Aerospace Science and Industry Corporation (China),,,,,,,,,,,,,,,,,,5.0,0.0
132,What Does Your Face Sound Like? 3D Face Shape towards Voice,Tsinghua University,Tsinghua University,Race Forward,Tsinghua University,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
133,SegFormer: A Topic Segmentation Model with Controllable Range of Attention,Xi'an Jiaotong University,Xi'an Jiaotong University,Xi'an Jiaotong University,Xi'an Jiaotong University,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
134,Learning Instrumental Variable from Data Fusion for Treatment Effect Estimation,Zhejiang University,Zhejiang University,Emory University,Zhejiang University,Zhejiang University,University of Washington, Huawei Noah's Ark la,Shanghai Zhangjiang Laboratory,Institute for Advanced Study,Zhejiang University,Shanghai Zhangjiang Laboratory,Institute for Advanced Study,,,,,,,,,,,,,,,11.0,0.0
135,Differentially Private Learning with Per-Sample Adaptive Clipping,Peking University,Quantum Group (United States),Tsinghua University,Quantum Group (United States),Tsinghua University,Technical Institute of Physics and Chemistry,Quantum Group (United States),Quantum Group (United States),,,,,,,,,,,,,,,,,,,4.0,4.0
136,Zero-Shot Cross-Lingual Event Argument Extraction with Language-Oriented Prefix-Tuning,Institute of Automation,University of Chinese Academy of Sciences,Institute of Automation,University of Chinese Academy of Sciences,Institute of Automation,University of Chinese Academy of Sciences,Institute of Automation,University of Chinese Academy of Sciences,Beijing Academy of Artificial Intelligence,Institute of Automation,University of Chinese Academy of Sciences,,,,,,,,,,,,,,,,11.0,0.0
137,Analyzing and Improving the Use of the FastMap Embedding in Pathfinding Tasks,University of Alberta,Ben-Gurion University of the Negev,University of London,University of Alberta,University of Alberta,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
138,FedNP: Towards Non-IID Federated Learning via Federated Neural Propagation,Hong Kong University of Science and Technology,National University of Singapore,Shenzhen University,"Rutgers, The State University of New Jersey",National University of Singapore,Hong Kong University of Science and Technology,,,,,,,,,,,,,,,,,,,,,6.0,0.0
139,Poisoning with Cerberus: Stealthy and Colluded Backdoor Attack against Federated Learning,Beijing Jiaotong University,French Institute for Research in Computer Science and Automation,Beijing Jiaotong University,Beijing Jiaotong University," Zhejiang Key Laboratory of Multi-dimensional Perception Technology, Application and Cybersecurity, Chin",Beijing Jiaotong University,University of Notre Dame,,,,,,,,,,,,,,,,,,,,7.0,0.0
140,Coupling Artificial Neurons in BERT and Biological Neurons in the Human Brain,Northwestern Polytechnical University,Northwestern Polytechnical University,Northwestern Polytechnical University,Northwestern Polytechnical University,University of Georgia,University of Georgia,Academy of Athens,University of Georgia,Northwestern Polytechnical University,,,,,,,,,,,,,,,,,,9.0,0.0
141,Multi-Action Dialog Policy Learning from Logged User Feedback,Xi'an Jiaotong University,Xi'an Jiaotong University,Xi'an Jiaotong University,Xi'an Jiaotong University,Xi'an Jiaotong University,Xi'an Jiaotong University,China Mobile (China),China Mobile (China),,,,,,,,,,,,,,,,,,,6.0,2.0
142,Privacy Attacks on Schedule-Driven Data,Humboldt-Universität zu Berlin,York University,Humboldt-Universität zu Berlin,Humboldt-Universität zu Berlin,University of Toronto,Humboldt-Universität zu Berlin,,,,,,,,,,,,,,,,,,,,,6.0,0.0
143,Was Fixing This Really That Hard? On the Complexity of Correcting HTN Domains,Australian National University,Australian National University,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
144,Commitment Games with Conditional Information Disclosure,University College London,University College London,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
145,Min-Max Submodular Ranking for Multiple Agents *,"University of California, Merced","University of California, Merced",Carnegie Mellon University,Software Engineering Institute,Zhejiang University,City University of Hong Kong,,,,,,,,,,,,,,,,,,,,,5.0,0.0
146,An Equivalence Analysis of Binary Quantification Methods,University of Oviedo,University of Oviedo,University of Oviedo,University of Oviedo,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
147,Efficient End-to-End Video Question Answering with Pyramidal Multimodal Transformer,Chongqing Institute of Green and Intelligent Technology,University of Chinese Academy of Sciences,Tsinghua University,Chongqing Institute of Green and Intelligent Technology,Chongqing Institute of Green and Intelligent Technology,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
148,Efficient Mirror Detection via Multi-Level Heterogeneous Learning,City University of Hong Kong,City University of Hong Kong,City University of Hong Kong,City University of Hong Kong,City University of Hong Kong,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
149,Mx2M: Masked Cross-Modality Modeling in Domain Adaptation for 3D Semantic Segmentation,Tencent (China),Tencent (China),Tencent (China),Jilin University,Jilin University,,,,,,,,,,,,,,,,,,,,,,2.0,3.0
