Unnamed: 0,title,inst1,inst2,inst3,inst4,inst5,inst6,inst7,inst8,inst9,inst10,inst11,inst12,inst13,inst14,inst15,inst16,inst17,inst18,inst19,inst20,inst21,inst22,inst23,inst24,inst25,inst26,num_academia,num_company
903,Learning from the Wisdom of Crowds: Exploiting Similar Sessions for Session Search," Huawei Poisson Lab, Chin"," Huawei Poisson Lab, Chin",Renmin University of China,Université de Montréal," Huawei Poisson Lab, Chin"," Huawei Poisson Lab, Chin"," Huawei Poisson Lab, Chin",,,,,,,,,,,,,,,,,,,,2.0,5.0
904,CEM: Constrained Entropy Maximization for Task-Agnostic Safe Exploration,Delft University of Technology,Delft University of Technology,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
905,Reinforcement Causal Structure Learning on Order Graph,Shandong University,Shandong University,Shandong University,Shandong University,Shandong University,Suzhou University of Science and Technology,Beijing University of Civil Engineering and Architecture,,,,,,,,,,,,,,,,,,,,7.0,0.0
906,"Don't Predict Counterfactual Values, Predict Expected Values Instead",Warsaw University of Technology,Warsaw University of Technology,Warsaw University of Technology,Warsaw University of Technology,Warsaw University of Technology,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
907,MetaTPTrans: A Meta Learning Approach for Multilingual Code Representation Learning,University of Luxembourg,Ministry of Education of the People's Republic of China,University of Luxembourg,University of Luxembourg,University of Luxembourg,University of Luxembourg,University of Luxembourg,University of Luxembourg,Queen's University Belfast,,,,,,,,,,,,,,,,,,9.0,0.0
908,Continual Graph Convolutional Network for Text Classification," Huawei Technologies Co., Ltd., Chin",Hong Kong Polytechnic University," Huawei Technologies Co., Ltd., Chin"," Huawei Technologies Co., Ltd., Chin",Hong Kong Polytechnic University," Huawei Technologies Co., Ltd., Chin",,,,,,,,,,,,,,,,,,,,,2.0,0.0
909,Improving Biomedical Entity Linking with Cross-Entity Interaction,Harbin Institute of Technology Shenzhen Graduate School,Harbin Institute of Technology Shenzhen Graduate School,Harbin Institute of Technology Shenzhen Graduate School,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
910,Fast Fluid Simulation via Dynamic Multi-Scale Gridding,Shanghai Jiao Tong University,Shanghai Jiao Tong University,Shanghai Jiao Tong University,Sichuan University,Shanghai Jiao Tong University,Shanghai Jiao Tong University,,,,,,,,,,,,,,,,,,,,,6.0,0.0
911,Reducing Domain Gap in Frequency and Spatial Domain for Cross-Modality Domain Adaptation on Medical Image Segmentation,Fudan University,SAIC-GM (China),,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
912,Meta-Reinforcement Learning Based on Self-Supervised Task Representation Learning,Technical University of Munich,Technical University of Munich,Technical University of Munich, Tencent Robotics X Lab,Sun Yat-sen University,The Seventh Affiliated Hospital of Sun Yat-sen University,Politecnico di Milano,University of the West of England,Technical University of Munich,,,,,,,,,,,,,,,,,,8.0,0.0
913,Efficient Explorative Key-Term Selection Strategies for Conversational Contextual Bandits,University of Hong Kong,University of Hong Kong,Shanghai Jiao Tong University,University of Hong Kong,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
914,InstanceFormer: An Online Video Instance Segmentation Framework,Ludwig-Maximilians-Universität München,University of Massachusetts Chan Medical School,Ludwig-Maximilians-Universität München,University of Massachusetts Chan Medical School,Technical University of Munich,Ludwig-Maximilians-Universität München,Ludwig-Maximilians-Universität München,University of Massachusetts Chan Medical School,Ludwig-Maximilians-Universität München,University of Massachusetts Chan Medical School,Ludwig-Maximilians-Universität München,University of Massachusetts Chan Medical School,,,,,,,,,,,,,,,12.0,0.0
915,Frequency Selective Augmentation for Video Representation Learning, LG AI Researc, NAVER CLOVA Vide, NAVER CLOVA Vide, NAVER AI La, NAVER CLOVA Vide,University of Kaiserslautern,,,,,,,,,,,,,,,,,,,,,1.0,0.0
916,RGBD1K: A Large-Scale Dataset and Benchmark for RGB-D Object Tracking,Jiangnan University,Jiangnan University,Jiangnan University,Jiangnan University,Jiangnan University,Jiangnan University,Jiangnan University,University of Surrey,,,,,,,,,,,,,,,,,,,8.0,0.0
917,Self-Supervised Action Representation Learning from Partial Spatio-Temporal Skeleton Sequences,Renmin University of China,Chinese University of Hong Kong,Chinese University of Hong Kong,Renmin University of China, Beijing Key Laboratory of Big Data Management and Analysis Method,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
918,Stability-Based Generalization Analysis of the Asynchronous Decentralized SGD,National University of Defense Technology,National University of Defense Technology,National University of Defense Technology,National University of Defense Technology,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
919,"Non-stationary Risk-Sensitive Reinforcement Learning: Near-Optimal Dynamic Regret, Adaptive Detection, and Separation Design","University of California, Berkeley",Virginia Tech,"University of California, Berkeley",,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
920,Improved Kernel Alignment Regret Bound for Online Kernel Learning,Tianjin University,Tianjin University,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
921,Towards Fine-Grained Explainability for Heterogeneous Graph Neural Network,Shanghai Jiao Tong University,Shanghai Jiao Tong University,Shanghai Jiao Tong University,University of Hong Kong,University of Hong Kong,University of Hong Kong,,,,,,,,,,,,,,,,,,,,,6.0,0.0
922,Learning Relational Causal Models with Cycles through Relational Acyclification,University of Illinois at Chicago, Adobe Researc,University of Illinois at Chicago,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
923,Neural Diffeomorphic Non-uniform B-spline Flows,Seoul National University,Seoul National University,Seoul National University,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
924,Revisiting Unsupervised Local Descriptor Learning,Beijing Institute of Technology,Beijing Institute of Technology,Beijing Normal University,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
925,Fast Saturating Gate for Learning Long Time Scales with Recurrent Neural Networks,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
926,Take Your Model Further: A General Post-refinement Network for Light Field Disparity Estimation via BadPix Correction,Beihang University, Beihang Hangzhou Innovation Institute Yuhan,Beihang University, Beihang Hangzhou Innovation Institute Yuhan,Xi'an Polytechnic University,Beihang University, Beihang Hangzhou Innovation Institute Yuhan,Beihang University, Beihang Hangzhou Innovation Institute Yuhan,Beihang University, Beihang Hangzhou Innovation Institute Yuhan,Beihang University, Beihang Hangzhou Innovation Institute Yuhan,,,,,,,,,,,,,,6.0,0.0
927,WSiP: Wave Superposition Inspired Pooling for Dynamic Interactions-Aware Trajectory Prediction,Central South University,Central South University,Central South University,National University of Defense Technology,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
928,Jointly Imputing Multi-View Data with Optimal Transport,Zhejiang University,Zhejiang University,Columbia University,Zhejiang University,Zhejiang University,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
929,Abstract Argumentation Framework with Conditional Preferences,University of Calabria,University of Calabria,University of Calabria,University of Calabria,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
930,Deep Visual Forced Alignment: Learning to Align Transcription with Talking Face Video,Korea Advanced Institute of Science and Technology,Korea Advanced Institute of Science and Technology,Korea Advanced Institute of Science and Technology,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
931,On Error and Compression Rates for Prototype Rules,Ben-Gurion University of the Negev,Ariel University,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
932,A Question-Answering Approach to Key Value Pair Extraction from Form-Like Document Images,University of Science and Technology of China,Microsoft Research Asia (China),Peking University Shenzhen Hospital,Microsoft Research Asia (China),Microsoft Research Asia (China),Microsoft Research Asia (China),Microsoft Research Asia (China),Microsoft Research Asia (China),Microsoft Research Asia (China),,,,,,,,,,,,,,,,,,2.0,7.0
933,Training Meta-Surrogate Model for Transferable Adversarial Attack,Communication University of China,Communication University of China,"University of California, Los Angeles"," JD AI Research, Beijing, Chin","University of California, Los Angeles",,,,,,,,,,,,,,,,,,,,,,4.0,0.0
934,Explaining Random Forests Using Bipolar Argumentation and Markov Networks,Imperial College London,Imperial College London,Imperial College London,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
935,TrOCR: Transformer-Based Optical Character Recognition with Pre-trained Models,Beihang University,Microsoft (United States),Microsoft (United States),Microsoft (United States),Microsoft (United States),Microsoft (United States),Microsoft (United States),Beihang University,Microsoft (United States),Microsoft Research Asia (China),,,,,,,,,,,,,,,,,2.0,8.0
936,Reviewing Labels: Label Graph Network with Top-k Prediction Set for Relation Extraction,Peking University,Peking University,Peking University,Peking University,Peking University,Peking University,,,,,,,,,,,,,,,,,,,,,6.0,0.0
937,HAVEN: Hierarchical Cooperative Multi-Agent Reinforcement Learning with Dual Coordination Mechanism,University of Chinese Academy of Sciences,University of Chinese Academy of Sciences,University of Chinese Academy of Sciences,University of Chinese Academy of Sciences,University of Chinese Academy of Sciences,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
938,FlowFace: Semantic Flow-Guided Shape-Aware Face Swapping," Virtual Human Group, Netease Fuxi AI La"," Virtual Human Group, Netease Fuxi AI La"," Virtual Human Group, Netease Fuxi AI La"," Virtual Human Group, Netease Fuxi AI La"," Virtual Human Group, Netease Fuxi AI La"," Virtual Human Group, Netease Fuxi AI La"," Virtual Human Group, Netease Fuxi AI La"," Virtual Human Group, Netease Fuxi AI La",Zhejiang University," Virtual Human Group, Netease Fuxi AI La",University of Technology Sydney,,,,,,,,,,,,,,,,2.0,0.0
939,Learning Second-Order Attentive Context for Efficient Correspondence Pruning,Huazhong University of Science and Technology,Huazhong University of Science and Technology,Huazhong University of Science and Technology,Huazhong University of Science and Technology,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
940,Alternating Layered Variational Quantum Circuits Can Be Classically Optimized Efficiently Using Classical Shadows,University of Technology Sydney,University of Technology Sydney,University of Technology Sydney,University of Technology Sydney,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
941,InParformer: Evolutionary Decomposition Transformers with Interactive Parallel Attention for Long-Term Time Series Forecasting,Computer Network Information Center,University of Chinese Academy of Sciences,North China Electric Power University,Computer Network Information Center,University of Chinese Academy of Sciences,Computer Network Information Center,University of Chinese Academy of Sciences,North China Electric Power University,Computer Network Information Center,University of Chinese Academy of Sciences,,,,,,,,,,,,,,,,,10.0,0.0
942,Learning Revenue Maximization Using Posted Prices for Stochastic Strategic Patient Buyers,Tel Aviv University,Ben-Gurion University of the Negev,Tel Aviv University," Google Research, Israe",,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
943,Why Capsule Neural Networks Do Not Scale: Challenging the Dynamic Parse-Tree Assumption,Friedrich Schiller University Jena," Data Assessment Solutions GmbH, Hannover, German",Ernst Abbe University of Applied Sciences Jena,Friedrich Schiller University Jena,University of Kaiserslautern,,,,,,,,,,,,,,,,,,,,,,3.0,1.0
944,Weakly Supervised 3D Multi-Person Pose Estimation for Large-Scale Scenes Based on Monocular Camera and Single LiDAR,ShanghaiTech University,ShanghaiTech University,ShanghaiTech University,ShanghaiTech University,ShanghaiTech University, Shanghai Engineering Research Center of Intelligent Vision and Imagin,ShanghaiTech University, Shanghai Engineering Research Center of Intelligent Vision and Imagin,ShanghaiTech University, Shanghai Engineering Research Center of Intelligent Vision and Imagin,ShanghaiTech University, Shanghai Engineering Research Center of Intelligent Vision and Imagin,,,,,,,,,,,,,,,8.0,0.0
945,Imperceptible Adversarial Attack via Invertible Neural Networks,National University of Defense Technology,National University of Defense Technology,National University of Defense Technology,National University of Defense Technology,National University of Defense Technology,National University of Defense Technology,,,,,,,,,,,,,,,,,,,,,6.0,0.0
946,Preference-Controlled Multi-Objective Reinforcement Learning for Conditional Text Generation,Sun Yat-sen University,Shanghai Jiao Tong University,Shanghai Jiao Tong University,Shanghai Jiao Tong University,Shanghai Jiao Tong University,Shanghai Jiao Tong University,Shanghai Jiao Tong University,Shanghai Jiao Tong University,Shanghai Jiao Tong University,Shanghai Jiao Tong University,Shanghai Jiao Tong University,,,,,,,,,,,,,,,,11.0,0.0
947,On the Effectiveness of Parameter-Efficient Fine-Tuning,University of Cambridge,Chinese University of Hong Kong,Chinese University of Hong Kong,Chinese University of Hong Kong," DAMO Academy, Alibaba Grou",University of Cambridge,,,,,,,,,,,,,,,,,,,,,5.0,1.0
948,"Eliminating the Impossible, Whatever Remains Must Be True: On Extracting and Applying Background Knowledge in the Context of Formal Explanations",Monash University,Australian Synchrotron,Monash University,Monash University,Australian Synchrotron," VMWare Research, Palo Alto, US",Toulouse Institute of Computer Science Research,,,,,,,,,,,,,,,,,,,,4.0,0.0
949,DAMix: Exploiting Deep Autoregressive Model Zoo for Improving Lossless Compression Generalization, Huawei Noah's Ark Lab,Hong Kong Baptist University, Huawei Noah's Ark Lab, Huawei Noah's Ark Lab, Huawei Noah's Ark Lab,Beijing Normal University, Huawei Noah's Ark Lab, Huawei Noah's Ark Lab,Hong Kong Baptist University, Huawei Noah's Ark Lab,,,,,,,,,,,,,,,,,3.0,0.0
950,Active Token Mixer,University of Science and Technology of China,Microsoft Research Asia (China),Microsoft Research Asia (China),Microsoft Research Asia (China),University of Science and Technology of China,,,,,,,,,,,,,,,,,,,,,,2.0,3.0
951,Graph Knows Unknowns: Reformulate Zero-Shot Learning as Sample-Level Graph Recognition,Hong Kong Polytechnic University,"City University of Hong Kong, Shenzhen Research Institute",Hong Kong Polytechnic University,Hong Kong Polytechnic University,"City University of Hong Kong, Shenzhen Research Institute",Hong Kong Polytechnic University,Hong Kong Polytechnic University,Northwestern Polytechnical University,Hong Kong Polytechnic University,,,,,,,,,,,,,,,,,,9.0,0.0
952,Reinforced Approximate Exploratory Data Analysis, Adobe Researc, Adobe Researc, Adobe Researc,Indian Institute of Technology Bombay,Indian Institute of Technology Bombay,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
953,A Structural Complexity Analysis of Synchronous Dynamical Systems,Royal Holloway University of London,TU Wien,Utrecht University,TU Wien,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
954,FedABC: Targeting Fair Competition in Personalized Federated Learning,Inception Institute of Artificial Intelligence," Hubei Luojia Laboratory, Wuhan, China"," JD Explore Academy, China"," JD Explore Academy, China",Inception Institute of Artificial Intelligence," Hubei Luojia Laboratory, Wuhan, China",Beijing Institute of Technology,Inception Institute of Artificial Intelligence,Nanyang Technological University," JD Explore Academy, China",,,,,,,,,,,,,,,,,4.0,3.0
955,Metric Multi-View Graph Clustering,Sichuan University,Sichuan University,Sichuan University,Sichuan University,Sichuan University,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
956,The Expressive Power of Ad-Hoc Constraints for Modelling CSPs,National University of Singapore,National University of Singapore,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
957,Frequency Domain Disentanglement for Arbitrary Neural Style Transfer,Alibaba Group (China),Alibaba Group (China),Alibaba Group (China),Alibaba Group (China),Alibaba Group (China),Alibaba Group (China),,,,,,,,,,,,,,,,,,,,,0.0,6.0
958,Learning Polysemantic Spoof Trace: A Multi-Modal Disentanglement Network for Face Anti-spoofing,Beihang University,Beihang University,Beihang University,Beihang University,Beihang University,Beihang University,,,,,,,,,,,,,,,,,,,,,6.0,0.0
959,Locate Then Generate: Bridging Vision and Language with Bounding Box for Scene-Text VQA,University of Science and Technology of China, State Key Laboratory of Cognitive Intelligenc,University of Science and Technology of China, State Key Laboratory of Cognitive Intelligenc,University of Science and Technology of China, State Key Laboratory of Cognitive Intelligenc,Tencent (China),Tencent (China),Tencent (China),University of Science and Technology of China, State Key Laboratory of Cognitive Intelligenc,,,,,,,,,,,,,,,,4.0,3.0
960,Taming Continuous Posteriors for Latent Variational Dialogue Policies,Max Planck Institute for Intelligent Systems," Amazon Development Center Germany GmbH, Berlin, German"," Amazon Development Center Germany GmbH, Berlin, German",,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
961,CoP: Factual Inconsistency Detection by Controlling the Preference,Nanjing University of Science and Technology,Nanjing University of Science and Technology,Nanjing University of Science and Technology,Nanjing University of Science and Technology,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
962,Long-Tail Cross Modal Hashing,Shandong University,Shandong University,Shandong University,Shandong University,Shandong University,Shandong University,Shandong University,George Mason University,Shandong University,,,,,,,,,,,,,,,,,,9.0,0.0
963,Sequence Generation with Label Augmentation for Relation Extraction,Peking University,Peking University,Peking University,Peking University,Peking University,Peking University,Peking University,,,,,,,,,,,,,,,,,,,,7.0,0.0
964,Mitigating Negative Style Transfer in Hybrid Dialogue System,Fudan University,Fudan University,Fudan University,Fudan University,Fudan University,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
965,Hierarchical Mean-Field Deep Reinforcement Learning for Large-Scale Multiagent Systems,Sun Yat-sen University,Urban Planning & Design Institute of Shenzhen (China),,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
966,A Model-Agnostic Heuristics for Selective Classification,Scuola Normale Superiore di Pisa,University of Pisa,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
967,Mutual-Enhanced Incongruity Learning Network for Multi-Modal Sarcasm Detection,Shandong University,Shandong University,Shandong University,Shandong University,Shandong Normal University,Harbin Institute of Technology,Shenzhen University,,,,,,,,,,,,,,,,,,,,7.0,0.0
968,Reactive Synthesis of Dominant Strategies,Sapienza University of Rome,University of Oxford,Sapienza University of Rome,University of Sydney,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
969,SEAT: Stable and Explainable Attention,King Abdullah University of Science and Technology,Lehigh University,University of Georgia,Iowa State University,Lehigh University,King Abdullah University of Science and Technology,Beijing Computational Science Research Center,Cancer Genomics Centre,,,,,,,,,,,,,,,,,,,8.0,0.0
970,Design Amortization for Bayesian Optimal Experimental Design,"University of California, Irvine"," Department of Computer Science, University of Orego","University of California, Irvine",,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
971,Better Generalized Few-Shot Learning Even without Base Data,Inha University,Inha University,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
972,A Benchmark and Asymmetrical-Similarity Learning for Practical Image Copy Detection,University of Technology Sydney, Baidu Researc, Baidu Researc,Zhejiang University,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
973,ConTextual Masked Auto-Encoder for Dense Passage Retrieval,Institute of Information Engineering,University of Chinese Academy of Sciences, Kuaishou Technolog,Institute of Information Engineering,University of Chinese Academy of Sciences,Institute of Information Engineering,University of Chinese Academy of Sciences, Kuaishou Technolog, Kuaishou Technolog,Institute of Information Engineering,University of Chinese Academy of Sciences,,,,,,,,,,,,,,,,3.0,3.0
974,Beyond Graph Convolutional Network: An Interpretable Regularizer-Centered Optimization Framework,Fuzhou University,Fuzhou University,Fuzhou University,Fuzhou University,Fuzhou University,Fuzhou University,Beijing University of Posts and Telecommunications,,,,,,,,,,,,,,,,,,,,7.0,0.0
975,Improving Dynamic HDR Imaging with Fusion Transformer,Hangzhou Dianzi University,Hangzhou Dianzi University,Hangzhou Dianzi University,Hangzhou Dianzi University,Hangzhou Dianzi University,Queen Mary University of London,Queen Mary University of London,,,,,,,,,,,,,,,,,,,,7.0,0.0
976,On Instance-Dependent Bounds for Offline Reinforcement Learning with Linear Function Approximation,Johns Hopkins University,"University of California, Santa Barbara",Deakin University,Deakin University,Johns Hopkins University,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
977,A Faster Practical Approximation Scheme for the Permanent,University of Helsinki,University of Helsinki,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
978,Causal Effect Identification in Cluster DAGs,Columbia University,Columbia University,Iowa State University,Columbia University,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
979,Metric Nearness Made Practical,"Chinese University of Hong Kong, Shenzhen",Shenzhen Research Institute of Big Data,"Chinese University of Hong Kong, Shenzhen","Chinese University of Hong Kong, Shenzhen",,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
980,Scaling Up Dynamic Graph Representation Learning via Spiking Neural Networks,Sun Yat-sen University,Sun Yat-sen University,Rochester Institute of Technology,Sun Yat-sen University,Rochester Institute of Technology,Sun Yat-sen University,,,,,,,,,,,,,,,,,,,,,6.0,0.0
981,Provably Efficient Primal-Dual Reinforcement Learning for CMDPs with Non-stationary Objectives and Constraints,"University of California, Berkeley","University of California, Berkeley",,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
982,Integer Subspace Differential Privacy,"Rutgers, The State University of New Jersey","Rutgers, The State University of New Jersey","Rutgers, The State University of New Jersey",George Mason University,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
983,Tree-Structured Trajectory Encoding for Vision-and-Language Navigation,Peking University,Peking University,Peng Cheng Laboratory,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
984,Learn More for Food Recognition via Progressive Self-Distillation,Beijing Normal University,Lenovo (China),Lenovo (China),,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0
985,ContraFeat: Contrasting Deep Features for Semantic Discovery,University of Sydney,University of Sydney,University of Sydney,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
986,Towards Decision-Friendly AUC: Learning Multi-Classifier with AUC µ,University of Chinese Academy of Sciences,Institute of Computing Technology,University of Chinese Academy of Sciences,Institute of Computing Technology,University of Chinese Academy of Sciences,Institute of Computing Technology,Alibaba Group (China),University of Chinese Academy of Sciences,Institute of Computing Technology,University of Chinese Academy of Sciences,Peng Cheng Laboratory,,,,,,,,,,,,,,,,10.0,1.0
987,"Drop Clause: Enhancing Performance, Robustness and Pattern Recognition Capabilities of the Tsetlin Machine",University of Agder,University of Agder,University of Agder,University of Agder,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
988,Uncertainty-Aware Self-training for Low-Resource Neural Sequence Labeling,East China Normal University,Alibaba Group (China),Alibaba Group (China),East China Normal University,East China Normal University,East China Normal University,,,,,,,,,,,,,,,,,,,,,4.0,2.0
989,FSR: A General Frequency-Oriented Framework to Accelerate Image Super-resolution Networks,Urban Planning & Design Institute of Shenzhen (China),Shenzhen University,Shenzhen University,Urban Planning & Design Institute of Shenzhen (China),Peng Cheng Laboratory,Harbin Institute of Technology,Peng Cheng Laboratory,Urban Planning & Design Institute of Shenzhen (China),Urban Planning & Design Institute of Shenzhen (China),Peng Cheng Laboratory,,,,,,,,,,,,,,,,,6.0,0.0
990,Pose-Oriented Transformer with Uncertainty-Guided Refinement for 2D-to-3D Human Pose Estimation,Shanghai Jiao Tong University,Shanghai Jiao Tong University,Shanghai Jiao Tong University,Shanghai Jiao Tong University," Qualcomm AI Research † , Shanghai, Chin"," Qualcomm AI Research † , Shanghai, Chin"," Qualcomm AI Research † , Shanghai, Chin",Shanghai Jiao Tong University,Shanghai Jiao Tong University,Shanghai Jiao Tong University,Shanghai Jiao Tong University,,,,,,,,,,,,,,,,8.0,0.0
991,"Graphs, Constraints, and Search for the Abstraction and Reasoning Corpus",University of Toronto,University of Toronto, Scale AI Research Chair in Data-Driven Algorithms for Modern Supply Chain,University of Toronto,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
992,DE-net: Dynamic Text-Guided Image Editing Adversarial Networks,Nanjing University of Posts and Telecommunications,Nanjing University of Posts and Telecommunications," CVL, ETH Züric",Nanjing University of Posts and Telecommunications, Huawei Inc, Huawei Inc,,,,,,,,,,,,,,,,,,,,,3.0,0.0
993,Quantum Multi-Armed Bandits and Stochastic Linear Bandits Enjoy Logarithmic Regrets *,Institute of Computing Technology,University of Chinese Academy of Sciences,Fuzhou University,Peking University,Peking University,Institute of Computing Technology,University of Chinese Academy of Sciences,Institute of Computing Technology,University of Chinese Academy of Sciences,,,,,,,,,,,,,,,,,,9.0,0.0
994,Handling Missing Data via Max-Entropy Regularized Graph Autoencoder,Hong Kong University of Science and Technology,Hong Kong University of Science and Technology,Hong Kong University of Science and Technology,Hong Kong University of Science and Technology," AI Lab, Tencen"," AI Lab, Tencen"," AI Lab, Tencen",Hong Kong University of Science and Technology,Hong Kong University of Science and Technology,Hong Kong University of Science and Technology,Hong Kong University of Science and Technology,,,,,,,,,,,,,,,,8.0,0.0
995,Self-Supervised Bidirectional Learning for Graph Matching,Shanghai Jiao Tong University,Shanghai Jiao Tong University,Shanghai Jiao Tong University,Shanghai Jiao Tong University,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
996,Model-Checking for Ability-Based Logics with Constrained Plans,University of Paris-Saclay,Universidad Nacional de Córdoba,Guangdong Technion-Israel Institute of Technology,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
997,Spatio-Temporal Neural Structural Causal Models for Bike Flow Prediction,Beihang University,Beihang University,Beihang University,Beijing Institute of Big Data Research,Beihang University,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
998,Farsighted Probabilistic Sampling: A General Strategy for Boosting Local Search MaxSAT Solvers,Huazhong University of Science and Technology,Huazhong University of Science and Technology,Huazhong University of Science and Technology,Huazhong University of Science and Technology,Huazhong University of Science and Technology,Huazhong University of Science and Technology,,,,,,,,,,,,,,,,,,,,,6.0,0.0
999,Exploring Non-target Knowledge for Improving Ensemble Universal Adversarial Attacks,Xiamen University,Xiamen University,Wuyi University,University of Trento,Xiamen University,Xiamen University,,,,,,,,,,,,,,,,,,,,,6.0,0.0
1000,MIGA: A Unified Multi-Task Generation Framework for Conversational Text-to-SQL," NetEase Games AI Lab, Guangzhou, Chin",Columbia University," NetEase Games AI Lab, Guangzhou, Chin",Guangdong University of Foreign Studies,NetEase Games AI Lab,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
1001,Learning towards Selective Data Augmentation for Dialogue Generation,Bioscience Research,Quantum Group (United States),Xiaomi (China),Xiaomi (China),Xiaomi (China),Xiaomi (China),Bioscience Research,University of Notre Dame,Renmin University of China,,,,,,,,,,,,,,,,,,4.0,1.0
1002,DUET: Cross-Modal Semantic Grounding for Contrastive Zero-Shot Learning,Zhejiang University,Zhejiang Ocean University,Zhejiang University,Zhejiang University,Zhejiang University,University of Manchester,Zhejiang University,Zhejiang University,Zhejiang University,Zhejiang University,Zhejiang University,Zhejiang University,University of Edinburgh,Zhejiang University,Zhejiang Ocean University,Zhejiang University,,,,,,,,,,,16.0,0.0
1003,OctFormer: Efficient Octree-Based Transformer for Point Cloud Compression with Local Enhancement,Sun Yat-sen University,Sun Yat-sen University,Sun Yat-sen University,Sun Yat-sen University,Sun Yat-sen University,The Seventh Affiliated Hospital of Sun Yat-sen University,,,,,,,,,,,,,,,,,,,,,6.0,0.0
1004,Multiplex Graph Representation Learning via Common and Private Information Mining,University of Electronic Science and Technology of China,Guangxi Normal University,University of Electronic Science and Technology of China,University of Electronic Science and Technology of China,University of Electronic Science and Technology of China,Peng Cheng Laboratory,University of Electronic Science and Technology of China,Southern University of Science and Technology,,,,,,,,,,,,,,,,,,,8.0,0.0
1005,Weight Predictor Network with Feature Selection for Small Sample Tabular Biomedical Data,University of Cambridge,University of Cambridge,University of Cambridge,University of Cambridge,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
1006,Estimating Treatment Effects from Irregular Time Series Observations with Hidden Confounders,University of Southern California,University of Southern California,Peking University,Carnegie Mellon University,University of Southern California," KDDI Research, Inc",University of Southern California,,,,,,,,,,,,,,,,,,,,6.0,0.0
1007,Learnable Spectral Wavelets on Dynamic Graphs to Capture Global Interactions,Indian Institute of Technology Hyderabad,RWTH Aachen University," Zerotha Research and Cerence Gmbh, German",The University of Tokyo,Indian Institute of Technology Hyderabad,,,,,,,,,,,,,,,,,,,,,,4.0,1.0
1008,DPText-DETR: Towards Better Scene Text Detection with Dynamic Points in Transformer,Wuhan University of Technology,University of Sydney, JD Explore Academ,Wuhan University of Technology,Wuhan University of Technology,University of Sydney, JD Explore Academ,,,,,,,,,,,,,,,,,,,,4.0,2.0
1009,Multi-Modal Knowledge Hypergraph for Diverse Image Retrieval, ByteDance AI La,Renmin University of China, ByteDance AI La, ByteDance AI La,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
